time,G(i),H_sun,T2m,WS10m,Int
20160112:1411,36.63,7.2,6.21,9.72,0.0
20160112:1511,0.0,0.0,6.17,8.97,0.0
20160112:1611,0.0,0.0,6.12,8.34,0.0
20160112:1711,0.0,0.0,6.03,8.21,0.0
20160112:1811,0.0,0.0,5.9,8.28,0.0
20160112:1911,0.0,0.0,5.72,8.69,0.0
20160112:2011,0.0,0.0,5.6,8.9,0.0
20160112:2111,0.0,0.0,5.47,9.03,0.0
20160112:2211,0.0,0.0,5.43,7.72,0.0
20160112:2311,0.0,0.0,5.54,6.9,0.0
20160113:0011,0.0,0.0,5.46,5.1,0.0
20160113:0111,0.0,0.0,5.39,4.97,0.0
20160113:0211,0.0,0.0,4.97,6.14,0.0
20160113:0311,0.0,0.0,4.39,7.17,0.0
20160113:0411,0.0,0.0,3.74,8.83,0.0
20160113:0511,0.0,0.0,3.34,10.41,0.0
20160113:0611,0.0,0.0,3.23,11.52,0.0
20160113:0711,0.0,0.0,3.45,11.45,0.0
20160113:0811,33.77,2.44,3.71,10.34,0.0
20160113:0911,41.33,8.12,3.68,8.34,0.0
20160113:1011,27.99,12.12,3.61,5.59,0.0
20160113:1111,521.08,14.13,3.5,3.72,0.0
20160113:1211,313.68,13.96,3.55,2.62,0.0
20160113:1311,124.92,11.65,3.92,3.45,0.0
20160113:1411,27.99,7.38,4.22,3.72,0.0
20160113:1511,0.0,0.0,4.45,4.0,0.0
20160113:1611,0.0,0.0,4.72,4.83,0.0
20160113:1711,0.0,0.0,4.92,6.0,0.0
20160113:1811,0.0,0.0,4.97,7.24,0.0
20160113:1911,0.0,0.0,4.85,7.72,0.0
20160113:2011,0.0,0.0,4.91,8.07,0.0
20160113:2111,0.0,0.0,5.01,8.21,0.0
20160113:2211,0.0,0.0,5.31,7.17,0.0
20160113:2311,0.0,0.0,5.11,7.52,0.0
20160114:0011,0.0,0.0,4.91,8.0,0.0
20160114:0111,0.0,0.0,4.97,7.86,0.0
20160114:0211,0.0,0.0,5.24,6.62,0.0
20160114:0311,0.0,0.0,5.27,5.59,0.0
20160114:0411,0.0,0.0,4.98,5.86,0.0
20160114:0511,0.0,0.0,4.43,6.41,0.0
20160114:0611,0.0,0.0,4.08,6.34,0.0
20160114:0711,0.0,0.0,3.64,6.76,0.0
20160114:0811,9.03,2.56,3.3,7.72,0.0
20160114:0911,31.61,8.25,3.13,8.07,0.0
20160114:1011,39.73,12.27,2.97,8.97,0.0
20160114:1111,27.09,14.29,2.92,9.31,0.0
20160114:1211,17.16,14.14,2.98,9.93,0.0
20160114:1311,16.25,11.84,2.38,10.07,0.0
20160114:1411,12.64,7.57,2.24,9.66,0.0
20160114:1511,0.0,0.0,2.27,9.38,0.0
20160114:1611,0.0,0.0,2.26,8.83,0.0
20160114:1711,0.0,0.0,2.29,7.86,0.0
20160114:1811,0.0,0.0,2.46,6.97,0.0
20160114:1911,0.0,0.0,2.91,6.41,0.0
20160114:2011,0.0,0.0,3.48,6.28,0.0
20160114:2111,0.0,0.0,3.61,6.69,0.0
20160114:2211,0.0,0.0,1.94,5.38,0.0
20160114:2311,0.0,0.0,2.55,5.03,0.0
20160115:0011,0.0,0.0,2.85,4.76,0.0
20160115:0111,0.0,0.0,2.76,5.66,0.0
20160115:0211,0.0,0.0,2.69,6.48,0.0
20160115:0311,0.0,0.0,2.63,7.31,0.0
20160115:0411,0.0,0.0,2.45,7.66,0.0
20160115:0511,0.0,0.0,2.47,8.55,0.0
20160115:0611,0.0,0.0,2.27,9.31,0.0
20160115:0711,0.0,0.0,2.5,9.59,0.0
20160115:0811,7.22,2.68,2.58,9.66,0.0
20160115:0911,33.41,8.39,2.71,9.24,0.0
20160115:1011,40.64,12.42,2.79,8.62,0.0
20160115:1111,77.01,14.47,2.87,8.76,0.0
20160115:1211,40.64,14.33,3.12,8.0,0.0
20160115:1311,18.06,12.03,3.28,6.83,0.0
20160115:1411,24.38,7.77,3.32,6.07,0.0
20160115:1511,0.0,0.0,3.26,5.93,0.0
20160115:1611,0.0,0.0,3.1,6.28,0.0
20160115:1711,0.0,0.0,2.97,6.07,0.0
20160115:1811,0.0,0.0,2.81,5.24,0.0
20160115:1911,0.0,0.0,2.67,4.28,0.0
20160115:2011,0.0,0.0,2.52,3.1,0.0
20160115:2111,0.0,0.0,2.39,1.66,0.0
20160115:2211,0.0,0.0,2.34,1.52,0.0
20160115:2311,0.0,0.0,2.37,2.55,0.0
20160116:0011,0.0,0.0,2.53,3.52,0.0
20160116:0111,0.0,0.0,2.68,4.55,0.0
20160116:0211,0.0,0.0,2.9,4.9,0.0
20160116:0311,0.0,0.0,2.81,4.97,0.0
20160116:0411,0.0,0.0,2.93,4.62,0.0
20160116:0511,0.0,0.0,3.0,4.21,0.0
20160116:0611,0.0,0.0,3.02,2.97,0.0
20160116:0711,0.0,0.0,2.93,2.0,0.0
20160116:0811,32.82,2.81,2.55,1.17,0.0
20160116:0911,9.03,8.54,1.87,2.28,0.0
20160116:1011,170.93,12.59,2.09,1.59,0.0
20160116:1111,24.38,14.65,2.36,3.66,0.0
20160116:1211,27.09,14.53,2.84,5.59,0.0
20160116:1311,49.67,12.23,3.34,7.31,0.0
20160116:1411,348.26,7.98,3.3,7.86,0.0
20160116:1511,0.0,0.0,2.88,7.17,0.0
20160116:1611,0.0,0.0,2.6,6.62,0.0
20160116:1711,0.0,0.0,2.53,6.0,0.0
20160116:1811,0.0,0.0,2.18,5.79,0.0
20160116:1911,0.0,0.0,1.9,5.24,0.0
20160116:2011,0.0,0.0,1.53,6.07,0.0
20160116:2111,0.0,0.0,1.37,7.24,0.0
20160116:2211,0.0,0.0,1.04,8.21,0.0
20160116:2311,0.0,0.0,1.23,9.45,0.0
20160117:0011,0.0,0.0,1.09,10.14,0.0
20160117:0111,0.0,0.0,0.74,10.34,0.0
20160117:0211,0.0,0.0,0.51,9.93,0.0
20160117:0311,0.0,0.0,0.3,9.59,0.0
20160117:0411,0.0,0.0,0.19,10.0,0.0
20160117:0511,0.0,0.0,0.03,9.72,0.0
20160117:0611,0.0,0.0,-0.19,9.1,0.0
20160117:0711,0.0,0.0,-0.33,8.41,0.0
20160117:0811,90.96,2.95,-0.51,7.86,0.0
20160117:0911,395.31,8.69,-0.68,6.97,0.0
20160117:1011,579.34,12.76,0.11,5.38,0.0
20160117:1111,696.67,14.84,0.13,4.0,0.0
20160117:1211,697.84,14.73,0.07,2.41,0.0
20160117:1311,541.76,12.44,0.14,0.97,0.0
20160117:1411,60.75,8.19,0.31,1.1,0.0
20160117:1511,0.0,0.0,0.6,2.21,0.0
20160117:1611,0.0,0.0,0.96,3.03,0.0
20160117:1711,0.0,0.0,1.35,3.66,0.0
20160117:1811,0.0,0.0,1.67,3.93,0.0
20160117:1911,0.0,0.0,1.94,3.86,0.0
20160117:2011,0.0,0.0,2.17,3.66,0.0
20160117:2111,0.0,0.0,2.55,4.14,0.0
20160117:2211,0.0,0.0,3.11,5.38,0.0
20160117:2311,0.0,0.0,2.7,5.03,0.0
20160118:0011,0.0,0.0,2.63,5.24,0.0
20160118:0111,0.0,0.0,2.53,5.59,0.0
20160118:0211,0.0,0.0,2.73,5.79,0.0
20160118:0311,0.0,0.0,3.06,5.66,0.0
20160118:0411,0.0,0.0,3.12,5.38,0.0
20160118:0511,0.0,0.0,3.08,5.38,0.0
20160118:0611,0.0,0.0,2.98,5.38,0.0
20160118:0711,0.0,0.0,2.92,5.52,0.0
20160118:0811,51.58,3.09,2.56,5.93,0.0
20160118:0911,395.23,8.85,2.1,6.41,0.0
20160118:1011,568.67,12.94,2.04,7.1,0.0
20160118:1111,383.68,15.03,1.81,7.93,0.0
20160118:1211,638.05,14.93,1.67,8.34,0.0
20160118:1311,535.75,12.65,1.53,8.69,0.0
20160118:1411,376.4,8.4,1.4,8.34,0.0
20160118:1511,114.23,2.51,1.32,7.72,0.0
20160118:1611,0.0,0.0,1.27,7.1,0.0
20160118:1711,0.0,0.0,1.16,7.1,0.0
20160118:1811,0.0,0.0,0.94,7.52,0.0
20160118:1911,0.0,0.0,0.78,8.34,0.0
20160118:2011,0.0,0.0,0.61,9.17,0.0
20160118:2111,0.0,0.0,0.45,9.66,0.0
20160118:2211,0.0,0.0,0.46,9.66,0.0
20160118:2311,0.0,0.0,0.36,9.52,0.0
20160119:0011,0.0,0.0,0.31,9.52,0.0
20160119:0111,0.0,0.0,0.33,9.59,0.0
20160119:0211,0.0,0.0,0.39,9.59,0.0
20160119:0311,0.0,0.0,0.51,9.66,0.0
20160119:0411,0.0,0.0,0.8,10.14,0.0
20160119:0511,0.0,0.0,1.25,10.69,0.0
20160119:0611,0.0,0.0,1.46,10.76,0.0
20160119:0711,0.0,0.0,1.53,11.03,0.0
20160119:0811,20.47,3.24,1.63,11.17,0.0
20160119:0911,25.28,9.02,1.94,11.03,0.0
20160119:1011,38.83,13.12,2.75,8.69,0.0
20160119:1111,118.79,15.23,3.7,6.97,0.0
20160119:1211,185.65,15.14,4.05,5.31,0.0
20160119:1311,108.14,12.87,4.22,5.59,0.0
20160119:1411,19.87,8.62,4.15,6.76,0.0
20160119:1511,55.67,2.73,4.09,7.1,0.0
20160119:1611,0.0,0.0,4.0,7.93,0.0
20160119:1711,0.0,0.0,3.79,8.21,0.0
20160119:1811,0.0,0.0,3.61,8.0,0.0
20160119:1911,0.0,0.0,3.47,7.93,0.0
20160119:2011,0.0,0.0,3.38,7.93,0.0
20160119:2111,0.0,0.0,3.3,7.86,0.0
20160119:2211,0.0,0.0,3.41,7.52,0.0
20160119:2311,0.0,0.0,3.38,7.31,0.0
20160120:0011,0.0,0.0,3.39,7.24,0.0
20160120:0111,0.0,0.0,3.47,7.31,0.0
20160120:0211,0.0,0.0,3.53,7.24,0.0
20160120:0311,0.0,0.0,3.53,7.24,0.0
20160120:0411,0.0,0.0,3.44,7.38,0.0
20160120:0511,0.0,0.0,3.4,7.38,0.0
20160120:0611,0.0,0.0,3.4,7.03,0.0
20160120:0711,0.0,0.0,3.45,6.76,0.0
20160120:0811,9.93,3.39,3.57,6.69,0.0
20160120:0911,286.89,9.19,3.6,6.41,0.0
20160120:1011,550.71,13.32,3.57,6.21,0.0
20160120:1111,633.19,15.44,3.37,5.66,0.0
20160120:1211,603.98,15.36,3.0,5.52,0.0
20160120:1311,579.04,13.1,2.48,5.59,0.0
20160120:1411,437.92,8.84,1.86,5.86,0.0
20160120:1511,124.02,2.95,1.19,5.72,0.0
20160120:1611,0.0,0.0,0.67,5.38,0.0
20160120:1711,0.0,0.0,0.34,4.9,0.0
20160120:1811,0.0,0.0,0.13,4.55,0.0
20160120:1911,0.0,0.0,0.04,4.07,0.0
20160120:2011,0.0,0.0,0.0,3.52,0.0
20160120:2111,0.0,0.0,0.02,2.76,0.0
20160120:2211,0.0,0.0,-0.86,1.72,0.0
20160120:2311,0.0,0.0,-0.79,1.03,0.0
20160121:0011,0.0,0.0,-0.62,1.17,0.0
20160121:0111,0.0,0.0,-0.32,1.52,0.0
20160121:0211,0.0,0.0,-0.01,1.93,0.0
20160121:0311,0.0,0.0,0.3,2.41,0.0
20160121:0411,0.0,0.0,0.59,2.41,0.0
20160121:0511,0.0,0.0,0.78,2.55,0.0
20160121:0611,0.0,0.0,0.79,3.38,0.0
20160121:0711,0.0,0.0,0.69,4.28,0.0
20160121:0811,49.98,3.56,0.48,5.1,0.0
20160121:0911,176.76,9.37,0.22,5.72,0.0
20160121:1011,243.12,13.51,-0.37,7.03,0.0
20160121:1111,547.1,15.65,-0.59,6.55,0.0
20160121:1211,718.67,15.59,-0.63,6.48,0.0
20160121:1311,578.35,13.33,-0.53,6.76,0.0
20160121:1411,422.08,9.07,-0.35,6.83,0.0
20160121:1511,129.05,3.18,-0.19,6.69,0.0
20160121:1611,0.0,0.0,-0.05,6.69,0.0
20160121:1711,0.0,0.0,-0.09,7.1,0.0
20160121:1811,0.0,0.0,-0.21,7.59,0.0
20160121:1911,0.0,0.0,-0.46,7.86,0.0
20160121:2011,0.0,0.0,-0.65,7.79,0.0
20160121:2111,0.0,0.0,-0.65,7.66,0.0
20160121:2211,0.0,0.0,-0.63,7.52,0.0
20160121:2311,0.0,0.0,-0.49,7.52,0.0
20160122:0011,0.0,0.0,-0.35,7.45,0.0
20160122:0111,0.0,0.0,-0.18,7.59,0.0
20160122:0211,0.0,0.0,0.01,7.79,0.0
20160122:0311,0.0,0.0,0.19,7.66,0.0
20160122:0411,0.0,0.0,0.34,7.66,0.0
20160122:0511,0.0,0.0,0.49,7.86,0.0
20160122:0611,0.0,0.0,0.63,8.14,0.0
20160122:0711,0.0,0.0,0.69,8.62,0.0
20160122:0811,23.12,3.73,0.6,8.9,0.0
20160122:0911,231.06,9.56,0.43,9.03,0.0
20160122:1011,239.08,13.72,-0.02,8.9,0.0
20160122:1111,578.71,15.87,-0.05,8.69,0.0
20160122:1211,666.99,15.82,0.1,9.17,0.0
20160122:1311,511.41,13.56,0.4,9.72,0.0
20160122:1411,438.7,9.31,0.71,9.72,0.0
20160122:1511,174.13,3.41,1.01,10.21,0.0
20160122:1611,0.0,0.0,1.25,11.1,0.0
20160122:1711,0.0,0.0,1.38,11.31,0.0
20160122:1811,0.0,0.0,1.48,11.24,0.0
20160122:1911,0.0,0.0,1.6,10.69,0.0
20160122:2011,0.0,0.0,1.7,10.48,0.0
20160122:2111,0.0,0.0,1.92,10.34,0.0
20160122:2211,0.0,0.0,2.04,9.59,0.0
20160122:2311,0.0,0.0,2.3,9.17,0.0
20160123:0011,0.0,0.0,2.38,9.24,0.0
20160123:0111,0.0,0.0,3.16,8.28,0.0
20160123:0211,0.0,0.0,3.99,7.66,0.0
20160123:0311,0.0,0.0,4.79,6.9,0.0
20160123:0411,0.0,0.0,6.14,6.07,0.0
20160123:0511,0.0,0.0,6.92,7.52,0.0
20160123:0611,0.0,0.0,6.79,9.17,0.0
20160123:0711,0.0,0.0,6.69,9.24,0.0
20160123:0811,167.16,3.9,6.73,8.76,0.0
20160123:0911,395.65,9.75,6.79,8.28,0.0
20160123:1011,549.37,13.93,6.9,7.86,0.0
20160123:1111,639.07,16.1,6.81,7.31,0.0
20160123:1211,612.24,16.05,6.68,7.38,0.0
20160123:1311,493.32,13.8,6.66,7.86,0.0
20160123:1411,377.82,9.55,6.7,8.0,0.0
20160123:1511,145.34,3.64,6.65,7.52,0.0
20160123:1611,0.0,0.0,6.54,6.83,0.0
20160123:1711,0.0,0.0,6.41,7.1,0.0
20160123:1811,0.0,0.0,6.27,7.1,0.0
20160123:1911,0.0,0.0,6.05,7.24,0.0
20160123:2011,0.0,0.0,5.91,7.31,0.0
20160123:2111,0.0,0.0,5.79,7.24,0.0
20160123:2211,0.0,0.0,5.66,7.45,0.0
20160123:2311,0.0,0.0,5.52,7.66,0.0
20160124:0011,0.0,0.0,5.44,7.93,0.0
20160124:0111,0.0,0.0,5.52,8.0,0.0
20160124:0211,0.0,0.0,5.59,8.76,0.0
20160124:0311,0.0,0.0,5.59,9.38,0.0
20160124:0411,0.0,0.0,5.46,7.93,0.0
20160124:0511,0.0,0.0,5.23,7.52,0.0
20160124:0611,0.0,0.0,4.97,8.07,0.0
20160124:0711,0.0,0.0,4.76,8.62,0.0
20160124:0811,32.49,4.08,4.61,8.41,0.0
20160124:0911,73.87,9.95,4.5,8.41,0.0
20160124:1011,33.41,14.15,4.82,8.9,0.0
20160124:1111,67.73,16.33,4.85,8.55,0.0
20160124:1211,38.83,16.3,5.0,8.83,0.0
20160124:1311,55.99,14.05,5.17,8.83,0.0
20160124:1411,42.44,9.79,5.41,8.62,0.0
20160124:1511,9.93,3.88,5.68,8.83,0.0
20160124:1611,0.0,0.0,5.91,8.76,0.0
20160124:1711,0.0,0.0,6.15,8.9,0.0
20160124:1811,0.0,0.0,6.4,8.9,0.0
20160124:1911,0.0,0.0,6.6,9.24,0.0
20160124:2011,0.0,0.0,6.75,9.38,0.0
20160124:2111,0.0,0.0,6.81,9.66,0.0
20160124:2211,0.0,0.0,7.2,9.45,0.0
20160124:2311,0.0,0.0,7.32,9.1,0.0
20160125:0011,0.0,0.0,7.3,9.59,0.0
20160125:0111,0.0,0.0,7.21,9.17,0.0
20160125:0211,0.0,0.0,7.13,8.34,0.0
20160125:0311,0.0,0.0,7.06,7.93,0.0
20160125:0411,0.0,0.0,7.0,7.72,0.0
20160125:0511,0.0,0.0,6.9,7.66,0.0
20160125:0611,0.0,0.0,6.76,7.93,0.0
20160125:0711,0.0,0.0,6.62,8.21,0.0
20160125:0811,32.84,4.27,6.49,8.0,0.0
20160125:0911,85.15,10.16,6.45,7.86,0.0
20160125:1011,137.65,14.37,6.93,7.79,0.0
20160125:1111,136.98,16.57,6.98,7.86,0.0
20160125:1211,67.73,16.54,7.06,8.0,0.0
20160125:1311,65.92,14.3,7.16,8.21,0.0
20160125:1411,184.15,10.04,7.34,8.76,0.0
20160125:1511,166.9,4.12,7.51,9.24,0.0
20160125:1611,0.0,0.0,7.69,9.52,0.0
20160125:1711,0.0,0.0,7.83,9.52,0.0
20160125:1811,0.0,0.0,7.96,9.86,0.0
20160125:1911,0.0,0.0,8.11,10.34,0.0
20160125:2011,0.0,0.0,8.17,10.9,0.0
20160125:2111,0.0,0.0,8.11,11.59,0.0
20160125:2211,0.0,0.0,8.36,12.34,0.0
20160125:2311,0.0,0.0,8.28,12.55,0.0
20160126:0011,0.0,0.0,8.23,12.69,0.0
20160126:0111,0.0,0.0,8.19,12.55,0.0
20160126:0211,0.0,0.0,8.13,12.41,0.0
20160126:0311,0.0,0.0,7.99,11.93,0.0
20160126:0411,0.0,0.0,7.63,9.72,0.0
20160126:0511,0.0,0.0,7.28,9.38,0.0
20160126:0611,0.0,0.0,7.03,9.1,0.0
20160126:0711,0.0,0.0,6.83,8.69,0.0
20160126:0811,27.48,4.47,6.6,8.83,0.0
20160126:0911,107.9,10.37,6.37,8.76,0.0
20160126:1011,264.45,14.6,6.05,9.24,0.0
20160126:1111,662.46,16.81,6.03,9.86,0.0
20160126:1211,558.45,16.8,6.12,10.48,0.0
20160126:1311,130.54,14.55,6.39,10.62,0.0
20160126:1411,40.64,10.29,6.71,11.03,0.0
20160126:1511,26.35,4.37,7.02,11.79,0.0
20160126:1611,0.0,0.0,7.21,12.48,0.0
20160126:1711,0.0,0.0,7.27,13.52,0.0
20160126:1811,0.0,0.0,7.25,14.9,0.0
20160126:1911,0.0,0.0,7.28,15.52,0.0
20160126:2011,0.0,0.0,7.48,15.79,0.0
20160126:2111,0.0,0.0,7.65,15.93,0.0
20160126:2211,0.0,0.0,7.95,16.97,0.0
20160126:2311,0.0,0.0,7.97,16.14,0.0
20160127:0011,0.0,0.0,8.02,15.86,0.0
20160127:0111,0.0,0.0,8.07,15.79,0.0
20160127:0211,0.0,0.0,8.08,15.38,0.0
20160127:0311,0.0,0.0,8.06,15.17,0.0
20160127:0411,0.0,0.0,7.98,14.62,0.0
20160127:0511,0.0,0.0,7.9,14.21,0.0
20160127:0611,0.0,0.0,7.85,14.0,0.0
20160127:0711,0.0,0.0,7.91,14.55,0.0
20160127:0811,3.61,4.67,8.04,14.69,0.0
20160127:0911,41.54,10.59,8.2,14.48,0.0
20160127:1011,65.02,14.84,8.25,14.97,0.0
20160127:1111,85.52,17.06,8.23,14.76,0.0
20160127:1211,27.99,17.06,8.23,14.55,0.0
20160127:1311,58.7,14.81,8.28,14.83,0.0
20160127:1411,30.7,10.55,8.4,14.9,0.0
20160127:1511,8.13,4.62,8.52,14.97,0.0
20160127:1611,0.0,0.0,8.62,15.03,0.0
20160127:1711,0.0,0.0,8.75,15.38,0.0
20160127:1811,0.0,0.0,8.8,15.86,0.0
20160127:1911,0.0,0.0,8.69,15.79,0.0
20160127:2011,0.0,0.0,8.44,15.31,0.0
20160127:2111,0.0,0.0,8.0,14.9,0.0
20160127:2211,0.0,0.0,7.92,12.14,0.0
20160127:2311,0.0,0.0,7.37,10.62,0.0
20160128:0011,0.0,0.0,6.82,10.69,0.0
20160128:0111,0.0,0.0,6.72,10.48,0.0
20160128:0211,0.0,0.0,6.77,11.1,0.0
20160128:0311,0.0,0.0,6.71,12.41,0.0
20160128:0411,0.0,0.0,6.53,13.38,0.0
20160128:0511,0.0,0.0,6.28,12.97,0.0
20160128:0611,0.0,0.0,6.22,12.41,0.0
20160128:0711,0.0,0.0,6.19,12.28,0.0
20160128:0811,127.65,4.88,6.11,12.28,0.0
20160128:0911,190.8,10.81,6.03,12.21,0.0
20160128:1011,219.35,15.08,6.11,11.66,0.0
20160128:1111,657.12,17.32,6.13,12.07,0.0
20160128:1211,662.07,17.32,6.15,11.59,0.0
20160128:1311,260.48,15.08,6.17,11.17,0.0
20160128:1411,381.79,10.81,6.18,11.38,0.0
20160128:1511,211.33,4.88,6.11,11.52,0.0
20160128:1611,0.0,0.0,6.01,11.24,0.0
20160128:1711,0.0,0.0,5.92,11.66,0.0
20160128:1811,0.0,0.0,5.82,11.86,0.0
20160128:1911,0.0,0.0,5.72,11.72,0.0
20160128:2011,0.0,0.0,5.63,11.93,0.0
20160128:2111,0.0,0.0,5.64,12.69,0.0
20160128:2211,0.0,0.0,5.77,12.97,0.0
20160128:2311,0.0,0.0,5.73,12.69,0.0
20160129:0011,0.0,0.0,5.62,12.83,0.0
20160129:0111,0.0,0.0,5.56,13.45,0.0
20160129:0211,0.0,0.0,5.83,14.0,0.0
20160129:0311,0.0,0.0,6.48,13.93,0.0
20160129:0411,0.0,0.0,6.83,13.38,0.0
20160129:0511,0.0,0.0,6.97,13.38,0.0
20160129:0611,0.0,0.0,7.06,13.79,0.0
20160129:0711,0.0,0.0,7.23,14.55,0.0
20160129:0811,4.52,5.09,7.42,14.97,0.0
20160129:0911,34.31,11.04,7.59,15.31,0.0
20160129:1011,29.8,15.33,7.59,15.93,0.0
20160129:1111,46.96,17.58,7.71,16.48,0.0
20160129:1211,62.31,17.59,7.85,16.62,0.0
20160129:1311,89.33,15.35,7.9,16.76,0.0
20160129:1411,23.48,11.08,7.95,17.1,0.0
20160129:1511,37.49,5.14,8.0,16.55,0.0
20160129:1611,0.0,0.0,7.98,15.79,0.0
20160129:1711,0.0,0.0,7.87,15.31,0.0
20160129:1811,0.0,0.0,7.72,14.69,0.0
20160129:1911,0.0,0.0,7.41,14.14,0.0
20160129:2011,0.0,0.0,7.28,13.72,0.0
20160129:2111,0.0,0.0,7.11,13.79,0.0
20160129:2211,0.0,0.0,7.29,13.31,0.0
20160129:2311,0.0,0.0,7.3,14.07,0.0
20160130:0011,0.0,0.0,7.32,14.07,0.0
20160130:0111,0.0,0.0,7.48,14.48,0.0
20160130:0211,0.0,0.0,7.67,15.66,0.0
20160130:0311,0.0,0.0,7.69,15.79,0.0
20160130:0411,0.0,0.0,7.69,16.28,0.0
20160130:0511,0.0,0.0,7.55,16.28,0.0
20160130:0611,0.0,0.0,7.36,15.66,0.0
20160130:0711,0.0,0.0,7.26,14.07,0.0
20160130:0811,17.16,5.31,7.1,11.66,0.0
20160130:0911,31.61,11.28,6.88,10.41,0.0
20160130:1011,89.95,15.58,6.53,10.97,0.0
20160130:1111,260.6,17.85,6.25,9.72,0.0
20160130:1211,49.67,17.86,6.13,9.45,0.0
20160130:1311,39.73,15.63,5.92,10.21,0.0
20160130:1411,31.61,11.35,5.55,10.83,0.0
20160130:1511,44.17,5.4,5.65,10.48,0.0
20160130:1611,0.0,0.0,5.76,11.31,0.0
20160130:1711,0.0,0.0,5.72,12.28,0.0
20160130:1811,0.0,0.0,5.64,12.48,0.0
20160130:1911,0.0,0.0,5.32,13.79,0.0
20160130:2011,0.0,0.0,4.68,14.41,0.0
20160130:2111,0.0,0.0,4.53,14.41,0.0
20160130:2211,0.0,0.0,3.94,14.28,0.0
20160130:2311,0.0,0.0,4.2,15.79,0.0
20160131:0011,0.0,0.0,4.8,15.03,0.0
20160131:0111,0.0,0.0,4.96,14.28,0.0
20160131:0211,0.0,0.0,5.21,13.86,0.0
20160131:0311,0.0,0.0,5.31,13.52,0.0
20160131:0411,0.0,0.0,5.3,13.86,0.0
20160131:0511,0.0,0.0,5.45,13.59,0.0
20160131:0611,0.0,0.0,5.53,13.38,0.0
20160131:0711,0.0,0.0,5.46,13.72,0.0
20160131:0811,52.69,5.53,4.83,13.86,0.0
20160131:0911,448.14,11.52,4.88,13.59,0.0
20160131:1011,305.14,15.84,5.1,12.9,0.0
20160131:1111,229.12,18.12,4.74,13.03,0.0
20160131:1211,485.25,18.14,4.87,12.48,0.0
20160131:1311,18.96,15.9,5.11,12.0,0.0
20160131:1411,25.28,11.62,5.38,12.07,0.0
20160131:1511,20.77,5.66,5.43,12.0,0.0
20160131:1611,0.0,0.0,5.53,10.97,0.0
20160131:1711,0.0,0.0,5.54,10.34,0.0
20160131:1811,0.0,0.0,5.64,10.07,0.0
20160131:1911,0.0,0.0,5.47,9.59,0.0
20160131:2011,0.0,0.0,5.52,8.28,0.0
20160131:2111,0.0,0.0,5.5,7.72,0.0
20160131:2211,0.0,0.0,5.67,7.45,0.0
20160131:2311,0.0,0.0,5.69,6.41,0.0
20160201:0011,0.0,0.0,5.74,5.79,0.0
20160201:0111,0.0,0.0,5.75,4.55,0.0
20160201:0211,0.0,0.0,5.71,4.21,0.0
20160201:0311,0.0,0.0,5.65,3.72,0.0
20160201:0411,0.0,0.0,5.59,4.07,0.0
20160201:0511,0.0,0.0,5.59,4.76,0.0
20160201:0611,0.0,0.0,5.57,5.66,0.0
20160201:0711,0.0,0.0,5.47,7.1,0.0
20160201:0811,15.35,5.76,5.55,8.76,0.0
20160201:0911,31.61,11.77,6.57,10.0,0.0
20160201:1011,36.12,16.11,8.16,12.69,0.0
20160201:1111,36.12,18.4,8.17,14.28,0.0
20160201:1211,45.15,18.43,8.2,14.55,0.0
20160201:1311,50.57,16.19,8.13,15.1,0.0
20160201:1411,36.12,11.9,8.06,15.45,0.0
20160201:1511,46.92,5.93,8.09,15.72,0.0
20160201:1611,0.0,0.0,8.25,16.14,0.0
20160201:1711,0.0,0.0,8.46,15.86,0.0
20160201:1811,0.0,0.0,8.59,15.79,0.0
20160201:1911,0.0,0.0,8.53,15.59,0.0
20160201:2011,0.0,0.0,8.26,15.17,0.0
20160201:2111,0.0,0.0,7.86,14.76,0.0
20160201:2211,0.0,0.0,7.77,14.62,0.0
20160201:2311,0.0,0.0,7.91,15.31,0.0
20160202:0011,0.0,0.0,8.08,16.0,0.0
20160202:0111,0.0,0.0,8.03,16.21,0.0
20160202:0211,0.0,0.0,7.82,15.93,0.0
20160202:0311,0.0,0.0,7.53,15.93,0.0
20160202:0411,0.0,0.0,7.3,16.0,0.0
20160202:0511,0.0,0.0,7.12,16.07,0.0
20160202:0611,0.0,0.0,6.97,16.28,0.0
20160202:0711,0.0,0.0,6.89,16.21,0.0
20160202:0811,40.64,6.0,6.82,16.07,0.0
20160202:0911,69.76,12.03,6.77,16.07,0.0
20160202:1011,65.92,16.38,6.94,16.0,0.0
20160202:1111,97.95,18.68,6.88,16.34,0.0
20160202:1211,143.53,18.72,6.8,16.69,0.0
20160202:1311,84.61,16.48,6.67,16.76,0.0
20160202:1411,28.9,12.18,6.64,16.9,0.0
20160202:1511,22.58,6.2,6.59,16.9,0.0
20160202:1611,0.0,0.0,6.49,17.38,0.0
20160202:1711,0.0,0.0,6.42,17.31,0.0
20160202:1811,0.0,0.0,6.52,17.31,0.0
20160202:1911,0.0,0.0,6.37,18.0,0.0
20160202:2011,0.0,0.0,6.13,18.34,0.0
20160202:2111,0.0,0.0,6.37,18.07,0.0
20160202:2211,0.0,0.0,6.58,16.83,0.0
20160202:2311,0.0,0.0,6.59,15.93,0.0
20160203:0011,0.0,0.0,6.49,15.86,0.0
20160203:0111,0.0,0.0,6.29,16.0,0.0
