rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/n_updates,train/value_loss,train/entropy_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_range,train/clip_fraction,train/loss
336.0,21802.565594149997,28,22,2503,57344,270,2173436.21640625,-3.8331276908516885,0.00046634674072265625,0.869301974773407,-0.00594626629317645,0.0056624794,0.0003,0.2,0.031640625,901708.5
336.0,22168.811278150002,29,22,2598,59392,280,2995693.569140625,-3.8237665593624115,0.010850787162780762,0.8701591491699219,-0.005277881064102985,0.005005518,0.0003,0.2,0.026611328125,2055664.25
336.0,22111.329163359995,30,22,2689,61440,290,7127754.64375,-3.8224788822233675,0.014268219470977783,0.8681944012641907,-0.004300943791895407,0.005747523,0.0003,0.2,0.037451171875,2506654.25
336.0,22788.170558389997,31,22,2777,63488,300,3282702.89453125,-3.8118497267365457,0.021695256233215332,0.8644803166389465,-0.006060494673874928,0.0055698343,0.0003,0.2,0.044677734375,1338765.0
336.0,21747.691237649993,32,22,2868,65536,310,2762147.24375,-3.8040248937904835,0.03292185068130493,0.8651135563850403,0.006334105541463941,0.025048584,0.0003,0.2,0.179296875,1326196.875
336.0,21327.87176608,33,22,2955,67584,320,28625868.2703125,-3.799147313833237,0.012009918689727783,0.8629069924354553,-0.006017495016567409,0.004230971,0.0003,0.2,0.02138671875,12436054.0
336.0,20529.10861382,34,22,3046,69632,330,8497786.16640625,-3.797004756331444,0.024716675281524658,0.8637710213661194,-0.006087378998927306,0.00633331,0.0003,0.2,0.030029296875,2273220.5
336.0,20582.734029730003,35,22,3136,71680,340,14152712.48671875,-3.8049993224442007,0.022310614585876465,0.8674598336219788,-0.004560952413885389,0.0041167242,0.0003,0.2,0.025439453125,2294612.5
336.0,19233.62446572,36,22,3222,73728,350,4439594.1609375,-3.801790662109852,0.04732102155685425,0.8621261715888977,-0.0056062472649500705,0.005653328,0.0003,0.2,0.029248046875,1978608.875
336.0,18349.6056543,37,22,3309,75776,360,13760408.74375,-3.796108703315258,0.034140944480895996,0.8647763133049011,-0.005306909566570539,0.00373707,0.0003,0.2,0.016015625,11003389.0
336.0,16965.159419880005,38,22,3396,77824,370,16429006.79453125,-3.805153827369213,0.02421361207962036,0.8665897250175476,-0.0031307866775023285,0.0035059773,0.0003,0.2,0.00927734375,5536162.5
336.0,16658.77829303,39,22,3485,79872,380,13936885.140625,-3.8086547791957854,0.031129181385040283,0.8667412400245667,-0.0061109688511351125,0.0053591607,0.0003,0.2,0.023974609375,4443777.5
336.0,16363.04780976,40,22,3572,81920,390,9522087.62890625,-3.8020354241132734,0.03501516580581665,0.8625636100769043,-0.002804813121474581,0.0050188145,0.0003,0.2,0.018408203125,1967132.0
336.0,15196.352718499998,41,22,3661,83968,400,3616394.474609375,-3.7931712463498117,0.046644508838653564,0.8619880676269531,-0.0048000044276705015,0.005670947,0.0003,0.2,0.03701171875,1428349.375
336.0,15479.73396843,42,22,3748,86016,410,12753471.034375,-3.780286305397749,0.0239143967628479,0.8563801646232605,-0.006985722921672277,0.0073499163,0.0003,0.2,0.062158203125,8164067.5
336.0,15744.62254295,43,22,3835,88064,420,3745446.28046875,-3.7676962584257128,0.044622957706451416,0.8533263206481934,-0.007508238147420343,0.0064794687,0.0003,0.2,0.04814453125,1483754.625
336.0,16597.61138956,44,22,3922,90112,430,3166298.41953125,-3.7604974061250687,0.060839712619781494,0.8522809147834778,-0.004670828134112526,0.005103469,0.0003,0.2,0.0255859375,1559467.375
336.0,18019.64037388,45,22,4007,92160,440,4079560.36484375,-3.750427461415529,0.02770233154296875,0.8476149439811707,-0.002478448555484647,0.0034924669,0.0003,0.2,0.012158203125,2960916.5
336.0,18659.38382748,46,23,4095,94208,450,3651086.1328125,-3.739871755987406,0.03221970796585083,0.8459394574165344,-0.005204831603623461,0.0058095166,0.0003,0.2,0.03876953125,1902808.875
336.0,19216.205433749998,47,22,4185,96256,460,3848621.37734375,-3.7284998036921024,0.03598982095718384,0.8423892855644226,-0.0034802241389115807,0.0044792043,0.0003,0.2,0.0291015625,1873635.125
336.0,20660.79969858,48,22,4276,98304,470,5506518.3375,-3.718253652006388,0.04461967945098877,0.8405844569206238,-0.008846880712371784,0.008973043,0.0003,0.2,0.07353515625,2872009.0
336.0,21816.282746219997,49,22,4367,100352,480,4168499.525,-3.713062156736851,0.05002254247665405,0.8399059176445007,-0.010558606552513084,0.0066393698,0.0003,0.2,0.060791015625,1940137.875
336.0,23534.487293950002,50,22,4456,102400,490,3913234.87265625,-3.710035739094019,0.052654922008514404,0.8390493392944336,-0.003638219301501522,0.0035381042,0.0003,0.2,0.017236328125,1647613.0
336.0,23338.51649944,51,22,4547,104448,500,3766140.19765625,-3.7122910261154174,0.056544721126556396,0.8400246500968933,-0.0032108372688526288,0.0037062652,0.0003,0.2,0.0126953125,1917421.125
336.0,24900.643064339998,52,22,4637,106496,510,8827478.97265625,-3.717761691659689,0.039952218532562256,0.8428451418876648,-0.0060538062112755146,0.0052220393,0.0003,0.2,0.0193359375,2294810.0
336.0,26224.93962892,53,22,4724,108544,520,3340442.546875,-3.7238786943256854,0.07075881958007812,0.8451428413391113,-0.006740567689121235,0.005916469,0.0003,0.2,0.043115234375,1598051.75
336.0,28305.692574729997,54,22,4814,110592,530,3884445.94375,-3.715329845994711,0.07938551902770996,0.8394799828529358,-0.007367695806897246,0.005811052,0.0003,0.2,0.045751953125,1848149.125
336.0,28660.816531080003,55,22,4904,112640,540,2963834.792578125,-3.6991870239377023,0.04231351613998413,0.8365026116371155,-0.004518603593169246,0.004711644,0.0003,0.2,0.02529296875,1552632.875
336.0,29660.70857783,56,22,4999,114688,550,4388327.51953125,-3.6909709863364695,0.04534381628036499,0.8346037864685059,-0.006304538346012123,0.006472619,0.0003,0.2,0.05869140625,2721490.5
336.0,30865.879347639995,57,22,5094,116736,560,3564835.25078125,-3.675742424279451,0.05828750133514404,0.8284662365913391,-0.0036986152481404133,0.0049551157,0.0003,0.2,0.048583984375,1958472.75
336.0,31465.636565599994,58,22,5185,118784,570,3170066.15859375,-3.65736825093627,0.02692878246307373,0.8251798748970032,-0.0038040206120058427,0.004184765,0.0003,0.2,0.0236328125,1716517.125
336.0,31804.488610290005,59,22,5277,120832,580,2874497.82890625,-3.6419755071401596,0.0046405792236328125,0.820262610912323,-0.008579039611504413,0.007392412,0.0003,0.2,0.069921875,1566827.75
336.0,31605.797147020003,60,22,5370,122880,590,3412603.0203125,-3.6299495227634906,0.018656790256500244,0.8187368512153625,-0.004710699021234177,0.005220405,0.0003,0.2,0.03662109375,1818403.5
336.0,32004.361632800006,61,22,5460,124928,600,3300812.23828125,-3.623722992092371,0.019368231296539307,0.8174359202384949,-0.0048074925929540765,0.004442297,0.0003,0.2,0.029296875,1477162.75
336.0,31604.974355800005,62,22,5552,126976,610,3096266.1765625,-3.6265219286084176,0.009382843971252441,0.8204078078269958,-0.005911232543439837,0.0063994695,0.0003,0.2,0.046435546875,1397995.75
336.0,32412.283056419998,63,22,5644,129024,620,2930651.3328125,-3.6260613463819027,0.007652461528778076,0.8173127770423889,-0.006497780600329861,0.00467726,0.0003,0.2,0.04951171875,1276940.5
336.0,32747.603498179997,64,22,5733,131072,630,3999645.5890625,-3.618950220942497,0.04358482360839844,0.8174870014190674,-0.003918008640175686,0.003763835,0.0003,0.2,0.013623046875,1854834.5
336.0,33139.90351642,65,22,5826,133120,640,3580616.91640625,-3.6157392874360084,0.03318309783935547,0.8167800307273865,-0.005980524842743762,0.005852882,0.0003,0.2,0.037548828125,1678982.125
336.0,33271.47496936,66,22,5919,135168,650,4194984.571875,-3.6122697539627553,0.05622738599777222,0.8157380223274231,-0.0033233605383429675,0.0037757587,0.0003,0.2,0.01123046875,2131551.25
336.0,33326.674658790005,67,22,6007,137216,660,4193998.16328125,-3.6110981151461603,0.04602843523025513,0.8160330653190613,-0.008973823430278572,0.008389554,0.0003,0.2,0.06953125,2312425.5
336.0,32872.88637856,68,22,6089,139264,670,3793874.19375,-3.60358215123415,0.07145297527313232,0.8128252625465393,-0.005585260868974729,0.006671485,0.0003,0.2,0.046728515625,1799191.875
336.0,32673.883352619996,69,22,6171,141312,680,13194220.778125,-3.589580327272415,0.04836416244506836,0.8096434473991394,-0.006920487951720134,0.0060478863,0.0003,0.2,0.029833984375,4149360.5
336.0,32312.64791943,70,22,6253,143360,690,5861299.66796875,-3.5894379414618016,0.05796611309051514,0.8122068047523499,-0.005318952726520365,0.0065766433,0.0003,0.2,0.040673828125,4060451.25
336.0,31643.648779560008,71,22,6336,145408,700,5198313.87578125,-3.597421187162399,0.07896238565444946,0.8134346008300781,-0.00416821653561783,0.0044308486,0.0003,0.2,0.028857421875,1709626.25
336.0,31058.775556470002,72,22,6420,147456,710,12670404.37890625,-3.5942807331681252,0.04720580577850342,0.8113409876823425,-0.007178665582614485,0.0064270995,0.0003,0.2,0.047998046875,8326187.5
336.0,31451.147618110004,73,22,6503,149504,720,9542485.98359375,-3.5915686547756196,0.05704313516616821,0.8111858367919922,-0.005335783102782443,0.005212098,0.0003,0.2,0.037451171875,4632090.5
336.0,30630.53104758,74,23,6586,151552,730,3347863.95,-3.5946263916790486,0.09285306930541992,0.8131653666496277,-0.004217794605938252,0.0042547775,0.0003,0.2,0.01923828125,1603047.125
336.0,30008.814319579997,75,23,6671,153600,740,7713484.3,-3.6014112904667854,0.06492537260055542,0.8146050572395325,-0.002610308976727538,0.002845286,0.0003,0.2,0.004150390625,4108590.5
336.0,29818.765551719996,76,23,6754,155648,750,5757803.52109375,-3.604695272445679,0.08678674697875977,0.8153848648071289,-0.0053615130302205214,0.0053694416,0.0003,0.2,0.026953125,3347352.25
336.0,29138.57259025,77,23,6837,157696,760,4259721.77265625,-3.603875656425953,0.0951337218284607,0.8147199749946594,-0.0001948915174580179,0.009639988,0.0003,0.2,0.087451171875,1562866.25
336.0,28242.03804767,78,23,6936,159744,770,4637297.03046875,-3.5974125780165194,0.09048104286193848,0.8131747245788574,-0.007163541090267245,0.006494729,0.0003,0.2,0.05107421875,1744442.25
336.0,27112.314680189997,79,23,7023,161792,780,7221275.0984375,-3.585902263224125,0.06291323900222778,0.8099899291992188,-0.004624690721539082,0.0060262205,0.0003,0.2,0.0416015625,2723984.25
336.0,27003.233467360005,80,23,7109,163840,790,5146836.48359375,-3.5829584293067454,0.09381967782974243,0.8132264614105225,-0.0031334616993262897,0.0041302554,0.0003,0.2,0.0123046875,2286416.0
336.0,26033.131353359997,81,23,7197,165888,800,3845222.0203125,-3.5877344593405724,0.0962342619895935,0.8147302269935608,-0.003297263948479667,0.0033259396,0.0003,0.2,0.012548828125,1874227.875
336.0,24496.386334569994,82,23,7284,167936,810,5635895.88515625,-3.5889868184924127,0.0835341215133667,0.8158618807792664,-0.003004393761511892,0.005061662,0.0003,0.2,0.035400390625,2252398.75
336.0,22520.299166119996,83,23,7370,169984,820,13875343.26953125,-3.5900505028665064,0.06112051010131836,0.8156779408454895,-0.0029607653232233133,0.0037397053,0.0003,0.2,0.012841796875,4642422.0
336.0,21705.709301139996,84,23,7457,172032,830,14903577.42578125,-3.5883235312998294,0.07610273361206055,0.8148050308227539,-0.006237400379905012,0.0038641677,0.0003,0.2,0.018896484375,11055690.0
336.0,21139.71731337,85,23,7544,174080,840,21194789.015625,-3.590337038040161,0.06509751081466675,0.8161497712135315,-0.0018409202253678813,0.0024586795,0.0003,0.2,0.006005859375,13469995.0
336.0,19793.83249471,86,23,7653,176128,850,15205466.7234375,-3.5891552083194256,0.0720374584197998,0.814572811126709,-0.003498039167607203,0.0029239825,0.0003,0.2,0.00576171875,12685744.0
336.0,19539.192425690002,87,23,7739,178176,860,14108883.871875,-3.5863815300166606,0.07069230079650879,0.8143544793128967,-0.006358212798659224,0.0059883376,0.0003,0.2,0.0333984375,8712351.0
336.0,18958.235171309996,88,23,7822,180224,870,9724508.07578125,-3.582122365385294,0.10249507427215576,0.8119919896125793,-0.0031639403809094802,0.003989023,0.0003,0.2,0.0072265625,6067846.0
336.0,17728.579249950002,89,23,7905,182272,880,10411615.93984375,-3.575389747321606,0.09071820974349976,0.8111221790313721,-0.006388475534913595,0.005562951,0.0003,0.2,0.0251953125,6729322.5
336.0,17018.57091132,90,23,7990,184320,890,10595839.2890625,-3.575125162303448,0.09941500425338745,0.811406135559082,-0.002851500565884635,0.0044132136,0.0003,0.2,0.008984375,4111478.0
336.0,16130.248039580003,91,23,8074,186368,900,5808504.0734375,-3.5713766418397426,0.10407155752182007,0.8091761469841003,-0.004605965349037433,0.0037938452,0.0003,0.2,0.010888671875,1191658.875
336.0,15987.105111989998,92,23,8158,188416,910,14202372.446875,-3.568318159133196,0.08816051483154297,0.8091502785682678,-0.0033374637816450557,0.002180101,0.0003,0.2,0.004345703125,7494598.0
336.0,15325.104820670002,93,23,8241,190464,920,5988118.43125,-3.5649632208049296,0.10560804605484009,0.8064680099487305,-0.0018911562161520123,0.0028527756,0.0003,0.2,0.01181640625,3713691.75
336.0,14890.720147580001,94,23,8322,192512,930,10454950.0484375,-3.5523806363344193,0.09713244438171387,0.8024716973304749,-0.004348164959810674,0.004622237,0.0003,0.2,0.019287109375,6883879.0
336.0,15192.18332345,95,23,8404,194560,940,15092213.453125,-3.545921329408884,0.08170849084854126,0.8023101687431335,-0.0036908799505908974,0.0040026247,0.0003,0.2,0.01044921875,9828334.0
336.0,15391.204937290002,96,23,8486,196608,950,4449550.06640625,-3.5407932579517363,0.14075928926467896,0.800440788269043,-0.0038627232766884844,0.005844399,0.0003,0.2,0.019140625,1911196.125
336.0,15617.436993079999,97,23,8567,198656,960,4184717.275,-3.5269314110279084,0.11190134286880493,0.7964285016059875,-0.004600523471890483,0.005329118,0.0003,0.2,0.03662109375,1907715.875
336.0,15037.21005828,98,23,8649,200704,970,4372188.21796875,-3.513454882055521,0.13200414180755615,0.7932960391044617,-0.004289673289167695,0.005605575,0.0003,0.2,0.035693359375,1741299.375
336.0,14686.77659812,99,23,8732,202752,980,13163355.996875,-3.505802367627621,0.0946580171585083,0.7925499081611633,-0.002777934481855482,0.0056012515,0.0003,0.2,0.058837890625,7613830.0
336.0,14837.694796940003,100,23,8814,204800,990,12869315.00546875,-3.503321923315525,0.10365152359008789,0.7919772267341614,-0.0029061271336104253,0.0044015087,0.0003,0.2,0.0240234375,4976360.0
336.0,15303.516174909999,101,23,8895,206848,1000,13851997.7328125,-3.5012929953634737,0.0889822244644165,0.7913868427276611,-0.0043516769001143984,0.005094923,0.0003,0.2,0.020654296875,7553765.5
336.0,16207.21897257,102,23,8978,208896,1010,9682652.3078125,-3.500934337079525,0.10920989513397217,0.7914193272590637,-0.004220067692222074,0.0046611335,0.0003,0.2,0.017919921875,3144189.25
336.0,17671.47967688,103,23,9064,210944,1020,5390476.63125,-3.5002980016171934,0.14230769872665405,0.7913516163825989,-0.003122908595832996,0.0038412055,0.0003,0.2,0.01455078125,2878204.5
336.0,18671.10328688,104,23,9148,212992,1030,9947583.0625,-3.501433951407671,0.08803170919418335,0.7925601601600647,-0.004069439199520275,0.0059125815,0.0003,0.2,0.039501953125,9602461.0
336.0,19383.29810458,105,23,9230,215040,1040,4578175.88984375,-3.499990130960941,0.143660306930542,0.7905209064483643,-0.006148833320185077,0.006400059,0.0003,0.2,0.0466796875,2220281.0
336.0,19667.961390239998,106,23,9312,217088,1050,8514839.16796875,-3.491103671491146,0.10466581583023071,0.7883355021476746,-0.00436033694568323,0.0048473044,0.0003,0.2,0.020458984375,5483421.5
336.0,20966.58171463,107,23,9395,219136,1060,7685327.14453125,-3.4852327816188335,0.11122047901153564,0.7877545356750488,-0.0010701512670493684,0.01834428,0.0003,0.2,0.05419921875,2796488.0
336.0,20571.379122050002,108,23,9477,221184,1070,7986397.17421875,-3.4876671954989433,0.12128299474716187,0.790322482585907,-0.00579474100668449,0.004767535,0.0003,0.2,0.01552734375,3899037.5
336.0,20434.054952360002,109,23,9559,223232,1080,10385477.68828125,-3.4904971733689307,0.10640579462051392,0.7894290089607239,-0.003223021627491107,0.0036995693,0.0003,0.2,0.006640625,2638457.75
336.0,20233.836255449998,110,23,9640,225280,1090,7633920.4703125,-3.4891908705234527,0.1375652551651001,0.7888619303703308,-0.0025804272285313346,0.0039806785,0.0003,0.2,0.012353515625,3376974.75
336.0,20813.25269178,111,23,9719,227328,1100,4906629.56328125,-3.4851702742278574,0.15204107761383057,0.7883999347686768,-0.002357392389967572,0.003425295,0.0003,0.2,0.009619140625,2344059.75
336.0,20962.67148556,112,23,9798,229376,1110,7717582.08828125,-3.48428645208478,0.11488741636276245,0.7889523506164551,-0.0022644154109002558,0.002696922,0.0003,0.2,0.002294921875,2109832.25
336.0,21176.677480219998,113,23,9877,231424,1120,3717981.28515625,-3.4873401671648026,0.10141462087631226,0.7903168797492981,-0.004128893076267559,0.0056568077,0.0003,0.2,0.031591796875,1834544.75
336.0,22089.30541917,114,23,9956,233472,1130,3383819.303125,-3.4948696956038474,0.133212149143219,0.79246586561203,-0.002856696346862009,0.00714923,0.0003,0.2,0.059130859375,1753942.5
336.0,24130.518117219995,115,23,10035,235520,1140,4705671.98359375,-3.4896023511886596,0.11486005783081055,0.7878520488739014,-0.005686395199882099,0.006642637,0.0003,0.2,0.036279296875,2104543.0
336.0,25086.877657910005,116,23,10114,237568,1150,5709384.584375,-3.4801882296800613,0.10111761093139648,0.7875876426696777,-0.001939828513422981,0.0022495012,0.0003,0.2,0.007470703125,1943993.625
336.0,25854.645567040003,117,23,10193,239616,1160,10323680.9046875,-3.4788848876953127,0.0881691575050354,0.7872781753540039,-0.0025595028724637813,0.0022189738,0.0003,0.2,0.003759765625,5298344.5
336.0,26429.319009569994,118,23,10273,241664,1170,6095404.7328125,-3.47489989772439,0.1251838207244873,0.7851171493530273,-0.0036493564606644214,0.004775129,0.0003,0.2,0.015234375,4103057.5
336.0,25896.758151339996,119,23,10355,243712,1180,4343398.81015625,-3.45877395644784,0.08164101839065552,0.7795543074607849,-0.004742165522475261,0.0048264554,0.0003,0.2,0.0228515625,2123261.75
336.0,26347.55415748,120,23,10440,245760,1190,3219772.93046875,-3.4493227913975715,0.14641469717025757,0.7801193594932556,-0.007901641813077731,0.0066227056,0.0003,0.2,0.055859375,1670245.75
336.0,27661.138929610002,121,23,10541,247808,1200,5064331.9546875,-3.447385191172361,0.11012274026870728,0.7797388434410095,-0.007413400257792091,0.006153862,0.0003,0.2,0.054296875,2457588.0
336.0,28781.52859641,122,23,10651,249856,1210,4326631.01484375,-3.443066192418337,0.06845206022262573,0.7795662879943848,-0.005412179339327849,0.00604589,0.0003,0.2,0.03994140625,2112412.5
336.0,28977.910144259993,123,23,10735,251904,1220,3359004.678125,-3.44032648652792,0.05568122863769531,0.7788628935813904,-0.006307447027938906,0.006191867,0.0003,0.2,0.05537109375,1650503.125
336.0,30049.072956370004,124,23,10819,253952,1230,5499400.8671875,-3.441294142603874,0.12496781349182129,0.7800403237342834,-0.0037253979928209445,0.0043756915,0.0003,0.2,0.01865234375,3071181.5
336.0,30579.75152687,125,23,10900,256000,1240,4741091.31328125,-3.439486788958311,0.11575204133987427,0.7796733379364014,-0.003480537845462095,0.00589638,0.0003,0.2,0.0314453125,2280806.0
336.0,31411.091794219996,126,23,10980,258048,1250,6642116.703125,-3.4402818717062473,0.11546719074249268,0.7802903056144714,-0.0011289007612504064,0.004102947,0.0003,0.2,0.016162109375,4630758.0
336.0,31164.437772950005,127,23,11060,260096,1260,5896875.6359375,-3.4440930664539335,0.13637489080429077,0.7815194129943848,-0.005569816137722228,0.0048653344,0.0003,0.2,0.032861328125,2442592.25
336.0,29172.465407410004,128,23,11139,262144,1270,6682787.3921875,-3.4401551604270937,0.13422399759292603,0.7794616222381592,-0.006150161403638776,0.0049845157,0.0003,0.2,0.033740234375,2848614.75
336.0,28620.76245701,129,23,11218,264192,1280,17858356.4265625,-3.4379537776112556,0.10588037967681885,0.7800377011299133,0.007423053302045446,0.049229845,0.0003,0.2,0.044580078125,10571207.0
336.0,27393.173719630006,130,23,11298,266240,1290,5206529.99609375,-3.4382098466157913,0.17567962408065796,0.7792560458183289,-0.0030521135486196727,0.0055112056,0.0003,0.2,0.019091796875,2355738.25
336.0,26677.759983530003,131,23,11378,268288,1300,6689027.765625,-3.4377030320465565,0.14504659175872803,0.7795286774635315,-0.004449677858792711,0.0031786768,0.0003,0.2,0.012353515625,3128450.5
336.0,26417.317037490007,132,23,11459,270336,1310,5048563.37109375,-3.4345784351229667,0.17573976516723633,0.7776409983634949,-0.000913957750890404,0.0045995037,0.0003,0.2,0.016650390625,2157244.5
336.0,26964.455692950003,133,23,11540,272384,1320,10949884.084375,-3.4218580320477487,0.10893642902374268,0.7739624381065369,-0.006725099436152959,0.009019542,0.0003,0.2,0.05703125,7526721.0
336.0,26340.039683230003,134,23,11620,274432,1330,4406553.9015625,-3.419831994920969,0.15163159370422363,0.7754872441291809,-0.0030560091290681157,0.0035063329,0.0003,0.2,0.018359375,1396277.625
336.0,26570.92239638,135,23,11700,276480,1340,3162277.99375,-3.4252035528421403,0.2087785005569458,0.7779472470283508,-0.004961834187270142,0.005239862,0.0003,0.2,0.0365234375,1770321.375
336.0,26366.731310490002,136,23,11780,278528,1350,4369513.925,-3.426393697410822,0.18781757354736328,0.7766947746276855,-0.004379137221985729,0.0050297445,0.0003,0.2,0.02802734375,2497076.25
336.0,25988.18107339001,137,23,11860,280576,1360,3054721.323046875,-3.414302358031273,0.1380915641784668,0.7711145281791687,-0.004130143976362887,0.00674524,0.0003,0.2,0.041552734375,1820057.75
336.0,25001.99710266,138,23,11938,282624,1370,4550208.97265625,-3.4015224769711496,0.16582608222961426,0.7693922519683838,-0.005291008645144757,0.0060512554,0.0003,0.2,0.04794921875,2353601.75
336.0,24931.47384321,139,23,12018,284672,1380,7977506.88125,-3.3974708430469036,0.14223051071166992,0.7688809037208557,-0.0016170677059562876,0.0027295635,0.0003,0.2,0.00478515625,3327524.0
336.0,24281.660266630002,140,23,12097,286720,1390,7827519.53984375,-3.3950892329216003,0.1360710859298706,0.7686932682991028,-0.004936689856185695,0.0036110983,0.0003,0.2,0.01689453125,2472377.0
