train/critic_loss,train/learning_rate,train/actor_loss,time/fps,train/ent_coef_loss,time/time_elapsed,train/ent_coef,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates
847003776.0,0.0003,364430.4375,22,-158.59584045410156,864,285.6864318847656,58,19488,336.0,-129177.44320305172,19387
227164128.0,0.0003,371432.09375,22,-160.97715759277344,879,315.9811096191406,59,19824,336.0,-129185.34292120338,19723
786743040.0,0.0003,387922.96875,22,-164.61883544921875,894,349.48297119140625,60,20160,336.0,-129192.94755968332,20059
328214816.0,0.0003,392254.0,22,-168.9294891357422,909,386.53778076171875,61,20496,336.0,-129197.88848880328,20395
361829760.0,0.0003,406871.21875,22,-170.75889587402344,925,427.5542297363281,62,20832,336.0,-129207.4671425,20731
1159475328.0,0.0003,423882.5,22,-173.43507385253906,941,472.9059143066406,63,21168,336.0,-129213.6589768889,21067
382361312.0,0.0003,440279.875,22,-175.38414001464844,958,523.067626953125,64,21504,336.0,-129221.49939678125,21403
1357345536.0,0.0003,449656.625,22,-177.01856994628906,975,578.5225219726562,65,21840,336.0,-129223.70100867692,21739
2412870656.0,0.0003,467928.5625,22,-182.02044677734375,992,639.863037109375,66,22176,336.0,-129232.65023987879,22075
1591124224.0,0.0003,516897.0,22,-185.33351135253906,1008,707.6845092773438,67,22512,336.0,-129241.50210704477,22411
326228480.0,0.0003,544111.5625,22,-187.13768005371094,1023,782.7371826171875,68,22848,336.0,-129253.90714766175,22747
2245011712.0,0.0003,605885.125,22,-190.97567749023438,1038,865.7647705078125,69,23184,336.0,-129259.71675701448,23083
560244800.0,0.0003,644176.0625,22,-192.9473419189453,1055,957.58154296875,70,23520,336.0,-129266.4749992714,23419
630513280.0,0.0003,677490.5,22,-196.5157470703125,1072,1059.1038818359375,71,23856,336.0,-129269.66547119718,23755
3797582848.0,0.0003,714057.875,22,-197.69078063964844,1088,1171.43603515625,72,24192,336.0,-129278.36506722221,24091
3868113408.0,0.0003,788122.0625,22,-201.63702392578125,1105,1295.69482421875,73,24528,336.0,-129283.20499445204,24427
1515688960.0,0.0003,857962.0,22,-204.89186096191406,1121,1433.0877685546875,74,24864,336.0,-129295.13054305405,24763
2162356224.0,0.0003,873289.5625,22,-206.70408630371094,1137,1585.0738525390625,75,25200,336.0,-129302.97376766667,25099
9226975232.0,0.0003,963200.625,22,-209.0529327392578,1153,1753.248046875,76,25536,336.0,-129310.46709152633,25435
