time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates
221760,660,336.0,19538,6947.3507636800005,11,1900.6193805876233,0.001,-154.71541813441686,221424
222096,661,336.0,19568,6989.04367494,11,1712.5299644470215,0.001,-155.11661338806152,221760
222432,662,336.0,19597,7002.7703698800005,11,1713.8962449573335,0.001,-155.4579011826288,222096
222768,663,336.0,19628,7082.996337399998,11,1694.4320873078846,0.001,-155.72104254223052,222432
223104,664,336.0,19657,7115.164135329999,11,1474.904242560977,0.001,-156.10079156784784,222768
223440,665,336.0,19687,7044.4971469,11,1536.4371154421851,0.001,-156.50471469334192,223104
223776,666,336.0,19717,7079.720955150001,11,1682.29755456107,0.001,-156.79628335861932,223440
224112,667,336.0,19747,7069.826599160001,11,1569.9838774544853,0.001,-157.28831808907645,223776
224448,668,336.0,19777,7057.14450791,11,1556.5420050848097,0.001,-157.4171425955636,224112
224784,669,336.0,19807,7055.03743948,11,1689.6854449680873,0.001,-157.87519736517044,224448
225120,670,336.0,19838,7044.79921232,11,1973.9634502955846,0.001,-157.99993851071312,224784
225456,671,336.0,19868,7054.4376962100005,11,1586.3339522225517,0.001,-158.6826852162679,225120
225792,672,336.0,19898,7045.326552919999,11,1695.643116360619,0.001,-158.909121013823,225456
226128,673,336.0,19928,7051.370388310001,11,1618.3611610049293,0.001,-158.96489624750046,225792
226464,674,336.0,19958,7085.70273852,11,2096.743540082659,0.001,-159.5080677214123,226128
226800,675,336.0,19988,7089.827236300001,11,1590.3710692269462,0.001,-159.83537201654343,226464
227136,676,336.0,20018,7079.76002765,11,1623.3174629211426,0.001,-159.99004191444033,226800
227472,677,336.0,20048,7083.208988539999,11,1638.6618056524367,0.001,-160.54772749401275,227136
227808,678,336.0,20078,7051.020605289999,11,1556.1924215044294,0.001,-160.85371190025694,227472
228144,679,336.0,20108,7081.689143,11,1645.2120486668177,0.001,-161.12501071748278,227808
228480,680,336.0,20138,7045.3486903799985,11,1537.24041838873,0.001,-161.47548575628372,228144
228816,681,336.0,20168,7113.380096029999,11,1420.4009195963542,0.001,-161.71381033034552,228480
229152,682,336.0,20198,7114.9966851,11,1609.112485068185,0.001,-162.0908184959775,228816
229488,683,336.0,20228,7121.475811229999,11,1494.793750399635,0.001,-162.50913801647368,229152
229824,684,336.0,20258,7159.174922,11,1778.909977322533,0.001,-162.8341781071254,229488
230160,685,336.0,20288,7156.13266296,11,1408.3074126470656,0.001,-163.13670848664782,229824
230496,686,336.0,20319,7222.977688859999,11,1576.7282037280854,0.001,-163.45934322902136,230160
230832,687,336.0,20349,7175.872014699999,11,1759.3616320292156,0.001,-163.69704655238561,230496
231168,688,336.0,20379,7168.6184387700005,11,1667.8333883739654,0.001,-164.14739000229608,230832
231504,689,336.0,20409,7219.55022264,11,1720.4341098240443,0.001,-164.61696906316848,231168
231840,690,336.0,20438,7194.76954385,11,1809.8693943931944,0.001,-164.70356187366303,231504
232176,691,336.0,20468,7221.834208950001,11,1660.2569847106934,0.001,-165.19004104250953,231840
232512,692,336.0,20497,7232.8507202,11,1563.4875413803827,0.001,-165.63145664760046,232176
232848,693,336.0,20527,7237.090379679999,11,92835.04938670566,0.001,-165.850619997297,232512
233184,694,336.0,20557,7126.292849919999,11,1596.5036364964076,0.001,-165.87766620091028,232848
233520,695,336.0,20588,7096.32822009,11,1638.3325674874443,0.001,-165.76395570664178,233184
233856,696,336.0,20617,7084.45175412,11,1494.8213424682617,0.001,-166.01084182375953,233520
234192,697,336.0,20648,7128.951135689998,11,1649.0482880728584,0.001,-165.96759042285737,233856
234528,698,336.0,20678,7184.176439739999,11,1621.278689793178,0.001,-166.23771404084704,234192
234864,699,336.0,20708,7182.422200729999,11,1737.0601530529204,0.001,-166.29339327130998,234528
235200,700,336.0,20737,7196.1598342299985,11,1704.5162709554036,0.001,-166.4072362808954,234864
235536,701,336.0,20767,7173.981392479999,11,1735.258334023612,0.001,-166.52094759259904,235200
235872,702,336.0,20797,7189.9886013,11,1662.1269320533388,0.001,-166.7538572038923,235536
236208,703,336.0,20827,7179.25812154,11,1846.0537263779413,0.001,-167.0239283243815,235872
236544,704,336.0,20856,7218.149139630001,11,1620.9340315319243,0.001,-167.10457856314522,236208
236880,705,336.0,20886,7157.442656349999,11,1475.667008172898,0.001,-167.3912785847982,236544
237216,706,336.0,20915,7146.146566709998,11,1748.970932733445,0.001,-167.84203611101424,236880
237552,707,336.0,20945,7155.622794079999,11,1726.83651133946,0.001,-168.11432411557152,237216
237888,708,336.0,20974,7152.67112618,11,1510.4632782709032,0.001,-168.51503971644811,237552
238224,709,336.0,21004,7087.392017620001,11,1759.1023472377233,0.001,-168.7359436580113,237888
238560,710,336.0,21033,7059.637882149999,11,1703.3051661536806,0.001,-169.00003778366815,238224
238896,711,336.0,21063,7023.68946002,11,1554.9648417518251,0.001,-169.31440707615442,238560
239232,712,336.0,21093,7076.597881419999,11,1798.6169048490979,0.001,-169.5065720876058,238896
239568,713,336.0,21122,7129.120066570001,11,1697.6435601370674,0.001,-169.90497788928803,239232
239904,714,336.0,21152,7145.93855556,11,1948.1391002110072,0.001,-170.2972223191034,239568
240240,715,336.0,21182,7145.807736590001,11,1690.1068073454358,0.001,-170.76336370195662,239904
240576,716,336.0,21211,7180.16409766,11,1617.072433653332,0.001,-170.95590882074265,240240
240912,717,336.0,21242,7201.67733789,11,1588.8062876746767,0.001,-171.24536832173666,240576
241248,718,336.0,21271,7225.72579867,11,1870.2802759806316,0.001,-171.69659214928038,240912
241584,719,336.0,21301,7204.35635687,11,1799.3217887878418,0.001,-171.87861469813757,241248
241920,720,336.0,21331,7213.341815970001,11,1657.1435543241955,0.001,-172.3476035708473,241584
242256,721,336.0,21360,7142.740653680001,11,1507.7142840794154,0.001,-172.47533770969935,241920
242592,722,336.0,21389,7089.059434840002,11,1719.0747153872535,0.001,-172.8984392256964,242256
242928,723,336.0,21419,7086.825033840001,11,1573.0711686270577,0.001,-173.17402939569382,242592
243264,724,336.0,21449,7099.933112220002,11,1712.857656569708,0.001,-173.63549759274437,242928
243600,725,336.0,21478,7126.079156310001,11,1663.8888896760486,0.001,-173.9068647112165,243264
243936,726,336.0,21508,7127.474021050001,11,1525.5353884015765,0.001,-174.29557364327567,243600
244272,727,336.0,21538,7186.26726217,11,1603.4219823564802,0.001,-174.5190376100086,243936
244608,728,336.0,21567,7192.262801080002,11,1764.7824703398205,0.001,-174.91664296104796,244272
244944,729,336.0,21597,7155.14818747,11,1742.190213158017,0.001,-175.23235257466635,244608
245280,730,336.0,21626,7230.33840424,11,1654.6493010748,0.001,-175.55439549400694,244944
245616,731,336.0,21655,7174.481328159999,11,1734.3434410095215,0.001,-175.9664782569522,245280
245952,732,336.0,21685,7193.988294049999,11,1553.330704098656,0.001,-176.1626094636463,245616
246288,733,336.0,21715,7199.9262163899975,11,1730.6387100219727,0.001,-176.5839078085763,245952
246624,734,336.0,21745,7168.157876599999,11,1739.7778340294249,0.001,-176.8067841302781,246288
246960,735,336.0,21775,7177.201377109999,11,1747.4849691845122,0.001,-177.3023535410563,246624
247296,736,336.0,21805,7139.75796855,11,1579.5556586129326,0.001,-177.4705194745745,246960
247632,737,336.0,21835,7152.610037460001,11,2128.2640342712402,0.001,-177.97233390808105,247296
247968,738,336.0,21864,7145.300383570001,11,1735.6482478550502,0.001,-178.1159055800665,247632
248304,739,336.0,21894,7130.57272756,11,1664.7433211916969,0.001,-178.55238451276506,247968
248640,740,336.0,21924,7127.566403849999,11,1733.9018580118816,0.001,-178.80363873073034,248304
248976,741,336.0,21954,7119.778982169998,11,1811.5206734793526,0.001,-179.40538914998373,248640
249312,742,336.0,21983,7160.273981709998,11,1499.2364937918526,0.001,-179.58898271833147,248976
249648,743,336.0,22012,7185.4077962699985,11,1632.584358215332,0.001,-180.00798734029135,249312
249984,744,336.0,22042,7113.505156269999,11,1573.100683666411,0.001,-180.33761296953475,249648
250320,745,336.0,22072,7131.256480109999,11,1755.8562173389253,0.001,-180.55743953159876,249984
250656,746,336.0,22101,7153.885108469997,11,1670.5000299726214,0.001,-180.92201241992768,250320
250992,747,336.0,22131,7139.227782289998,11,1588.4434928894043,0.001,-181.25948061261857,250656
251328,748,336.0,22161,7153.623149819998,11,1728.0034517560687,0.001,-181.70507040477935,250992
251664,749,336.0,22190,7087.84268057,11,1610.6251936412993,0.001,-181.8570524851481,251328
252000,750,336.0,22220,7053.664872929999,11,1728.3027410961333,0.001,-182.18863705226354,251664
252336,751,336.0,22250,7048.03656488,11,1700.1962605430967,0.001,-182.56659253438315,252000
252672,752,336.0,22279,7051.6589204699985,11,1573.1341632661365,0.001,-182.81758553641183,252336
253008,753,336.0,22309,6993.953893889999,11,1726.5943990434919,0.001,-183.08158293224517,252672
253344,754,336.0,22339,6933.957865599998,11,1680.253690447126,0.001,-183.53906295413063,253008
253680,755,336.0,22370,6929.59726366,11,1607.38349932716,0.001,-183.91019657679968,253344
254016,756,336.0,22400,6919.950908159999,11,1681.4778186253138,0.001,-184.3010178520566,253680
254352,757,336.0,22429,6987.25221922,11,1812.5753266470772,0.001,-184.6342218489874,254016
254688,758,336.0,22459,6987.1829997,11,1673.5035732814245,0.001,-184.99810718354723,254352
255024,759,336.0,22490,6966.81313663,11,1693.7107077099029,0.001,-185.29227256774902,254688
255360,760,336.0,22520,6965.996712359999,11,1617.8583928062803,0.001,-185.55042457580566,255024
255696,761,336.0,22551,6937.150151779999,11,1763.7439953031994,0.001,-185.9362088158017,255360
256032,762,336.0,22581,6947.5286336499985,11,1504.8169130597796,0.001,-186.31364994957335,255696
256368,763,336.0,22612,6870.907867929999,11,1798.3395058768135,0.001,-186.51518957955497,256032
256704,764,336.0,22643,6828.0887823699995,11,1613.3991610209148,0.001,-187.03313682192848,256368
257040,765,336.0,22673,6843.33588432,11,1711.5712089538574,0.001,-187.3446628933861,256704
257376,766,336.0,22703,6846.246823270001,11,1748.7618658883232,0.001,-187.6152172088623,257040
257712,767,336.0,22734,6873.335834469999,11,1736.5959503537133,0.001,-187.8340298788888,257376
258048,768,336.0,22766,6882.105901999999,11,1488.7551683698382,0.001,-188.27825791495187,257712
258384,769,336.0,22797,6942.24785024,11,1756.812597728911,0.001,-188.63646007719495,258048
258720,770,336.0,22827,6937.855548899999,11,1678.271982102167,0.001,-189.04525148300897,258384
259056,771,336.0,22857,6960.305302949998,11,1539.7989930652436,0.001,-189.19839522952125,258720
259392,772,336.0,22888,6986.05863266,11,1679.5329936799549,0.001,-189.62968608311243,259056
259728,773,336.0,22919,7011.91992789,11,1458.6654147193544,0.001,-189.8600716363816,259392
260064,774,336.0,22949,6962.96575767,11,1584.3222394670759,0.001,-190.2439351763044,259728
260400,775,336.0,22980,7035.1562614,11,1748.930396670387,0.001,-190.60136586143858,260064
260736,776,336.0,23010,7048.366855619999,11,1608.6349543616884,0.001,-190.920013155256,260400
261072,777,336.0,23041,7016.2524035,11,1815.4374458676293,0.001,-191.22836131141298,260736
261408,778,336.0,23071,7081.606381069998,11,1587.2159527369909,0.001,-191.55395725795202,261072
261744,779,336.0,23101,7069.21947791,11,1760.197347550165,0.001,-191.89438365754626,261408
262080,780,336.0,23132,7059.197559590001,11,1901.5894733610608,0.001,-192.24979782104492,261744
262416,781,336.0,23162,7031.07011853,11,1617.4158032735188,0.001,-192.5893328530448,262080
262752,782,336.0,23191,7016.68789627,11,1593.7569887070429,0.001,-192.93197095961798,262416
263088,783,336.0,23222,7040.731264819999,11,1762.1379132952009,0.001,-193.16306132362,262752
263424,784,336.0,23252,7045.939549409999,11,1883.586656842913,0.001,-193.5415149870373,263088
263760,785,336.0,23282,7049.506375449998,11,1802.7039606003534,0.001,-194.0007377806164,263424
264096,786,336.0,23312,6989.948342049998,11,1752.1164374578566,0.001,-194.21194966634116,263760
264432,787,336.0,23343,7041.67451269,11,1615.3854991367884,0.001,-194.53966722034272,264096
264768,788,336.0,23373,7077.221214159999,11,1756.3970816476005,0.001,-194.87640208289736,264432
265104,789,336.0,23403,7021.663996139999,11,1651.1667540413994,0.001,-195.26378976731073,264768
265440,790,336.0,23434,7021.1939511499995,11,1465.2963238670714,0.001,-195.56851486932663,265104
265776,791,336.0,23465,7031.257967250001,11,1712.5150253659203,0.001,-195.96529851640975,265440
266112,792,336.0,23495,7018.1036920999995,11,1836.9050094967797,0.001,-196.31772976829893,265776
266448,793,336.0,23525,7049.176632449999,11,1790.7862123761859,0.001,-196.62601761590867,266112
266784,794,336.0,23555,7133.424970279998,11,1679.051720937093,0.001,-196.96772066752115,266448
267120,795,336.0,23586,7135.3608080700005,11,1696.38911092849,0.001,-197.1750717163086,266784
267456,796,336.0,23616,7155.03114768,11,1552.705793834868,0.001,-197.50740932282946,267120
267792,797,336.0,23646,7124.665057220001,11,1892.1241317022414,0.001,-197.90403747558594,267456
268128,798,336.0,23675,7055.356555300001,11,1543.099825177874,0.001,-198.0492297581264,267792
268464,799,336.0,23706,7043.011350760001,11,1658.7721973600842,0.001,-198.59336308070593,268128
268800,800,336.0,23736,7036.630783560001,11,1613.9324004763648,0.001,-198.88556507655554,268464
269136,801,336.0,23766,7025.73649742,11,1640.0365873064313,0.001,-199.3086170014881,268800
269472,802,336.0,23796,7023.60792321,11,1622.5722694396973,0.001,-199.51297532944452,269136
269808,803,336.0,23827,7063.4778581,11,1722.759359813872,0.001,-199.88193957010904,269472
270144,804,336.0,23857,7017.974913,11,1627.1051105317615,0.001,-200.3042550768171,269808
270480,805,336.0,23887,7106.20143621,11,1688.751704624721,0.001,-200.5254593803769,270144
270816,806,336.0,23917,7179.2825661199995,11,1783.400484720866,0.001,-201.0367614201137,270480
271152,807,336.0,23950,7121.8387691,11,1703.4481237502325,0.001,-201.11911065237862,270816
271488,808,336.0,23981,7163.88164526,11,1828.5598300752185,0.001,-201.46716008867537,271152
271824,809,336.0,24011,7173.6065515400005,11,1597.8713669549852,0.001,-201.89892242068336,271488
272160,810,336.0,24042,7184.646483969999,11,1636.5867318652924,0.001,-202.26741981506348,271824
272496,811,336.0,24072,7208.533617549999,11,12534.710222880045,0.001,-195.5833399636405,272160
272832,812,336.0,24103,7199.372643439999,11,1834.9145936511811,0.001,-202.78098142714728,272496
273168,813,336.0,24133,7141.58629811,11,1701.0006900969006,0.001,-202.62944693792434,272832
273504,814,336.0,24163,7149.519244899999,11,1647.7247959318615,0.001,-203.0392550513858,273168
273840,815,336.0,24194,7137.40205416,11,1662.2526573907762,0.001,-203.1900709243048,273504
274176,816,336.0,24224,7112.805297589999,11,1716.6440614972796,0.001,-203.5397837502616,273840
274512,817,336.0,24254,7171.982697200001,11,1679.7058755783808,0.001,-203.7460114615304,274176
274848,818,336.0,24284,7115.8203140099995,11,1549.783566792806,0.001,-204.08966709318616,274512
275184,819,336.0,24315,7088.14690975,11,1523.4422587440126,0.001,-204.0904340289888,274848
275520,820,336.0,24345,7065.2890413899995,11,1733.1121421087355,0.001,-204.5187054588681,275184
275856,821,336.0,24376,7056.402568280001,11,1498.9308406284877,0.001,-204.7504306974865,275520
276192,822,336.0,24407,7038.03980088,11,1715.1876240684874,0.001,-205.15592883882067,275856
276528,823,336.0,24438,7022.701678080001,11,1806.2591265723818,0.001,-205.483952658517,276192
276864,824,336.0,24468,7061.756853350002,11,1685.5229820978075,0.001,-205.6700210571289,276528
277200,825,336.0,24499,6985.61151546,11,1624.2923009963263,0.001,-206.2569623674665,276864
277536,826,336.0,24529,6991.32711633,11,1510.6798017592657,0.001,-206.28752917335146,277200
277872,827,336.0,24560,6895.597300799999,11,1660.8382862636022,0.001,-206.77784719921294,277536
278208,828,336.0,24591,6880.605716439999,11,1573.7363228570848,0.001,-207.05167806716193,277872
278544,829,336.0,24622,6863.10447066,11,1602.5975476219542,0.001,-207.39406531197685,278208
278880,830,336.0,24654,6827.942805039999,11,1635.77645274571,0.001,-207.76239395141602,278544
279216,831,336.0,24685,6913.6981571999995,11,1580.4519384474982,0.001,-208.0276670001802,278880
279552,832,336.0,24716,6885.94566488,11,1563.014770871117,0.001,-208.45585659572058,279216
279888,833,336.0,24746,6887.902772599999,11,1699.501339503697,0.001,-208.5924870627267,279552
280224,834,336.0,24777,6878.87269788,11,1666.8513354346865,0.001,-209.0196633111863,279888
280560,835,336.0,24808,6852.4766570599995,11,1710.7897638593402,0.001,-209.17538697378976,280224
280896,836,336.0,24838,6853.90154055,11,1633.7261120024182,0.001,-209.68838373819986,280560
281232,837,336.0,24869,6924.27077863,11,1675.6831668672107,0.001,-210.07073229835146,280896
281568,838,336.0,24900,6909.24091243,11,1523.6775212969098,0.001,-210.4699696132115,281232
281904,839,336.0,24930,6914.19644785,11,1740.3607339404878,0.001,-210.61713663736978,281568
282240,840,336.0,24960,6955.6931606,11,1617.2132889883858,0.001,-211.15229697454544,281904
282576,841,336.0,24991,6965.6430629999995,11,1828.5395685831706,0.001,-211.36033793858118,282240
282912,842,336.0,25022,6954.800947499999,11,1641.3887652442568,0.001,-211.6343811580113,282576
283248,843,336.0,25052,6956.9153479,11,1634.3935347057525,0.001,-212.11052204313734,282912
283584,844,336.0,25083,6934.048119709998,11,1716.5574764070057,0.001,-212.3220111301967,283248
283920,845,336.0,25114,6903.45574668,11,1634.2545919872466,0.001,-212.80634435017905,283584
284256,846,336.0,25145,6889.41344638,11,1439.5245463053386,0.001,-213.04350662231445,283920
284592,847,336.0,25175,6889.24346287,11,1801.0299426487513,0.001,-213.51031503223237,284256
284928,848,336.0,25206,6897.9962534999995,11,1739.656767890567,0.001,-213.83655366443452,284592
285264,849,336.0,25236,6926.39494543,11,1698.8255880446661,0.001,-214.03169586544945,284928
285600,850,336.0,25267,6927.28986088,11,1836.2013093857538,0.001,-214.48817216782342,285264
285936,851,336.0,25297,6917.311826810001,11,1459.827789669945,0.001,-214.64177349635534,285600
286272,852,336.0,25328,6928.3432723900005,11,1611.255616687593,0.001,-215.05336025782995,285936
286608,853,336.0,25358,6938.468992950001,11,1646.363142830985,0.001,-215.4798061734154,286272
286944,854,336.0,25390,6945.159650470001,11,1707.9769250778925,0.001,-215.7714339665004,286608
287280,855,336.0,25420,6951.174570470001,11,1490.4112354460217,0.001,-215.9629189627511,286944
287616,856,336.0,25450,6955.638448990001,11,1612.4038865225655,0.001,-216.32084955487932,287280
287952,857,336.0,25481,6892.930505730001,11,1488.0160969325475,0.001,-216.70941125778924,287616
288288,858,336.0,25511,6889.59129274,11,1609.5004119873047,0.001,-217.0188088189988,287952
288624,859,336.0,25542,6972.98557752,11,1793.5209168933686,0.001,-217.24670028686523,288288
288960,860,336.0,25572,6987.282568420001,11,1695.9927798679896,0.001,-217.95010239737374,288624
289296,861,336.0,25603,7004.711169959999,11,1812.119568052746,0.001,-218.1948026929583,288960
289632,862,336.0,25634,7023.27432925,11,1529.3345202491396,0.001,-218.489592506772,289296
289968,863,336.0,25664,7017.786817490001,11,1667.9331196376256,0.001,-218.69235156831286,289632
290304,864,336.0,25694,7012.32815545,11,1674.2214426313128,0.001,-219.14750226338705,289968
290640,865,336.0,25726,7001.55345509,11,1609.225412641253,0.001,-219.23611922491165,290304
290976,866,336.0,25757,6961.54106222,11,1711.491596403576,0.001,-219.66813042050316,290640
291312,867,336.0,25787,6961.54106222,11,1463.1807752336774,0.001,-220.03440757024856,290976
291648,868,336.0,25818,6960.03491204,11,1641.628520057315,0.001,-220.46225438799178,291312
291984,869,336.0,25848,6881.8144972,11,1654.45868737357,0.001,-220.78146216982887,291648
292320,870,336.0,25879,6903.08158748,11,1695.1185745965868,0.001,-220.9351419721331,291984
292656,871,336.0,25910,6891.23653467,11,1537.55942826044,0.001,-221.34880910600936,292320
292992,872,336.0,25940,6861.860863770002,11,1525.0698084150042,0.001,-221.6277013506208,292656
293328,873,336.0,25971,6832.706557220001,11,1604.542732602074,0.001,-222.11443819318498,292992
293664,874,336.0,26001,6790.51511592,11,1644.0712225777763,0.001,-222.32317261468796,293328
294000,875,336.0,26031,6738.2922208,11,1682.8530485970634,0.001,-222.79708962213425,293664
294336,876,336.0,26062,6709.83843557,11,1672.3173789978027,0.001,-223.09658323015486,294000
294672,877,336.0,26093,6690.78267566,11,1742.8281375340052,0.001,-223.42503247942244,294336
295008,878,336.0,26124,6625.2584091,11,1643.327068692162,0.001,-223.61015029180618,294672
295344,879,336.0,26155,6627.98385096,11,1608.489998227074,0.001,-224.10595603216262,295008
295680,880,336.0,26185,6682.764538170001,11,1566.3366421290807,0.001,-224.4513415382022,295344
296016,881,336.0,26216,6644.06533519,11,1769.6796066647485,0.001,-224.71949304853166,295680
296352,882,336.0,26247,6673.080210489999,11,1651.1522890726726,0.001,-225.15289306640625,296016
296688,883,336.0,26277,6652.63866498,11,1797.5188573201497,0.001,-225.21377472650437,296352
297024,884,336.0,26307,6615.448084889999,11,1918.0784706842333,0.001,-225.76352183024088,296688
297360,885,336.0,26338,6598.5224967799995,11,1728.4146826607841,0.001,-225.93614787147158,297024
297696,886,336.0,26368,6624.644995749999,11,1772.9558621361143,0.001,-226.41599246433802,297360
298032,887,336.0,26398,6644.285163889999,11,1575.779164268857,0.001,-226.79593649364654,297696
298368,888,336.0,26428,6625.615578930001,11,1829.8882945832752,0.001,-227.20197423299155,298032
298704,889,336.0,26458,6632.80461797,11,1694.4348551432292,0.001,-227.37138530186243,298368
299040,890,336.0,26489,6627.61465938,11,1598.9300498962402,0.001,-227.50666364034018,298704
299376,891,336.0,26519,6599.491638209999,11,1528.7256489708311,0.001,-228.08249164762952,299040
299712,892,336.0,26549,6598.417748139999,11,1707.8249769664947,0.001,-228.34302983965193,299376
300048,893,336.0,26580,6579.2933315699975,11,1431.4603153410412,0.001,-228.75352532523019,299712
300384,894,336.0,26610,6556.330944899999,11,1758.8377672831218,0.001,-229.11189433506556,300048
300720,895,336.0,26640,6573.450332059999,11,1628.3530253455751,0.001,-229.40289442879813,300384
301056,896,336.0,26671,6564.186896419999,11,1745.0189067295619,0.001,-229.5196586790539,300720
301392,897,336.0,26702,6590.518077229998,11,1695.7784836178735,0.001,-230.079193569365,301056
301728,898,336.0,26732,6612.774713139999,11,1667.3612841651552,0.001,-230.48389480227516,301392
302064,899,336.0,26762,6665.382410949999,11,1857.0215891883486,0.001,-230.66066215151832,301728
302400,900,336.0,26793,6660.70888637,11,1689.7326867239815,0.001,-231.08297284444174,302064
302736,901,336.0,26824,6660.809646750001,11,1653.3112729390461,0.001,-231.45866948082335,302400
303072,902,336.0,26854,6679.7462001,11,1818.022364480155,0.001,-231.74935540698823,302736
303408,903,336.0,26884,6630.91378911,11,1620.3579197838194,0.001,-232.12156867980957,303072
303744,904,336.0,26915,6587.30015281,11,1771.4113295418877,0.001,-232.25830550420852,303408
304080,905,336.0,26946,6612.69522114,11,1567.8386377607073,0.001,-232.62473051888603,303744
304416,906,336.0,26976,6526.18292171,11,1675.242517198835,0.001,-233.16116314842589,304080
304752,907,336.0,27006,6583.28155008,11,203222.87969516573,0.001,-212.80272765386673,304416
305088,908,336.0,27037,6535.218169779999,11,1669.44391141619,0.001,-233.4007077898298,304752
305424,909,336.0,27068,6535.09598644,11,1550.6091201418922,0.001,-233.44898151216051,305088
305760,910,336.0,27099,6549.5465165999985,11,1724.198240007673,0.001,-233.54961740402948,305424
306096,911,336.0,27129,6563.78235078,11,1849.3785732814245,0.001,-233.63528151739212,305760
306432,912,336.0,27159,6530.51401137,11,1473.3012350173224,0.001,-233.79764565967378,306096
306768,913,336.0,27190,6511.9406123300005,11,1593.3985590253558,0.001,-233.7878214518229,306432
307104,914,336.0,27221,6535.552425760001,11,3000436.0572157362,0.001,-363.6666413261777,306768
307440,915,336.0,27251,6567.36130822,11,1748.553862253825,0.001,-233.95900072370256,307104
307776,916,336.0,27281,6584.59346603,11,1617.8671782357353,0.001,-234.00105321974982,307440
308112,917,336.0,27312,6526.9492933699985,11,1715.9618268694196,0.001,-233.86617824009485,307776
308448,918,336.0,27342,6618.8292538000005,11,1569.2532530285064,0.001,-234.09645071483794,308112
308784,919,336.0,27373,6638.051786609999,11,1688.9524152846564,0.001,-233.97875422523134,308448
309120,920,336.0,27404,6585.378567669998,11,1683.3088122776576,0.001,-234.109495980399,308784
309456,921,336.0,27434,6648.990886729997,11,1623.2706115359351,0.001,-234.19513211931502,309120
309792,922,336.0,27465,6622.190455059999,11,1570.2252204531715,0.001,-234.14250927879698,309456
310128,923,336.0,27495,6613.58527119,11,1464.4955903916132,0.001,-234.17651240030924,309792
310464,924,336.0,27526,6557.846054969999,11,1609.661673227946,0.001,-234.31839352562315,310128
310800,925,336.0,27558,6624.080745750001,11,1417.3336415972028,0.001,-234.14655194963728,310464
311136,926,336.0,27588,6581.39362372,11,1794.5853711082823,0.001,-234.4298696972075,310800
311472,927,336.0,27619,6593.6376168900015,11,1412.0982204618908,0.001,-234.51219685872397,311136
311808,928,336.0,27649,6606.833743710001,11,1553.6252712068103,0.001,-234.56189464387438,311472
312144,929,336.0,27679,6634.328760020003,11,1466.8437638055711,0.001,-234.64166123526437,311808
312480,930,336.0,27711,6564.808883740001,11,1517.7007513500396,0.001,-234.87377847943986,312144
312816,931,336.0,27742,6507.119317990001,11,1422.735161009289,0.001,-234.73856626238143,312480
313152,932,336.0,27773,6542.271948460002,11,1537.8075750441778,0.001,-235.03412582760765,312816
313488,933,336.0,27803,6570.672753130001,11,1404.7873026529949,0.001,-235.212368283953,313152
313824,934,336.0,27833,6545.319060890001,11,1478.861386798677,0.001,-235.52227383568174,313488
314160,935,336.0,27863,6562.391479420002,11,1514.8932022821336,0.001,-235.76158441816057,313824
314496,936,336.0,27894,6567.225826300002,11,1539.7045344398134,0.001,-235.90345137459892,314160
314832,937,336.0,27925,6531.655315770003,11,57231.019452231274,0.001,-216.5738800593785,314496
315168,938,336.0,27955,6541.16937947,11,1376.2694713047572,0.001,-236.36050097147623,314832
315504,939,336.0,27985,6467.983576150001,11,1535.38989621117,0.001,-236.37160764421736,315168
315840,940,336.0,28019,6435.359327859999,11,1491.2287621271043,0.001,-236.51287669227236,315504
316176,941,336.0,28051,6442.90136282,11,1572.3780096144903,0.001,-236.46287118820916,315840
316512,942,336.0,28081,6495.192711899999,11,1430.432672954741,0.001,-236.48452150254022,316176
316848,943,336.0,28111,6483.554879339999,11,1303.2474408830915,0.001,-236.75381587800524,316512
317184,944,336.0,28142,6513.508987029999,11,1488.2031064714704,0.001,-236.81939088730584,316848
317520,945,336.0,28173,6483.311613829999,11,1424.4448367527552,0.001,-236.89240719023206,317184
317856,946,336.0,28203,6457.218100280001,11,1589.4734606061663,0.001,-237.3188336690267,317520
318192,947,336.0,28234,6461.59452969,11,1485.7536310468402,0.001,-237.32962617420014,317856
318528,948,336.0,28265,6420.121669109999,11,1511.5162542433966,0.001,-237.76651582263764,318192
318864,949,336.0,28296,6473.08599453,11,1411.694778624035,0.001,-237.89807710193452,318528
319200,950,336.0,28326,6473.81191877,11,1361.4251481919061,0.001,-238.14982841128395,318864
319536,951,336.0,28357,6539.6866130299995,11,1363.6320125034877,0.001,-238.42501077197846,319200
319872,952,336.0,28388,6500.617097559999,11,1632.3965128944033,0.001,-238.65739786057244,319536
320208,953,336.0,28419,6493.6083454,11,1525.2240033830915,0.001,-238.84179387773787,319872
320544,954,336.0,28449,6518.079194159999,11,1355.4775552295503,0.001,-239.16492425827752,320208
320880,955,336.0,28479,6543.096862359999,11,1369.9310431707472,0.001,-239.63102649507067,320544
321216,956,336.0,28510,6601.900745329999,11,1716.9704818725586,0.001,-239.85790634155273,320880
321552,957,336.0,28541,6613.3813251,11,1386.3076531546455,0.001,-240.23439480009534,321216
321888,958,336.0,28571,6612.780915709999,11,1363.8613319396973,0.001,-240.6036391485305,321552
