rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates
336.0,68,-152821.42528023527,2178,10,22848,-39124.99302455357,0.001,14112054.035714285,22512
336.0,69,-151691.45380378258,2208,10,23184,-37441.878255208336,0.001,13222397.183035715,22848
336.0,70,-150431.35291722853,2241,10,23520,-35802.93127441406,0.001,12562153.72470238,23184
336.0,71,-149830.56464711265,2272,10,23856,-34262.325061616444,0.001,12884602.297619049,23520
336.0,72,-151291.1103140417,2302,10,24192,-32706.912580217635,0.001,11924840.641369049,23856
336.0,73,-152801.8627960822,2330,10,24528,-31097.644490559895,0.001,11964064.67857143,24192
336.0,74,-154329.48254605406,2356,10,24864,-29611.62201218378,0.001,10677017.982142856,24528
336.0,75,-154519.45870472,2384,10,25200,-28138.798839750743,0.001,10625193.223958334,24864
336.0,76,-154503.57512503947,2411,10,25536,-26675.5457531157,0.001,10507990.33482143,25200
336.0,77,-155242.9109072597,2442,10,25872,-25309.11626906622,0.001,9789101.988839285,25536
336.0,78,-155451.73243766665,2471,10,26208,-23832.709199451267,0.001,9553535.263392856,25872
336.0,79,-155509.29440188606,2500,10,26544,-22475.866710844493,0.001,10088941.0,26208
336.0,80,-154412.5337233125,2527,10,26880,-21201.60230654762,0.001,8470212.279017856,26544
336.0,81,-154505.24481065432,2555,10,27216,-19926.448538643974,0.001,8049577.76264881,26880
336.0,82,-153518.34640485363,2584,10,27552,-18663.66387939453,0.001,8149299.941220238,27216
336.0,83,-153035.46083028914,2617,10,27888,-17586.38148425874,0.001,7771678.375,27552
336.0,84,-153015.0232650952,2645,10,28224,-16331.662388392857,0.001,7540000.942708333,27888
336.0,85,-153206.68419828234,2672,10,28560,-15173.768089657739,0.001,7184017.279017857,28224
336.0,86,-153105.4131643023,2705,10,28896,-13981.509556361607,0.001,6957736.241815476,28560
336.0,87,-152730.70380925285,2744,10,29232,-12870.459211077008,0.001,6882807.789434524,28896
336.0,88,-152922.49731862498,2775,10,29568,-11717.100739978609,0.001,6657128.381696428,29232
336.0,89,-152352.52339293258,2806,10,29904,-10722.104713076636,0.001,6888850.134672619,29568
336.0,90,-151113.439402,2840,10,30240,-9703.284730457124,0.001,6498564.052827381,29904
336.0,91,-152096.73212624172,2876,10,30576,-8601.666477748326,0.001,6494024.9375,30240
336.0,92,-152730.82419360866,2908,10,30912,-7739.140460786365,0.001,6239826.258928572,30576
336.0,93,-153356.93597309673,2940,10,31248,-6751.888398670015,0.001,6385820.472470238,30912
336.0,94,-153272.65256674465,2970,10,31584,-5817.660413469587,0.001,6467582.238095238,31248
336.0,95,-153708.16965026312,3001,10,31920,-4634.245398901758,0.001,10271561.401041666,31584
336.0,96,-153559.79935065625,3032,10,32256,-3246.8324839160555,0.001,3878987.800967262,31920
336.0,97,-153755.44914260827,3063,10,32592,-3159.2396174839564,0.001,2755329.2898065476,32256
336.0,98,-152893.51585110204,3093,10,32928,-2921.281574067615,0.001,2573436.3671875,32592
336.0,99,-153556.12926628283,3122,10,33264,-2723.987153916132,0.001,2455685.9226190476,32928
336.0,100,-153459.72474307,3152,10,33600,-2578.7841408139184,0.001,2289507.28125,33264
336.0,101,-153319.91876201,3183,10,33936,-2374.7493852887833,0.001,2153608.310639881,33600
336.0,102,-153497.4584518,3213,10,34272,-2226.910788763137,0.001,2002754.146577381,33936
336.0,103,-154295.07363332,3243,10,34608,-2105.1300223214284,0.001,1878889.9129464286,34272
336.0,104,-153980.48755809,3273,10,34944,-2024.5064595540364,0.001,1772565.6283482143,34608
336.0,105,-154238.00150115,3302,10,35280,-1897.734965369815,0.001,1683128.4029017857,34944
336.0,106,-155172.64759438002,3334,10,35616,-1822.407749720982,0.001,1605318.394345238,35280
336.0,107,-155071.50740401,3362,10,35952,-1748.185159410749,0.001,1545523.5909598214,35616
336.0,108,-154937.37814664,3392,10,36288,-1678.322506859189,0.001,1449584.6850818451,35952
336.0,109,-154590.43866383002,3420,10,36624,-1663.510703858875,0.001,1421635.2723214286,36288
336.0,110,-154578.62652226,3450,10,36960,-1564.911761692592,0.001,1375660.7137276786,36624
336.0,111,-155186.60108135,3481,10,37296,-1511.0751153855097,0.001,1325586.0325520833,36960
336.0,112,-154079.73024177,3508,10,37632,-1456.634525844029,0.001,1294913.9014136905,37296
336.0,113,-153537.07602672002,3538,10,37968,-949.9697804605322,0.001,2049861.4428013393,37632
336.0,114,-153162.60999245002,3567,10,38304,5.556239793526141,0.001,611209.57421875,37968
336.0,115,-153932.56012309002,3597,10,38640,28.22430969437673,0.001,976254.6772693453,38304
336.0,116,-153594.87286696,3628,10,38976,6.6431746663791795,0.001,605839.2533482143,38640
336.0,117,-154602.37048873,3658,10,39312,7.209123585639255,0.001,614816.0438058035,38976
336.0,118,-155418.43117748003,3688,10,39648,7.85997841214495,0.001,603033.3830915178,39312
336.0,119,-154143.82106637,3717,10,39984,8.150672376865433,0.001,611338.2059151785,39648
336.0,120,-154601.26883959002,3747,10,40320,7.539190707107385,0.001,605142.103422619,39984
336.0,121,-154466.90919791,3777,10,40656,8.044357987209445,0.001,604403.6780133928,40320
336.0,122,-155156.07085283,3808,10,40992,8.343860420442763,0.001,606024.1409970238,40656
336.0,123,-154506.52362823,3836,10,41328,8.656341275643735,0.001,609053.8308221726,40992
336.0,124,-154362.71590097,3866,10,41664,9.397895207007727,0.001,609769.8216145834,41328
336.0,125,-154134.89914937,3896,10,42000,8.854354962706566,0.001,612665.6128162203,41664
336.0,126,-154038.07447002002,3923,10,42336,10.088524578582673,0.001,610702.068359375,42000
336.0,127,-154974.61000819,3952,10,42672,10.050753736779804,0.001,607219.2096354166,42336
336.0,128,-156067.82577194,3982,10,43008,10.438024363347463,0.001,613002.183686756,42672
336.0,129,-158163.64811003,4012,10,43344,10.851360131409907,0.001,605293.8563988095,43008
336.0,130,-157743.53296165,4042,10,43680,11.190575622376942,0.001,612437.6873139881,43344
336.0,131,-157881.78169521998,4071,10,44016,11.5463766398884,0.001,612595.1631324405,43680
336.0,132,-158911.87786601,4100,10,44352,11.700434733004798,0.001,610705.4627046131,44016
336.0,133,-159180.02057131997,4129,10,44688,11.216878142385255,0.001,615152.2235863095,44352
336.0,134,-158739.24333248998,4161,10,45024,12.4984281091463,0.001,614210.4108072916,44688
336.0,135,-160004.92315023998,4190,10,45360,12.712953048092979,0.001,615273.462797619,45024
336.0,136,-159210.08930125998,4220,10,45696,13.531375115826016,0.001,609473.107328869,45360
336.0,137,-158847.25413662,4248,10,46032,13.316949664149433,0.001,610780.1236979166,45696
336.0,138,-158504.8569786,4276,10,46368,13.882907824856895,0.001,606890.3212425595,46032
336.0,139,-159452.32928507,4306,10,46704,14.325230700629097,0.001,606345.9228980655,46368
336.0,140,-157105.12796664002,4335,10,47040,14.474694520235062,0.001,617520.8359375,46704
336.0,141,-157208.43850717,4364,10,47376,15.116605889229547,0.001,614874.0942150297,47040
336.0,142,-157685.97929655004,4392,10,47712,15.371275609447842,0.001,612947.0143229166,47376
336.0,143,-157701.98660555002,4421,10,48048,15.708088598081044,0.001,613582.2172619047,47712
336.0,144,-158407.97254105003,4448,10,48384,15.515642174652644,0.001,608664.9400111607,48048
336.0,145,-157453.66762130003,4477,10,48720,15.923149675130844,0.001,613371.316313244,48384
336.0,146,-157620.30500467,4506,10,49056,16.449644417989823,0.001,607189.1723400297,48720
336.0,147,-157707.32797431,4533,10,49392,16.462607335476648,0.001,607146.3192894345,49056
336.0,148,-158101.65506500998,4560,10,49728,17.35916731754939,0.001,611195.6868489584,49392
336.0,149,-157988.04260913,4588,10,50064,17.4343550432296,0.001,604154.3227306547,49728
336.0,150,-157809.80688714,4618,10,50400,18.264071541173116,0.001,607835.08203125,50064
336.0,151,-157275.20847715,4647,10,50736,17.7370943966366,0.001,608686.8178943453,50400
336.0,152,-157892.32025788003,4676,10,51072,18.772691264748573,0.001,610779.3502604166,50736
336.0,153,-158169.75084300002,4705,10,51408,18.962436616420746,0.001,603230.966889881,51072
336.0,154,-159087.51851026004,4736,10,51744,19.00993988059816,0.001,615885.84375,51408
336.0,155,-158067.13920259,4767,10,52080,19.499460067067826,0.001,612088.2395833334,51744
336.0,156,-158676.88817716,4793,10,52416,19.980922534352256,0.001,607619.8976934524,52080
336.0,157,-161009.14300388002,4820,10,52752,20.336152644384477,0.001,611592.8209635416,52416
336.0,158,-160283.07086533,4848,10,53088,20.417104562123615,0.001,624793.9921875,52752
336.0,159,-159409.25379801998,4878,10,53424,20.810716577938624,0.001,615361.0638950893,53088
336.0,160,-158806.68029528,4908,10,53760,20.933929290799867,0.001,622031.1360677084,53424
336.0,161,-157996.72633812,4936,10,54096,21.446373048282805,0.001,622168.7885044643,53760
336.0,162,-157364.07687557,4966,10,54432,21.58489540077391,0.001,616911.7943638393,54096
336.0,163,-156652.17091482,4995,10,54768,21.98635554881323,0.001,622644.5365513393,54432
336.0,164,-155565.98989762002,5023,10,55104,22.31878409499214,0.001,622943.3356584822,54768
336.0,165,-155975.61953753003,5053,10,55440,22.398900242078874,0.001,620999.849702381,55104
336.0,166,-157019.25985513,5081,10,55776,23.33767679191771,0.001,628525.486328125,55440
336.0,167,-157771.23096967,5110,10,56112,23.676769279298327,0.001,619721.1416480655,55776
336.0,168,-158306.22013859,5140,10,56448,23.563403589384897,0.001,617306.6453683035,56112
336.0,169,-159055.54449918,5168,10,56784,24.333860156081972,0.001,625977.0149739584,56448
336.0,170,-159938.89756506,5197,10,57120,24.56950839360555,0.001,624921.6918712797,56784
336.0,171,-160537.63061374,5226,10,57456,25.133795590627763,0.001,630451.5806361607,57120
336.0,172,-159626.1177146,5255,10,57792,24.694158423514594,0.001,629687.064453125,57456
336.0,173,-158957.92682016,5282,11,58128,25.152317179100855,0.001,627382.0988653274,57792
336.0,174,-156977.15397838,5312,11,58464,25.898709132557823,0.001,629212.2415364584,58128
336.0,175,-155290.29677726998,5341,11,58800,26.011029118583316,0.001,624249.470703125,58464
336.0,176,-156033.32479913,5370,11,59136,27.068927543503897,0.001,620711.9347098215,58800
336.0,177,-156203.04516270003,5399,11,59472,26.970655438445863,0.001,625626.478422619,59136
336.0,178,-154645.28939710002,5428,11,59808,27.49688540753864,0.001,627271.4134114584,59472
336.0,179,-153590.40767603,5458,11,60144,27.474376071067084,0.001,620630.4128534226,59808
336.0,180,-154089.82824402,5484,11,60480,27.94991446109045,0.001,626436.2585565476,60144
336.0,181,-153865.25313492003,5512,11,60816,27.9471408923467,0.001,621135.1432291666,60480
336.0,182,-154239.47693022003,5541,11,61152,28.492623170216877,0.001,618875.3224516369,60816
336.0,183,-154734.95809991003,5570,11,61488,28.85440963222867,0.001,612361.2428385416,61152
336.0,184,-154571.69053959,5597,11,61824,28.833157136326744,0.001,617369.5172061012,61488
336.0,185,-154900.44679457002,5626,11,62160,33.39690673351288,0.001,1584170.6512276786,61824
336.0,186,-155599.83588648998,5655,11,62496,30.133820164771308,0.001,620481.4377790178,62160
336.0,187,-156314.09845639003,5684,11,62832,30.981989849181403,0.001,621266.410249256,62496
336.0,188,-155941.14514739002,5714,11,63168,30.142634982154483,0.001,619209.8490513393,62832
336.0,189,-155965.26429493004,5743,11,63504,30.574287187485467,0.001,625718.4577752976,63168
336.0,190,-157733.61713387002,5772,11,63840,30.838158675602504,0.001,621018.4431733631,63504
336.0,191,-156409.16910442003,5800,11,64176,31.584862663632347,0.001,619469.0234375,63840
336.0,192,-156418.37113291002,5829,11,64512,31.74575974827721,0.001,621804.4341517857,64176
336.0,193,-156826.7868386,5858,11,64848,32.19873075825827,0.001,616275.5212983631,64512
336.0,194,-156877.88653709,5886,11,65184,47.14398485989798,0.001,698554.1831287203,64848
336.0,195,-157481.31730874,5913,11,65520,33.231792075293406,0.001,626048.4973958334,65184
336.0,196,-156933.45278038,5942,11,65856,32.946218848228455,0.001,621796.8227306547,65520
336.0,197,-156501.2098501,5974,11,66192,34.27793560709272,0.001,617710.0614769345,65856
336.0,198,-156909.06860007998,6001,11,66528,33.72443935416994,0.001,619077.6811755953,66192
336.0,199,-157329.48558938998,6030,11,66864,33.710995322182065,0.001,618387.6119791666,66528
336.0,200,-156909.69130789,6059,11,67200,34.39564257576352,0.001,618811.6495535715,66864
336.0,201,-156516.08995020998,6087,11,67536,34.80162645521618,0.001,612575.0769159226,67200
336.0,202,-158545.84589637,6115,11,67872,34.9132212684268,0.001,618218.4769345238,67536
336.0,203,-158345.01707167,6146,11,68208,35.05458708178429,0.001,628804.6247209822,67872
336.0,204,-158644.24923254,6175,11,68544,36.14239153407869,0.001,615066.9098772322,68208
336.0,205,-158346.04947059,6203,11,68880,36.28405239468529,0.001,620268.9389880953,68544
336.0,206,-156913.45315274,6233,11,69216,36.464336259024485,0.001,620963.4600074405,68880
336.0,207,-156455.68312363,6263,11,69552,36.95760248956226,0.001,621097.8121279762,69216
336.0,208,-157750.51715479998,6292,11,69888,37.1438144388653,0.001,627531.8138020834,69552
336.0,209,-158008.31775047,6324,11,70224,36.98778374989828,0.001,620250.6867559524,69888
336.0,210,-159574.20846265997,6357,11,70560,37.54076346896944,0.001,623023.2952008928,70224
336.0,211,-160005.23693922,6385,11,70896,37.97278459866842,0.001,631007.8139880953,70560
336.0,212,-160498.50227725,6416,11,71232,38.601985976809544,0.001,628831.9157366072,70896
336.0,213,-160868.16173356,6448,11,71568,38.67512278329758,0.001,634293.4007626488,71232
336.0,214,-160188.05256453002,6477,11,71904,39.00987941878183,0.001,631618.695405506,71568
336.0,215,-160172.02521805002,6507,11,72240,39.49997728211539,0.001,623352.2833891369,71904
336.0,216,-159180.11952528,6537,11,72576,40.0327935218811,0.001,625607.5560825893,72240
336.0,217,-159926.33311198,6568,11,72912,40.02715900966099,0.001,630073.537202381,72576
336.0,218,-158216.45236508996,6602,11,73248,40.55857667468843,0.001,623960.9890252976,72912
336.0,219,-158590.53081671,6633,11,73584,40.92504812422253,0.001,623376.166015625,73248
336.0,220,-159775.79381128997,6663,11,73920,41.05783790633792,0.001,621217.0893787203,73584
336.0,221,-160487.03730007,6690,11,74256,41.27343913487026,0.001,625707.5731026785,73920
336.0,222,-159652.96666936,6719,11,74592,41.7336586202894,0.001,629456.9324776785,74256
336.0,223,-160160.56707237,6749,11,74928,42.05416674273355,0.001,632954.6974516369,74592
336.0,224,-160602.98564553,6779,11,75264,42.12138833318438,0.001,632351.2322358631,74928
336.0,225,-159779.10520807,6805,11,75600,42.39984812055315,0.001,632194.0985863095,75264
336.0,226,-160454.91252622,6836,11,75936,42.88200115022205,0.001,631642.2351190476,75600
336.0,227,-160001.41292146,6864,11,76272,43.545971030280704,0.001,630965.5104166666,75936
336.0,228,-159711.98709245003,6892,11,76608,43.82626535778954,0.001,631795.7782738095,76272
336.0,229,-159851.26736599,6922,11,76944,44.14198998042515,0.001,635645.6206287203,76608
336.0,230,-160037.49245474,6950,11,77280,44.488113528206235,0.001,634915.5066964285,76944
336.0,231,-159943.94630543998,6980,11,77616,44.69705095745268,0.001,630973.9813988095,77280
336.0,232,-160197.25247329,7011,11,77952,45.00185241018023,0.001,629813.6876860119,77616
336.0,233,-160268.78833332998,7040,11,78288,45.33244932265509,0.001,631213.2918526785,77952
336.0,234,-161342.82899258,7065,11,78624,45.81709699403672,0.001,629169.4050409226,78288
336.0,235,-160155.17215687997,7094,11,78960,45.98464625222342,0.001,636515.2296316965,78624
336.0,236,-161076.60878230998,7124,11,79296,46.251567534037996,0.001,638752.2569754465,78960
336.0,237,-162229.07696083,7154,11,79632,46.6637342543829,0.001,638902.9454985119,79296
336.0,238,-162496.81330448,7185,11,79968,47.363700162796746,0.001,637252.3387276785,79632
336.0,239,-160766.55012711,7213,11,80304,47.32894427435739,0.001,634584.4798177084,79968
336.0,240,-161420.34151033,7241,11,80640,47.85578860555376,0.001,632293.3101748512,80304
336.0,241,-160764.07952259,7268,11,80976,72.37958874021258,0.001,972634.7230282738,80640
336.0,242,-160466.35617707,7294,11,81312,48.17527791431972,0.001,636337.9132254465,80976
336.0,243,-161524.01749469002,7319,11,81648,48.52359780811128,0.001,628566.2686011905,81312
336.0,244,-161794.86668352,7346,11,81984,48.66786789894104,0.001,627296.8528645834,81648
336.0,245,-161366.71968763997,7376,11,82320,49.35895454315912,0.001,631094.3743489584,81984
336.0,246,-162180.94048574998,7405,11,82656,50.073690834499544,0.001,628351.2393043155,82320
336.0,247,-162848.47344789,7433,11,82992,49.272480703535535,0.001,640463.8677455357,82656
336.0,248,-163010.46837455,7463,11,83328,49.873641048158916,0.001,630613.2529761905,82992
336.0,249,-162996.47150185003,7493,11,83664,50.637209903626214,0.001,634100.248139881,83328
336.0,250,-163517.01093070005,7520,11,84000,50.68391594432649,0.001,632998.9915364584,83664
336.0,251,-163279.89518961002,7551,11,84336,51.70252626282828,0.001,628328.4557291666,84000
336.0,252,-162569.34569380002,7580,11,84672,51.756918203263055,0.001,632741.961030506,84336
336.0,253,-162333.40829968,7609,11,85008,51.65326747440157,0.001,631780.5752418155,84672
336.0,254,-161662.64196195,7638,11,85344,52.14131936572847,0.001,629672.7586495535,85008
336.0,255,-161986.3670708,7668,11,85680,52.38441239084516,0.001,624224.605561756,85344
336.0,256,-161914.14898088,7697,11,86016,52.84212311108907,0.001,627314.3755580357,85680
336.0,257,-159368.76088632,7726,11,86352,53.46619602612087,0.001,632421.1831287203,86016
336.0,258,-160367.80702653,7753,11,86688,53.89185831660316,0.001,633363.5653831845,86352
336.0,259,-160107.34406198998,7783,11,87024,54.19585957981291,0.001,631146.6519717262,86688
336.0,260,-159747.78819216,7813,11,87360,54.26274768511454,0.001,632835.513578869,87024
336.0,261,-159140.42265378003,7843,11,87696,54.42285237993513,0.001,623274.0447358631,87360
336.0,262,-158604.81526402,7870,11,88032,54.96825486137753,0.001,629177.8488653274,87696
336.0,263,-157382.21767820002,7899,11,88368,55.3977286588578,0.001,627695.988374256,88032
336.0,264,-159357.47599962,7929,11,88704,55.55572191874186,0.001,630811.6119791666,88368
336.0,265,-159273.25463515997,7958,11,89040,55.539858182271324,0.001,634340.6910342262,88704
336.0,266,-158739.16726976,7985,11,89376,55.99240347317287,0.001,631371.8350074405,89040
336.0,267,-158544.48684464,8014,11,89712,56.865506365185695,0.001,626278.0925409226,89376
336.0,268,-156736.08931004,8044,11,90048,57.12043081011091,0.001,632060.230375744,89712
336.0,269,-156480.55002199,8073,11,90384,57.35957624798729,0.001,632095.845610119,90048
336.0,270,-156522.71822561,8103,11,90720,57.74155633790152,0.001,628148.0649181547,90384
336.0,271,-157224.04537662002,8133,11,91056,57.708931434722174,0.001,627689.8258928572,90720
336.0,272,-155790.74746430002,8163,11,91392,58.07970674832662,0.001,627679.5749627976,91056
336.0,273,-155985.85657653003,8193,11,91728,57.99442526272365,0.001,631241.783203125,91392
336.0,274,-156285.80112353002,8223,11,92064,59.06598847252982,0.001,625346.0952380953,91728
336.0,275,-157819.13425595,8253,11,92400,58.66681800569807,0.001,622037.4929315476,92064
336.0,276,-157306.27346509,8281,11,92736,59.94504696982248,0.001,631629.2711123512,92400
336.0,277,-156156.61723512,8310,11,93072,59.69794097400847,0.001,631107.0717075893,92736
336.0,278,-157111.69237436,8339,11,93408,59.97194819223313,0.001,630117.3056175595,93072
336.0,279,-159053.40368324998,8371,11,93744,60.746542521885466,0.001,621962.7057291666,93408
336.0,280,-158710.63088955998,8398,11,94080,60.96976842199053,0.001,626949.6944754465,93744
336.0,281,-157951.51670506998,8428,11,94416,60.70795827820187,0.001,621711.029296875,94080
336.0,282,-157089.77786662,8458,11,94752,61.871199596495856,0.001,625673.962983631,94416
336.0,283,-157348.04644285998,8487,11,95088,62.35617777279445,0.001,630436.6084449405,94752
336.0,284,-157038.50636186003,8514,11,95424,61.981140431903654,0.001,627992.5880766369,95088
336.0,285,-156983.15370946997,8543,11,95760,62.23544819014413,0.001,630672.7576264881,95424
336.0,286,-156254.73543205,8572,11,96096,62.217996756235756,0.001,624503.2765997024,95760
336.0,287,-155533.80645222,8602,11,96432,62.952355997903005,0.001,628134.6377418155,96096
336.0,288,-157630.19925341997,8631,11,96768,62.93676884969076,0.001,629157.4809337797,96432
336.0,289,-158203.35324454,8660,11,97104,63.47115950357346,0.001,633128.775297619,96768
336.0,290,-157455.58558092,8690,11,97440,64.37042119389488,0.001,626299.5927269345,97104
336.0,291,-158408.09272015997,8721,11,97776,64.73145801680428,0.001,624336.1226748512,97440
336.0,292,-158825.09239312,8749,11,98112,64.78247666358948,0.001,636188.8839285715,97776
336.0,293,-158969.1367266,8778,11,98448,65.21117145674569,0.001,629765.1328125,98112
336.0,294,-158934.49447759,8806,11,98784,64.84344405219669,0.001,627645.9925595238,98448
336.0,295,-158150.56615679,8835,11,99120,65.80405936922345,0.001,637209.386625744,98784
336.0,296,-160029.59948560002,8865,11,99456,65.94904937062945,0.001,632808.2991071428,99120
336.0,297,-160104.07410504002,8893,11,99792,66.37704797018142,0.001,635850.140531994,99456
336.0,298,-160018.93023211,8921,11,100128,66.52486599059333,0.001,628514.4818638393,99792
336.0,299,-158949.26382438003,8949,11,100464,67.02835630235218,0.001,631790.3071986607,100128
336.0,300,-160348.44430302002,8978,11,100800,67.70787345795404,0.001,626276.8376116072,100464
336.0,301,-162897.28116477,9008,11,101136,67.86936934789021,0.001,625802.515718006,100800
336.0,302,-161063.34866877,9038,11,101472,68.31449305443536,0.001,635360.970610119,101136
