rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates
336.0,534,-147535.83329423,15693,11,179424,145.62481498718262,0.001,611044.8664434524,179088
336.0,535,-147740.52208666,15722,11,179760,145.9550763993036,0.001,619737.7898995535,179424
336.0,536,-146157.05829397,15751,11,180096,145.77840677897134,0.001,611536.2726004465,179760
336.0,537,-145193.40096400003,15780,11,180432,146.64267044975645,0.001,617137.298735119,180096
336.0,538,-145403.74714344,15808,11,180768,146.70784586951845,0.001,605364.322265625,180432
336.0,539,-146450.1017124,15838,11,181104,146.86916451227097,0.001,611674.6963355655,180768
336.0,540,-144790.2103728,15867,11,181440,147.05814715794153,0.001,610573.8274739584,181104
336.0,541,-143709.71383633002,15894,11,181776,147.7475070045108,0.001,616427.3877418155,181440
336.0,542,-144817.63572059,15922,11,182112,147.69249607267835,0.001,618071.1516927084,181776
336.0,543,-145813.05925989998,15950,11,182448,147.7338875815982,0.001,605513.2162388393,182112
336.0,544,-146459.28413823,15977,11,182784,148.1000452041626,0.001,607690.6842447916,182448
336.0,545,-145620.24191684,16004,11,183120,149.0540540331886,0.001,607700.0146949405,182784
336.0,546,-146184.39400036997,16035,11,183456,149.80240154266357,0.001,614669.8934151785,183120
336.0,547,-145788.04572485999,16063,11,183792,149.80558050246466,0.001,615794.2087983631,183456
336.0,548,-145053.22055349997,16090,11,184128,151.86265314193,0.001,612533.591796875,183792
336.0,549,-144313.04690783,16119,11,184464,149.90697165897913,0.001,616150.9251302084,184128
336.0,550,-143840.67395558,16148,11,184800,150.54914142971947,0.001,610165.3792782738,184464
336.0,551,-143657.77477711,16178,11,185136,151.4792110352289,0.001,609313.4969308035,184800
336.0,552,-142563.76334805,16209,11,185472,151.0942089444115,0.001,612407.3465401785,185136
336.0,553,-141505.23795234,16241,11,185808,151.93143404097785,0.001,603129.5665922619,185472
336.0,554,-142052.17374537,16271,11,186144,151.82821814219156,0.001,603815.517671131,185808
336.0,555,-142988.59114377,16302,11,186480,152.17048454284668,0.001,610225.9889322916,186144
336.0,556,-141118.63284528998,16334,11,186816,152.85447960808165,0.001,607441.2755766369,186480
336.0,557,-139603.77212230998,16365,11,187152,169.32444336300804,0.001,1305560.5162760417,186816
336.0,558,-138523.32045887999,16395,11,187488,153.50193677629744,0.001,613863.966889881,187152
336.0,559,-139342.37260643,16425,11,187824,153.22161402021135,0.001,607530.5125558035,187488
336.0,560,-140283.08448438,16457,11,188160,154.10579000200545,0.001,605440.5653831845,187824
336.0,561,-139277.92376223003,16491,11,188496,154.2000412259783,0.001,603947.9339657738,188160
336.0,562,-140766.90882866998,16523,11,188832,154.55024360475085,0.001,604657.6098400297,188496
336.0,563,-142226.02797468,16558,11,189168,154.36598914010185,0.001,599546.3748139881,188832
336.0,564,-144730.38335443,16591,11,189504,155.17493347894577,0.001,604413.8975074405,189168
336.0,565,-144187.60083844,16622,11,189840,155.7958771387736,0.001,611940.5463169643,189504
336.0,566,-142541.65429759,16652,11,190176,155.769757270813,0.001,611167.4449404762,189840
336.0,567,-143984.30260925,16684,11,190512,155.71396473475866,0.001,612810.7042410715,190176
336.0,568,-145174.78269043998,16714,11,190848,156.39600281488327,0.001,608643.2205171131,190512
336.0,569,-145500.02395796,16745,11,191184,156.49952361697243,0.001,612364.8625372024,190848
336.0,570,-146592.63341020996,16775,11,191520,156.52749252319336,0.001,605647.8309151785,191184
336.0,571,-146721.69121741,16807,11,191856,157.19970380692254,0.001,611324.5757068453,191520
336.0,572,-146688.86490801998,16838,11,192192,157.6953452428182,0.001,612725.5277157738,191856
336.0,573,-146356.031847,16868,11,192528,157.80053611028762,0.001,608812.9349888393,192192
336.0,574,-147344.82590229998,16898,11,192864,158.34392520359583,0.001,608842.3311941965,192528
336.0,575,-148472.1063432,16929,11,193200,158.80309082212904,0.001,611543.7626488095,192864
336.0,576,-149388.65228304,16959,11,193536,158.99404294150216,0.001,613614.4015997024,193200
336.0,577,-149535.10605401,16990,11,193872,159.3384066536313,0.001,612875.671875,193536
336.0,578,-149688.02921651,17020,11,194208,159.636462302435,0.001,615263.9407552084,193872
336.0,579,-148457.33366567,17051,11,194544,160.02253069196428,0.001,609555.8470982143,194208
336.0,580,-148494.87157161004,17081,11,194880,160.21937733604796,0.001,618728.8682105655,194544
336.0,581,-148419.53350074,17112,11,195216,160.1834338506063,0.001,611646.3114769345,194880
336.0,582,-148835.78332967,17142,11,195552,160.99183659326462,0.001,617675.0186941965,195216
336.0,583,-148752.00066100003,17172,11,195888,161.00064277648926,0.001,606093.3761160715,195552
336.0,584,-148815.57247654998,17203,11,196224,161.66608115604944,0.001,614545.345796131,195888
336.0,585,-151001.91959515997,17237,11,196560,161.3873675664266,0.001,615425.691499256,196224
336.0,586,-152356.55064367,17272,11,196896,162.3963020869664,0.001,611890.9865141369,196560
336.0,587,-152495.02862992,17303,11,197232,163.18880644298736,0.001,609649.9168526785,196896
336.0,588,-154532.48334163998,17333,11,197568,163.07607228415353,0.001,610263.9099702381,197232
336.0,589,-153602.03571698,17363,11,197904,163.3930902481079,0.001,611805.8062686012,197568
336.0,590,-153472.54406915,17393,11,198240,163.76006943838937,0.001,613004.6870349703,197904
336.0,591,-154137.66289402,17423,11,198576,164.01270085289366,0.001,615514.5540364584,198240
336.0,592,-154085.42390629,17453,11,198912,164.65441290537515,0.001,612520.632719494,198576
336.0,593,-152901.90957952003,17483,11,199248,164.78791863577706,0.001,607900.1594122024,198912
336.0,594,-152627.39374954,17513,11,199584,165.15804118201845,0.001,609742.2620907738,199248
336.0,595,-154114.40736155,17545,11,199920,165.41464237939743,0.001,613155.0343191965,199584
336.0,596,-154650.51329509998,17577,11,200256,165.21204748607818,0.001,617069.1342075893,199920
336.0,597,-155568.62730822,17608,11,200592,165.81622178213937,0.001,612262.7864583334,200256
336.0,598,-154151.95900529,17639,11,200928,166.85740566253662,0.001,614989.3410528274,200592
336.0,599,-155368.71665532,17668,11,201264,166.94053036825997,0.001,616500.1787574405,200928
336.0,600,-156001.57061395,17698,11,201600,167.24881608145577,0.001,616635.5460379465,201264
336.0,601,-155467.16231725,17728,11,201936,167.07612509954544,0.001,614846.0497581845,201600
336.0,602,-156301.27099094,17758,11,202272,168.00708393823533,0.001,617045.8032924107,201936
336.0,603,-155626.66890726998,17787,11,202608,168.273712793986,0.001,616036.5224144345,202272
336.0,604,-155511.25691097998,17817,11,202944,168.0062522434053,0.001,617794.5221354166,202608
336.0,605,-155847.01767604996,17847,11,203280,168.4501365479969,0.001,617713.2437686012,202944
336.0,606,-155605.82409311997,17878,11,203616,168.88932804834275,0.001,610882.6615513393,203280
336.0,607,-156881.29472043,17907,11,203952,168.92275842030844,0.001,614716.0307849703,203616
336.0,608,-157973.34237471,17938,11,204288,169.55041690099807,0.001,618500.3559337797,203952
336.0,609,-157490.33883598997,17969,11,204624,169.97998637244814,0.001,613923.7542782738,204288
336.0,610,-158217.44118264,18000,11,204960,170.51487150646392,0.001,617600.6470424107,204624
336.0,611,-158871.05316918,18031,11,205296,171.0725461414882,0.001,614564.462797619,204960
336.0,612,-158465.21263795,18060,11,205632,171.13413710821243,0.001,616787.1755022322,205296
336.0,613,-157640.57515513,18090,11,205968,171.0475551968529,0.001,618531.6987537203,205632
336.0,614,-156890.7676879,18120,11,206304,172.281418073745,0.001,620806.6342075893,205968
336.0,615,-158097.60276311,18149,11,206640,171.93812011537096,0.001,615282.3739769345,206304
336.0,616,-159277.8587168,18179,11,206976,172.4456432887486,0.001,620875.2634858631,206640
336.0,617,-159796.35414489,18209,11,207312,172.49515901293074,0.001,619006.0029761905,206976
336.0,618,-159910.10616304,18238,11,207648,172.9020428884597,0.001,618341.1029575893,207312
336.0,619,-159056.26981102,18269,11,207984,172.95906952449255,0.001,620212.3705357143,207648
336.0,620,-158206.04549541,18302,11,208320,173.35098071325393,0.001,618135.7309337797,207984
336.0,621,-158037.74108463002,18335,11,208656,184.27007902236213,0.001,669304.7582775297,208320
336.0,622,-156740.10155471,18366,11,208992,174.13630985078356,0.001,624607.927734375,208656
336.0,623,-156919.68946944003,18396,11,209328,174.76957552773612,0.001,614356.9574962797,208992
336.0,624,-157124.75403179004,18426,11,209664,174.9847709110805,0.001,626125.7007998512,209328
336.0,625,-158102.74682474002,18456,11,210000,175.9961565562657,0.001,614623.9468005953,209664
336.0,626,-158764.50716831,18486,11,210336,175.6174812771025,0.001,617721.6408110119,210000
336.0,627,-159321.80577913002,18516,11,210672,175.72067215329125,0.001,615970.0342261905,210336
336.0,628,-159996.03843822,18546,11,211008,175.98690623328798,0.001,620173.1793154762,210672
336.0,629,-159833.58513192003,18576,11,211344,176.8340880984352,0.001,617837.4762834822,211008
336.0,630,-159464.78570712003,18605,11,211680,177.46384398142496,0.001,619965.3530505953,211344
336.0,631,-160433.23347419,18635,11,212016,177.52975291297548,0.001,626378.3044084822,211680
336.0,632,-159975.48725413,18667,11,212352,177.76906308673676,0.001,624623.794828869,212016
336.0,633,-160161.08360644,18699,11,212688,178.00968324570428,0.001,620411.400297619,212352
336.0,634,-161467.85732021,18729,11,213024,178.13884439922515,0.001,620964.8678385416,212688
336.0,635,-161079.98902065997,18760,11,213360,178.27615701584588,0.001,612986.005859375,213024
336.0,636,-161542.65405026998,18789,11,213696,179.29564485095796,0.001,623619.4515438988,213360
336.0,637,-161026.31082307,18820,11,214032,179.1938808986119,0.001,616739.4587053572,213696
336.0,638,-160705.06771417998,18851,11,214368,179.97270366123743,0.001,618388.4859561012,214032
336.0,639,-161556.69962404997,18882,11,214704,180.0554936726888,0.001,621669.201264881,214368
336.0,640,-163280.3517997,18912,11,215040,180.12323765527634,0.001,616808.6100260416,214704
336.0,641,-163132.29494191997,18943,11,215376,180.59343751271567,0.001,619736.343843006,215040
336.0,642,-161983.24978674998,18973,11,215712,180.86768445514497,0.001,620999.3988095238,215376
336.0,643,-163287.81838763,19003,11,216048,181.22411582583473,0.001,607213.2758556547,215712
336.0,644,-163584.12696887998,19033,11,216384,181.9211887177967,0.001,616617.9560081845,216048
336.0,645,-164911.01708570996,19063,11,216720,182.10072998773484,0.001,616691.2155877976,216384
336.0,646,-164317.84542712997,19093,11,217056,182.4608044851394,0.001,621304.2759486607,216720
336.0,647,-163085.79298050998,19123,11,217392,182.65980052947998,0.001,616708.3928571428,217056
336.0,648,-161578.44729516,19153,11,217728,182.9328828539167,0.001,620148.5599888393,217392
336.0,649,-162211.4473513,19183,11,218064,183.21080176035562,0.001,616552.9561941965,217728
336.0,650,-162297.92082811,19213,11,218400,183.56915360405333,0.001,625988.5621279762,218064
336.0,651,-161737.57794331,19243,11,218736,183.978744552249,0.001,614951.6723400297,218400
336.0,652,-164057.5260799,19276,11,219072,184.60188184465682,0.001,615340.0345982143,218736
336.0,653,-165057.09923373,19307,11,219408,184.29851763589042,0.001,622717.8984375,219072
336.0,654,-164741.21347639002,19338,11,219744,184.84498868669783,0.001,617050.1341145834,219408
336.0,655,-163682.39292075002,19369,11,220080,185.4053541365124,0.001,616731.5025111607,219744
336.0,656,-165303.66507166,19402,11,220416,185.90147536141532,0.001,616212.6900111607,220080
336.0,657,-165654.47669407004,19440,11,220752,185.45445782797677,0.001,626862.8072916666,220416
336.0,658,-167288.68223251,19471,11,221088,186.39937800452822,0.001,617953.7336309524,220752
336.0,659,-166719.75039281003,19501,11,221424,186.89877237592424,0.001,623180.3430989584,221088
336.0,660,-165960.81012314,19532,11,221760,186.86393964858283,0.001,615218.0319940476,221424
336.0,661,-167390.18346904003,19562,11,222096,187.25478985196068,0.001,612967.8679315476,221760
336.0,662,-169164.44510561,19592,11,222432,187.52971585591635,0.001,617978.5580357143,222096
336.0,663,-168216.57943252998,19622,11,222768,188.02713080814905,0.001,614341.0023251488,222432
336.0,664,-166774.75157156005,19652,11,223104,188.7077723003569,0.001,620590.9172247024,222768
336.0,665,-166895.29562237003,19682,11,223440,188.48027697063628,0.001,626638.0066034226,223104
336.0,666,-166822.18719802002,19711,11,223776,188.7225066593715,0.001,624199.4622395834,223440
336.0,667,-165336.30173439,19741,11,224112,188.99439289456322,0.001,613189.6012834822,223776
336.0,668,-165425.10040141,19771,11,224448,189.31938280378068,0.001,620715.0164620535,224112
336.0,669,-165334.079497,19800,11,224784,189.9843358085269,0.001,619431.986421131,224448
336.0,670,-164523.42692375998,19831,11,225120,190.51420193626768,0.001,616693.2689732143,224784
336.0,671,-163717.19688511,19862,11,225456,190.71734691801527,0.001,611005.5532924107,225120
336.0,672,-162785.89474334,19892,11,225792,190.78049282800583,0.001,622103.6638764881,225456
336.0,673,-163581.31202127002,19922,11,226128,191.6161106654576,0.001,619091.083891369,225792
336.0,674,-163861.65173845,19952,11,226464,191.67737547556558,0.001,619021.3244047619,226128
336.0,675,-162023.51035569,19982,11,226800,192.31225177219935,0.001,616253.7393973215,226464
336.0,676,-162301.91228858,20012,11,227136,192.44478961399622,0.001,615651.0518043155,226800
336.0,677,-162198.33575168002,20041,11,227472,192.1278670174735,0.001,616733.6401599703,227136
336.0,678,-160625.73855496,20071,11,227808,192.60027631123862,0.001,623844.8577008928,227472
336.0,679,-161549.75921997,20101,11,228144,193.14023072378976,0.001,617730.3719308035,227808
336.0,680,-161701.69978625,20131,11,228480,193.2312668845767,0.001,621597.6370907738,228144
336.0,681,-161634.28999480003,20160,11,228816,194.11015651339576,0.001,616339.3312872024,228480
336.0,682,-161671.39992252,20190,11,229152,194.02049232664564,0.001,621527.0131138393,228816
336.0,683,-162221.31133318,20220,11,229488,194.5090515500023,0.001,620714.650297619,229152
336.0,684,-162494.10917895997,20250,11,229824,194.8038186572847,0.001,620444.3384486607,229488
336.0,685,-161830.76484673,20279,11,230160,196.44165216173445,0.001,617538.0728236607,229824
336.0,686,-162117.32474193,20310,11,230496,195.86021477835519,0.001,621281.9069940476,230160
336.0,687,-161820.54848452,20341,11,230832,196.20741807846795,0.001,620893.7526971726,230496
336.0,688,-160858.57062108998,20371,11,231168,196.16878182547433,0.001,616731.0144159226,230832
336.0,689,-161541.31467398998,20401,11,231504,195.91755449204217,0.001,622829.1558779762,231168
336.0,690,-161834.97013049998,20430,11,231840,197.42292490459624,0.001,616862.6028645834,231504
336.0,691,-161250.10778217,20460,11,232176,197.07501347859701,0.001,616108.7152157738,231840
336.0,692,-160204.80487902,20489,11,232512,197.06064592088973,0.001,613289.3532366072,232176
336.0,693,-161424.27036531,20519,11,232848,198.18820058731805,0.001,611692.6771763393,232512
336.0,694,-161745.65129813,20548,11,233184,198.55893811725434,0.001,614264.6295572916,232848
336.0,695,-160524.76733834998,20579,11,233520,198.73737607683455,0.001,614431.3623511905,233184
336.0,696,-159887.16970151998,20609,11,233856,199.66532857077462,0.001,609571.1572730655,233520
336.0,697,-158850.31431033,20639,11,234192,199.09756982894172,0.001,617303.7742745535,233856
336.0,698,-158018.81416449999,20669,11,234528,199.82289931887672,0.001,618022.0531994047,234192
336.0,699,-157335.11104581002,20699,11,234864,200.0958491734096,0.001,618672.8024553572,234528
336.0,700,-156512.75871758,20729,11,235200,200.35604899270194,0.001,610817.89453125,234864
336.0,701,-155858.27580919,20758,11,235536,200.5599037806193,0.001,613659.16796875,235200
336.0,702,-155102.43641954003,20788,11,235872,200.7383426030477,0.001,612610.4220610119,235536
336.0,703,-156289.94381575,20818,11,236208,201.65196432386125,0.001,614963.5619419643,235872
336.0,704,-155964.90911852,20848,11,236544,201.65491685413178,0.001,618484.9515438988,236208
336.0,705,-154120.58719459,20877,11,236880,201.9814381372361,0.001,617854.5226004465,236544
336.0,706,-153984.17938873998,20906,11,237216,202.40494083222887,0.001,611978.3736979166,236880
336.0,707,-154413.01707529,20936,11,237552,202.4058282942999,0.001,608092.724702381,237216
336.0,708,-153354.90311890002,20965,11,237888,203.29127361660912,0.001,613090.0064174107,237552
336.0,709,-154233.29972457,20994,11,238224,203.59580039978027,0.001,620771.9417782738,237888
336.0,710,-153548.58800799004,21023,11,238560,203.49469797951835,0.001,620106.2876674107,238224
336.0,711,-153415.23835368,21053,11,238896,204.12326944442023,0.001,620136.722563244,238560
336.0,712,-153280.00326695002,21083,11,239232,204.3071354911441,0.001,617594.4500558035,238896
336.0,713,-153264.19631176,21112,11,239568,205.10593682243712,0.001,614811.5894717262,239232
336.0,714,-155109.05644105998,21141,11,239904,204.99251592726935,0.001,615786.7976190476,239568
336.0,715,-154056.97739747,21170,11,240240,205.13096418834868,0.001,622137.6496465774,239904
336.0,716,-153731.89917080998,21200,11,240576,205.63558787391298,0.001,619565.484468006,240240
336.0,717,-151241.7834653,21229,11,240912,206.3252465838478,0.001,615121.5832403274,240576
336.0,718,-151447.65480989,21259,11,241248,205.98982742854528,0.001,619499.5237165178,240912
336.0,719,-151952.58169748,21288,11,241584,206.39163180759974,0.001,613233.6906622024,241248
336.0,720,-153199.21539576998,21318,11,241920,207.16469791957311,0.001,621042.7260044643,241584
336.0,721,-152646.47859401,21348,11,242256,207.28211861565,0.001,615434.5434337797,241920
336.0,722,-151724.74822168,21377,11,242592,207.62869171869187,0.001,620932.865141369,242256
336.0,723,-150822.09411957997,21406,11,242928,207.79665206727526,0.001,618918.1656436012,242592
336.0,724,-149178.21792274,21436,11,243264,207.8789241427467,0.001,617676.7631138393,242928
336.0,725,-148051.63748086998,21465,11,243600,208.19245992388045,0.001,611489.1928943453,243264
336.0,726,-147259.7455468,21495,11,243936,209.2119999840146,0.001,616037.5216703869,243600
336.0,727,-147235.11897544,21524,11,244272,209.1895710627238,0.001,612560.0794270834,243936
336.0,728,-146561.45653765,21554,11,244608,209.94367308843704,0.001,612547.6310453869,244272
336.0,729,-147481.12105997,21583,11,244944,210.10421035403297,0.001,610037.6926153274,244608
336.0,730,-148273.43279521,21612,11,245280,210.34944534301758,0.001,622297.6883370535,244944
336.0,731,-148000.52124751,21641,11,245616,210.83643622625442,0.001,622994.0714285715,245280
336.0,732,-149352.57768762,21671,11,245952,210.38066205524262,0.001,617692.2611607143,245616
336.0,733,-149529.17072513,21701,11,246288,211.7404933656965,0.001,622461.4411272322,245952
336.0,734,-148680.45416079,21731,11,246624,211.5998864855085,0.001,617906.84765625,246288
336.0,735,-149475.68882977,21760,11,246960,211.64779835655577,0.001,619128.6342075893,246624
336.0,736,-149510.57887284,21790,11,247296,212.30304186684745,0.001,621387.753813244,246960
336.0,737,-149286.8399057,21819,11,247632,212.35332970392136,0.001,617862.8522135416,247296
336.0,738,-149826.77531861997,21849,11,247968,213.3866207486107,0.001,615779.0978422619,247632
336.0,739,-149372.18148684,21878,11,248304,212.74884351094565,0.001,613994.5657552084,247968
336.0,740,-149194.65063016998,21908,11,248640,213.71889672960555,0.001,611352.544828869,248304
336.0,741,-150668.07123178,21937,11,248976,214.10662832714263,0.001,619575.7201450893,248640
336.0,742,-151916.6476411,21967,11,249312,213.92745254153297,0.001,618875.8962053572,248976
336.0,743,-150533.53321110999,21996,11,249648,214.34710098448255,0.001,610395.0498511905,249312
336.0,744,-148684.21973192,22025,11,249984,214.96797516232445,0.001,619075.919828869,249648
336.0,745,-147765.18404596,22055,11,250320,215.17424964904785,0.001,623719.2293526785,249984
336.0,746,-149235.71343526,22084,11,250656,215.50958592551095,0.001,619654.2135416666,250320
336.0,747,-151928.49041749,22113,11,250992,216.1313190460205,0.001,616749.6654575893,250656
336.0,748,-153582.23861,22143,11,251328,216.08511166345505,0.001,616802.3779761905,250992
336.0,749,-152568.89296271003,22173,11,251664,216.89286250159853,0.001,621063.2886904762,251328
336.0,750,-152975.94510235003,22202,11,252000,216.80019006274995,0.001,615370.7671130953,251664
336.0,751,-153733.20513344003,22231,11,252336,217.8897504352388,0.001,620652.6834077381,252000
336.0,752,-153508.48764055,22261,11,252672,216.99832285018195,0.001,621325.1501116072,252336
336.0,753,-154430.52785328001,22291,11,253008,218.1044404620216,0.001,622011.9735863095,252672
336.0,754,-154483.66376833,22320,11,253344,217.86839625948951,0.001,618976.1985677084,253008
336.0,755,-155168.92129610002,22350,11,253680,218.8752269744873,0.001,615045.130859375,253344
336.0,756,-154409.22939323998,22380,11,254016,219.15412657601493,0.001,619133.6587611607,253680
336.0,757,-155308.60717718,22410,11,254352,219.50581305367606,0.001,621388.1159784226,254016
336.0,758,-153931.83659888,22440,11,254688,219.807795388358,0.001,622268.0226934524,254352
336.0,759,-155280.96958067,22469,11,255024,219.6899990808396,0.001,619546.8984375,254688
336.0,760,-155926.76780296,22500,11,255360,220.7138981137957,0.001,622564.8655133928,255024
336.0,761,-155934.88082415002,22530,11,255696,220.33337161654518,0.001,620092.1769903274,255360
336.0,762,-154199.02328376,22560,11,256032,221.0500393367949,0.001,621835.9409412203,255696
336.0,763,-155369.61927637,22591,11,256368,221.03256507146926,0.001,620093.1129092262,256032
336.0,764,-156668.86260827002,22622,11,256704,221.7570281255813,0.001,617755.5329241072,256368
336.0,765,-156490.89456539002,22652,11,257040,221.53797740028017,0.001,609899.9847470238,256704
336.0,766,-158188.51233951005,22682,11,257376,222.675584202721,0.001,618068.5672433035,257040
336.0,767,-158997.76691247002,22712,11,257712,222.19327826727005,0.001,620720.1312313988,257376
336.0,768,-157823.29353038,22743,11,258048,222.4003465743292,0.001,621249.9458705357,257712
336.0,769,-156618.13535034002,22775,11,258384,223.65528910500663,0.001,619319.7736235119,258048
336.0,770,-157720.64625629,22806,11,258720,223.595106170291,0.001,617611.1728050595,258384
336.0,771,-158146.71454545,22836,11,259056,224.19501277378626,0.001,621674.2392113095,258720
336.0,772,-157273.52690338998,22866,11,259392,235.9823770977202,0.001,708041.7166108631,259056
336.0,773,-158239.00720014,22897,11,259728,224.73823747180757,0.001,617119.7809709822,259392
336.0,774,-158593.2036707,22928,11,260064,224.71566372825987,0.001,623463.2916666666,259728
336.0,775,-159689.42424116,22958,11,260400,225.02579847971597,0.001,621423.6821986607,260064
336.0,776,-158355.97555576003,22989,11,260736,225.94420710064117,0.001,610441.466796875,260400
336.0,777,-156634.37173192002,23020,11,261072,225.9759618668329,0.001,621135.3682105655,260736
336.0,778,-158048.73344675,23050,11,261408,225.8661345073155,0.001,620122.4016927084,261072
336.0,779,-157983.55193942,23080,11,261744,226.34533709571474,0.001,617926.6429501488,261408
336.0,780,-156416.39075849,23111,11,262080,226.93284520648774,0.001,627734.9886532738,261744
336.0,781,-157382.1041781,23141,11,262416,227.51216329847063,0.001,614327.730375744,262080
336.0,782,-157338.76785111,23171,11,262752,227.8672623407273,0.001,614681.4831659226,262416
336.0,783,-156405.37324385002,23200,11,263088,228.25628698439826,0.001,614127.2532552084,262752
336.0,784,-157161.64002073,23231,11,263424,228.23991775512695,0.001,615509.9888392857,263088
336.0,785,-156793.96108451998,23261,11,263760,228.43273385365805,0.001,620613.1212797619,263424
336.0,786,-156854.07084744997,23291,11,264096,228.5034200123378,0.001,622085.896577381,263760
336.0,787,-156754.04783465,23321,11,264432,228.44727461678642,0.001,615224.413969494,264096
336.0,788,-157741.21733911,23352,11,264768,229.737808908735,0.001,611530.658296131,264432
336.0,789,-157175.51555812,23382,11,265104,230.04541410718645,0.001,618270.7492559524,264768
336.0,790,-157714.68996441,23413,11,265440,229.7777989251273,0.001,612194.834077381,265104
336.0,791,-158398.34409579,23443,11,265776,230.48841467357818,0.001,620912.4331287203,265440
336.0,792,-159046.86285448002,23474,11,266112,231.28364622025262,0.001,613771.1759672619,265776
336.0,793,-158343.37666276,23504,11,266448,231.26939074198404,0.001,617826.9970238095,266112
336.0,794,-158229.59826871,23534,11,266784,231.22744287763322,0.001,622576.7473028274,266448
336.0,795,-158143.21340213998,23564,11,267120,231.44319534301758,0.001,618298.769624256,266784
336.0,796,-158983.1530138,23595,11,267456,232.27780582791283,0.001,621097.187593006,267120
336.0,797,-159088.46376516,23625,11,267792,232.1928545179821,0.001,616884.052641369,267456
336.0,798,-159086.07275396003,23655,11,268128,232.70865989866712,0.001,616454.804780506,267792
336.0,799,-158562.05491789,23684,11,268464,233.19419315883093,0.001,613708.0636160715,268128
336.0,800,-159251.36430136,23715,11,268800,233.8200291679019,0.001,622620.076171875,268464
336.0,801,-159741.74144328,23745,11,269136,234.06542877923874,0.001,617243.9188988095,268800
336.0,802,-159550.07163325002,23775,11,269472,234.52601818811326,0.001,615712.0980282738,269136
336.0,803,-159348.02221015998,23805,11,269808,234.96737189519973,0.001,618048.9504278274,269472
336.0,804,-160529.60973651998,23836,11,270144,234.93848114921934,0.001,623740.3029203869,269808
336.0,805,-161764.41589457,23866,11,270480,235.5229363214402,0.001,613335.9544270834,270144
336.0,806,-162150.15000716,23896,11,270816,235.34089179266067,0.001,621545.9594494047,270480
336.0,807,-160959.80358873002,23926,11,271152,236.3079510189238,0.001,612849.3366815476,270816
336.0,808,-162026.34640376002,23959,11,271488,236.24660460154215,0.001,621654.8172433035,271152
336.0,809,-160703.96923843003,23990,11,271824,236.29411879039947,0.001,613672.0456659226,271488
336.0,810,-162188.05052013003,24020,11,272160,236.29951540629068,0.001,622643.4830729166,271824
336.0,811,-161084.43529368003,24051,11,272496,237.07365653628395,0.001,620445.6839657738,272160
336.0,812,-162584.03250885,24081,11,272832,237.38512779417493,0.001,619122.2546502976,272496
336.0,813,-162869.38989803,24112,11,273168,237.82644190107072,0.001,611568.79296875,272832
336.0,814,-161461.09860398,24142,11,273504,238.3462125687372,0.001,615240.5563616072,273168
336.0,815,-160937.44040486,24172,11,273840,239.02519239698137,0.001,619532.734375,273504
336.0,816,-160127.59275438,24203,11,274176,239.14180855523972,0.001,618121.7306547619,273840
336.0,817,-161522.75338724998,24233,11,274512,240.0030197416033,0.001,619701.2046130953,274176
336.0,818,-161478.15424983998,24263,11,274848,239.7944590250651,0.001,624084.0870535715,274512
336.0,819,-161718.29180608998,24293,11,275184,239.5956332342965,0.001,619685.3373325893,274848
336.0,820,-160812.48546353998,24324,11,275520,239.88039534432548,0.001,628112.302734375,275184
336.0,821,-160569.87178363,24354,11,275856,240.09583050864083,0.001,618858.04296875,275520
336.0,822,-162288.00890247998,24385,11,276192,240.89232154119583,0.001,617953.1981956845,275856
336.0,823,-162102.34046409998,24416,11,276528,241.3092067809332,0.001,614059.5717075893,276192
336.0,824,-163144.40022135,24447,11,276864,241.36858013698034,0.001,622101.2309337797,276528
336.0,825,-162610.76605591,24477,11,277200,241.55544380914597,0.001,612265.7898995535,276864
336.0,826,-162775.44845354,24508,11,277536,241.95364379882812,0.001,618918.6982886905,277200
336.0,827,-162555.87479946,24538,11,277872,242.81966363816034,0.001,620544.8147321428,277536
336.0,828,-161252.19532737,24569,11,278208,242.41828886667886,0.001,619509.8089657738,277872
336.0,829,-162195.64937839998,24600,11,278544,243.21676940009706,0.001,617384.4544270834,278208
336.0,830,-162939.74879478,24632,11,278880,243.98833383832658,0.001,614713.5770089285,278544
336.0,831,-162573.45301784,24663,11,279216,243.64193671090263,0.001,609930.6978236607,278880
336.0,832,-161089.48822004,24694,11,279552,244.26291120620002,0.001,618107.6918712797,279216
336.0,833,-160738.05505264,24725,11,279888,244.59700311933244,0.001,616014.8286830357,279552
336.0,834,-161600.58188431998,24755,11,280224,244.80957099369593,0.001,616866.3989025297,279888
336.0,835,-161471.68719797998,24786,11,280560,245.35162853059313,0.001,615248.079985119,280224
336.0,836,-160562.93696999998,24817,11,280896,245.35205654870896,0.001,619582.4092261905,280560
336.0,837,-161171.28072694,24847,11,281232,246.0779628753662,0.001,619370.8469122024,280896
336.0,838,-162023.59574981,24878,11,281568,246.43988831837973,0.001,618282.9829799107,281232
336.0,839,-161735.72459782,24909,11,281904,246.68185329437256,0.001,618650.480561756,281568
336.0,840,-161532.3317234,24939,11,282240,246.95045539311,0.001,617769.4868861607,281904
336.0,841,-160852.30057434,24969,11,282576,247.08102566855294,0.001,616654.0950520834,282240
