time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20170101:0010,0.0,0.0,0.0,0.0,0.0,-7.03,0.9,0.0
20170101:0110,0.0,0.0,0.0,0.0,0.0,-7.29,0.97,0.0
20170101:0210,0.0,0.0,0.0,0.0,0.0,-7.58,0.97,0.0
20170101:0310,0.0,0.0,0.0,0.0,0.0,-7.69,0.97,0.0
20170101:0410,0.0,0.0,0.0,0.0,0.0,-7.68,0.97,0.0
20170101:0510,0.0,0.0,0.0,0.0,0.0,-7.74,1.03,0.0
20170101:0610,0.0,0.0,0.0,0.0,0.0,-7.83,1.03,0.0
20170101:0710,38940000.0,331.27,96.8,2.78,9.81,-8.0,1.1,0.0
20170101:0810,60538000.0,560.66,116.56,5.44,16.83,-6.21,0.97,0.0
20170101:0910,34817000.0,182.3,206.6,5.07,21.77,-2.81,1.03,0.0
20170101:1010,34201000.0,161.37,222.21,5.42,24.14,-1.79,1.17,0.0
20170101:1110,39323000.0,217.72,223.0,5.74,23.64,-1.74,1.17,0.0
20170101:1210,46774000.0,343.14,185.6,5.71,20.35,-0.66,1.17,0.0
20170101:1310,43955000.0,386.82,112.86,4.43,14.64,-0.61,1.1,0.0
20170101:1410,20780000.0,185.04,64.22,1.75,7.03,-0.73,0.9,0.0
20170101:1510,0.0,0.0,0.0,0.0,0.0,-1.53,0.97,0.0
20170101:1610,0.0,0.0,0.0,0.0,0.0,-1.36,1.03,0.0
20170101:1710,0.0,0.0,0.0,0.0,0.0,-2.71,1.1,0.0
20170101:1810,0.0,0.0,0.0,0.0,0.0,-3.05,1.17,0.0
20170101:1910,0.0,0.0,0.0,0.0,0.0,-3.17,1.17,0.0
20170101:2010,0.0,0.0,0.0,0.0,0.0,-3.67,1.24,0.0
20170101:2110,0.0,0.0,0.0,0.0,0.0,-4.12,1.31,0.0
20170101:2210,0.0,0.0,0.0,0.0,0.0,-4.45,1.31,0.0
20170101:2310,0.0,0.0,0.0,0.0,0.0,-4.94,1.38,0.0
20170102:0010,0.0,0.0,0.0,0.0,0.0,-5.64,1.45,0.0
20170102:0110,0.0,0.0,0.0,0.0,0.0,-6.22,1.52,0.0
20170102:0210,0.0,0.0,0.0,0.0,0.0,-6.8,1.59,0.0
20170102:0310,0.0,0.0,0.0,0.0,0.0,-7.19,1.59,0.0
20170102:0410,0.0,0.0,0.0,0.0,0.0,-7.46,1.59,0.0
20170102:0510,0.0,0.0,0.0,0.0,0.0,-7.79,1.59,0.0
20170102:0610,0.0,0.0,0.0,0.0,0.0,-8.35,1.66,0.0
20170102:0710,44345000.0,407.02,79.64,2.95,9.82,-7.88,1.52,0.0
20170102:0810,64284000.0,643.74,83.1,5.67,16.86,-4.32,1.17,0.0
20170102:0910,74062000.0,790.56,78.15,7.59,21.82,-0.41,1.03,0.0
20170102:1010,74836000.0,764.83,116.95,8.27,24.21,0.88,1.24,0.0
20170102:1110,51003000.0,359.15,221.77,6.59,23.74,0.66,1.31,0.0
20170102:1210,66163000.0,694.74,74.66,7.04,20.46,1.54,1.38,0.0
20170102:1310,49894000.0,501.87,71.39,4.8,14.76,1.13,1.24,0.0
20170102:1410,25679000.0,250.15,55.96,1.97,7.16,0.28,1.17,0.0
20170102:1510,0.0,0.0,0.0,0.0,0.0,-1.34,1.31,0.0
20170102:1610,0.0,0.0,0.0,0.0,0.0,-1.76,1.45,0.0
20170102:1710,0.0,0.0,0.0,0.0,0.0,-3.67,1.59,0.0
20170102:1810,0.0,0.0,0.0,0.0,0.0,-4.69,1.66,0.0
20170102:1910,0.0,0.0,0.0,0.0,0.0,-4.55,1.59,0.0
20170102:2010,0.0,0.0,0.0,0.0,0.0,-4.4,1.59,0.0
20170102:2110,0.0,0.0,0.0,0.0,0.0,-4.48,1.66,0.0
20170102:2210,0.0,0.0,0.0,0.0,0.0,-4.38,1.59,0.0
20170102:2310,0.0,0.0,0.0,0.0,0.0,-4.57,1.59,0.0
20170103:0010,0.0,0.0,0.0,0.0,0.0,-4.72,1.59,0.0
20170103:0110,0.0,0.0,0.0,0.0,0.0,-4.96,1.59,0.0
20170103:0210,0.0,0.0,0.0,0.0,0.0,-5.52,1.66,0.0
20170103:0310,0.0,0.0,0.0,0.0,0.0,-5.76,1.66,0.0
20170103:0410,0.0,0.0,0.0,0.0,0.0,-5.71,1.66,0.0
20170103:0510,0.0,0.0,0.0,0.0,0.0,-5.63,1.59,0.0
20170103:0610,0.0,0.0,0.0,0.0,0.0,-5.75,1.59,0.0
20170103:0710,38663000.0,329.52,96.29,2.78,9.84,-6.56,1.72,0.0
20170103:0810,63734000.0,644.7,81.03,5.67,16.9,-2.33,1.31,0.0
20170103:0910,43290000.0,280.08,212.22,5.67,21.89,1.17,1.17,0.0
20170103:1010,78097000.0,849.63,73.65,8.54,24.3,0.55,1.24,0.0
20170103:1110,70539000.0,697.58,132.39,8.0,23.85,2.46,1.38,0.0
20170103:1210,64309000.0,653.69,96.56,6.96,20.59,2.61,1.38,0.0
20170103:1310,29698000.0,202.0,139.82,3.74,14.89,2.43,1.38,0.0
20170103:1410,2149000.0,3.33,33.95,0.73,7.3,2.02,1.45,0.0
20170103:1510,0.0,0.0,0.0,0.0,0.0,0.79,1.45,0.0
20170103:1610,0.0,0.0,0.0,0.0,0.0,-0.84,1.1,0.0
20170103:1710,0.0,0.0,0.0,0.0,0.0,-2.37,1.24,0.0
20170103:1810,0.0,0.0,0.0,0.0,0.0,-3.66,1.38,0.0
20170103:1910,0.0,0.0,0.0,0.0,0.0,-2.74,0.97,0.0
20170103:2010,0.0,0.0,0.0,0.0,0.0,-2.66,0.76,0.0
20170103:2110,0.0,0.0,0.0,0.0,0.0,-3.03,0.62,0.0
20170103:2210,0.0,0.0,0.0,0.0,0.0,-3.16,0.48,0.0
20170103:2310,0.0,0.0,0.0,0.0,0.0,-3.19,0.34,0.0
20170104:0010,0.0,0.0,0.0,0.0,0.0,-3.2,0.21,0.0
20170104:0110,0.0,0.0,0.0,0.0,0.0,-3.31,0.28,0.0
20170104:0210,0.0,0.0,0.0,0.0,0.0,-3.38,0.55,0.0
20170104:0310,0.0,0.0,0.0,0.0,0.0,-3.4,0.55,0.0
20170104:0410,0.0,0.0,0.0,0.0,0.0,-3.34,0.48,0.0
20170104:0510,0.0,0.0,0.0,0.0,0.0,-3.3,0.55,0.0
20170104:0610,0.0,0.0,0.0,0.0,0.0,-3.19,0.62,0.0
20170104:0710,18814000.0,120.98,97.1,2.12,9.86,-2.56,0.83,0.0
20170104:0810,17229000.0,63.53,137.64,3.1,16.94,-1.33,0.83,0.0
20170104:0910,27610000.0,118.45,195.74,4.61,21.96,-0.05,1.03,0.0
20170104:1010,18353000.0,35.83,180.07,4.01,24.39,1.63,1.17,0.0
20170104:1110,39197000.0,220.07,226.13,5.84,23.96,2.11,1.45,0.0
20170104:1210,56156000.0,484.68,161.04,6.42,20.71,2.67,1.79,0.0
20170104:1310,49469000.0,491.42,78.84,4.86,15.03,2.43,1.45,0.0
20170104:1410,14556000.0,111.74,68.72,1.62,7.44,1.99,1.1,0.0
20170104:1510,0.0,0.0,0.0,0.0,0.0,1.18,1.38,0.0
20170104:1610,0.0,0.0,0.0,0.0,0.0,0.01,1.59,0.0
20170104:1710,0.0,0.0,0.0,0.0,0.0,-0.8,1.59,0.0
20170104:1810,0.0,0.0,0.0,0.0,0.0,-1.48,1.59,0.0
20170104:1910,0.0,0.0,0.0,0.0,0.0,-1.81,1.59,0.0
20170104:2010,0.0,0.0,0.0,0.0,0.0,-2.61,1.66,0.0
20170104:2110,0.0,0.0,0.0,0.0,0.0,-3.28,1.66,0.0
20170104:2210,0.0,0.0,0.0,0.0,0.0,-3.2,1.52,0.0
20170104:2310,0.0,0.0,0.0,0.0,0.0,-2.17,1.31,0.0
20170105:0010,0.0,0.0,0.0,0.0,0.0,-1.88,1.31,0.0
20170105:0110,0.0,0.0,0.0,0.0,0.0,-2.21,1.31,0.0
20170105:0210,0.0,0.0,0.0,0.0,0.0,-2.0,1.24,0.0
20170105:0310,0.0,0.0,0.0,0.0,0.0,-1.91,1.03,0.0
20170105:0410,0.0,0.0,0.0,0.0,0.0,-1.69,0.76,0.0
20170105:0510,0.0,0.0,0.0,0.0,0.0,-1.69,0.41,0.0
20170105:0610,0.0,0.0,0.0,0.0,0.0,-2.21,0.0,0.0
20170105:0710,2351000.0,0.0,38.83,0.83,9.89,-3.61,1.03,0.0
20170105:0810,3873000.0,0.0,56.89,1.21,17.0,-2.07,0.9,0.0
20170105:0910,21093000.0,64.63,178.14,4.05,22.03,-0.68,1.24,0.0
20170105:1010,14890000.0,16.82,160.35,3.51,24.49,-0.16,1.45,0.0
20170105:1110,6904000.0,0.0,91.21,1.95,24.08,-0.23,1.52,0.0
20170105:1210,3775000.0,0.0,55.99,1.2,20.85,-0.85,1.72,0.0
20170105:1310,1184000.0,0.0,24.38,0.52,15.17,-1.36,1.79,0.0
20170105:1410,1187000.0,0.0,24.38,0.52,7.58,-1.8,1.79,0.0
20170105:1510,0.0,0.0,0.0,0.0,0.0,-2.4,1.72,0.0
20170105:1610,0.0,0.0,0.0,0.0,0.0,-2.88,1.59,0.0
20170105:1710,0.0,0.0,0.0,0.0,0.0,-3.24,1.66,0.0
20170105:1810,0.0,0.0,0.0,0.0,0.0,-3.55,1.66,0.0
20170105:1910,0.0,0.0,0.0,0.0,0.0,-4.03,1.86,0.0
20170105:2010,0.0,0.0,0.0,0.0,0.0,-4.24,1.66,0.0
20170105:2110,0.0,0.0,0.0,0.0,0.0,-4.35,1.59,0.0
20170105:2210,0.0,0.0,0.0,0.0,0.0,-4.56,1.59,0.0
20170105:2310,0.0,0.0,0.0,0.0,0.0,-4.88,1.31,0.0
20170106:0010,0.0,0.0,0.0,0.0,0.0,-5.0,1.38,0.0
20170106:0110,0.0,0.0,0.0,0.0,0.0,-5.1,1.72,0.0
20170106:0210,0.0,0.0,0.0,0.0,0.0,-5.19,1.86,0.0
20170106:0310,0.0,0.0,0.0,0.0,0.0,-5.23,2.0,0.0
20170106:0410,0.0,0.0,0.0,0.0,0.0,-5.26,2.28,0.0
20170106:0510,0.0,0.0,0.0,0.0,0.0,-5.47,2.83,0.0
20170106:0610,0.0,0.0,0.0,0.0,0.0,-6.2,2.97,0.0
20170106:0710,5018000.0,10.28,58.04,1.25,9.93,-7.21,2.9,0.0
20170106:0810,5313000.0,0.0,71.34,1.52,17.06,-7.94,2.69,0.0
20170106:0910,7437000.0,0.0,93.92,2.0,22.12,-8.14,2.83,0.0
20170106:1010,19169000.0,35.63,178.99,3.99,24.6,-8.0,2.83,0.0
20170106:1110,3912000.0,0.0,55.99,1.2,24.21,-7.97,2.62,0.0
20170106:1210,6576000.0,0.0,84.89,1.81,20.99,-7.97,2.48,0.0
20170106:1310,888000.0,0.0,19.87,0.42,15.32,-8.16,2.21,0.0
20170106:1410,451000.0,0.0,13.55,0.29,7.74,-8.45,2.14,0.0
20170106:1510,0.0,0.0,0.0,0.0,0.0,-9.08,2.0,0.0
20170106:1610,0.0,0.0,0.0,0.0,0.0,-9.92,2.07,0.0
20170106:1710,0.0,0.0,0.0,0.0,0.0,-10.91,2.07,0.0
20170106:1810,0.0,0.0,0.0,0.0,0.0,-11.82,2.07,0.0
20170106:1910,0.0,0.0,0.0,0.0,0.0,-12.63,1.79,0.0
20170106:2010,0.0,0.0,0.0,0.0,0.0,-13.28,1.72,0.0
20170106:2110,0.0,0.0,0.0,0.0,0.0,-13.85,1.79,0.0
20170106:2210,0.0,0.0,0.0,0.0,0.0,-14.29,1.66,0.0
20170106:2310,0.0,0.0,0.0,0.0,0.0,-14.62,1.59,0.0
20170107:0010,0.0,0.0,0.0,0.0,0.0,-14.9,1.59,0.0
20170107:0110,0.0,0.0,0.0,0.0,0.0,-15.22,1.79,0.0
20170107:0210,0.0,0.0,0.0,0.0,0.0,-15.64,1.72,0.0
20170107:0310,0.0,0.0,0.0,0.0,0.0,-15.88,1.79,0.0
20170107:0410,0.0,0.0,0.0,0.0,0.0,-16.25,1.93,0.0
20170107:0510,0.0,0.0,0.0,0.0,0.0,-16.67,2.0,0.0
20170107:0610,0.0,0.0,0.0,0.0,0.0,-17.09,1.79,0.0
20170107:0710,13692000.0,68.17,85.17,1.85,9.98,-17.52,1.72,0.0
20170107:0810,17253000.0,52.82,134.96,3.03,17.12,-17.41,2.07,0.0
20170107:0910,27749000.0,99.66,192.01,4.47,22.21,-17.15,2.14,0.0
20170107:1010,27435000.0,83.55,205.75,4.76,24.72,-16.34,2.48,0.0
20170107:1110,24251000.0,63.72,194.55,4.45,24.35,-15.68,2.69,0.0
20170107:1210,46153000.0,282.52,198.85,5.63,21.14,-15.34,2.69,0.0
20170107:1310,28568000.0,159.94,142.78,3.64,15.48,-15.27,2.69,0.0
20170107:1410,7084000.0,31.43,57.49,1.27,7.89,-15.59,2.34,0.0
20170107:1510,0.0,0.0,0.0,0.0,0.0,-16.16,2.07,0.0
20170107:1610,0.0,0.0,0.0,0.0,0.0,-16.96,2.07,0.0
20170107:1710,0.0,0.0,0.0,0.0,0.0,-17.74,2.07,0.0
20170107:1810,0.0,0.0,0.0,0.0,0.0,-18.3,1.93,0.0
20170107:1910,0.0,0.0,0.0,0.0,0.0,-18.47,1.79,0.0
20170107:2010,0.0,0.0,0.0,0.0,0.0,-19.12,1.72,0.0
20170107:2110,0.0,0.0,0.0,0.0,0.0,-19.78,1.72,0.0
20170107:2210,0.0,0.0,0.0,0.0,0.0,-20.26,1.66,0.0
20170107:2310,0.0,0.0,0.0,0.0,0.0,-20.78,1.59,0.0
20170108:0010,0.0,0.0,0.0,0.0,0.0,-21.47,1.66,0.0
20170108:0110,0.0,0.0,0.0,0.0,0.0,-21.58,1.66,0.0
20170108:0210,0.0,0.0,0.0,0.0,0.0,-22.36,1.66,0.0
20170108:0310,0.0,0.0,0.0,0.0,0.0,-23.08,1.66,0.0
20170108:0410,0.0,0.0,0.0,0.0,0.0,-23.79,1.66,0.0
20170108:0510,0.0,0.0,0.0,0.0,0.0,-24.05,1.72,0.0
20170108:0610,0.0,0.0,0.0,0.0,0.0,-24.29,1.72,0.0
20170108:0710,31249000.0,216.91,104.81,2.51,10.03,-23.13,1.59,0.0
20170108:0810,59044000.0,465.93,143.82,5.24,17.2,-21.09,1.52,0.0
20170108:0910,37134000.0,174.34,207.92,5.11,22.31,-19.77,1.86,0.0
20170108:1010,36466000.0,154.05,225.64,5.49,24.84,-16.78,2.28,0.0
20170108:1110,29126000.0,98.29,209.01,4.92,24.49,-15.26,2.69,0.0
20170108:1210,45578000.0,277.03,199.76,5.63,21.29,-14.37,2.9,0.0
20170108:1310,5810000.0,0.0,74.95,1.6,15.64,-13.95,2.76,0.0
20170108:1410,19212000.0,142.39,73.81,1.87,8.05,-14.1,2.34,0.0
20170108:1510,0.0,0.0,0.0,0.0,0.0,-14.68,2.28,0.0
20170108:1610,0.0,0.0,0.0,0.0,0.0,-15.15,2.14,0.0
20170108:1710,0.0,0.0,0.0,0.0,0.0,-15.63,2.07,0.0
20170108:1810,0.0,0.0,0.0,0.0,0.0,-16.09,1.93,0.0
20170108:1910,0.0,0.0,0.0,0.0,0.0,-16.44,1.86,0.0
20170108:2010,0.0,0.0,0.0,0.0,0.0,-16.32,1.79,0.0
20170108:2110,0.0,0.0,0.0,0.0,0.0,-16.25,1.79,0.0
20170108:2210,0.0,0.0,0.0,0.0,0.0,-16.38,1.79,0.0
20170108:2310,0.0,0.0,0.0,0.0,0.0,-16.64,1.72,0.0
20170109:0010,0.0,0.0,0.0,0.0,0.0,-16.88,1.66,0.0
20170109:0110,0.0,0.0,0.0,0.0,0.0,-17.16,1.59,0.0
20170109:0210,0.0,0.0,0.0,0.0,0.0,-17.07,1.52,0.0
20170109:0310,0.0,0.0,0.0,0.0,0.0,-16.97,1.45,0.0
20170109:0410,0.0,0.0,0.0,0.0,0.0,-17.23,1.31,0.0
20170109:0510,0.0,0.0,0.0,0.0,0.0,-17.67,1.24,0.0
20170109:0610,0.0,0.0,0.0,0.0,0.0,-18.24,1.24,0.0
20170109:0710,6057000.0,13.47,63.35,1.37,10.09,-16.92,0.83,0.0
20170109:0810,25716000.0,117.23,156.02,3.64,17.28,-16.53,1.17,0.0
20170109:0910,21111000.0,52.77,175.17,3.95,22.41,-15.71,1.45,0.0
20170109:1010,23557000.0,58.08,195.98,4.45,24.97,-14.36,1.31,0.0
20170109:1110,22495000.0,53.03,191.08,4.34,24.64,-13.78,1.17,0.0
20170109:1210,26028000.0,96.08,184.06,4.36,21.46,-13.39,1.24,0.0
20170109:1310,27734000.0,153.17,145.14,3.68,15.8,-13.28,1.45,0.0
20170109:1410,7062000.0,30.48,58.99,1.31,8.22,-13.27,1.52,0.0
20170109:1510,0.0,0.0,0.0,0.0,0.0,-14.1,1.31,0.0
20170109:1610,0.0,0.0,0.0,0.0,0.0,-15.07,1.31,0.0
20170109:1710,0.0,0.0,0.0,0.0,0.0,-16.22,1.24,0.0
20170109:1810,0.0,0.0,0.0,0.0,0.0,-17.03,1.1,0.0
20170109:1910,0.0,0.0,0.0,0.0,0.0,-17.17,1.31,0.0
20170109:2010,0.0,0.0,0.0,0.0,0.0,-17.43,1.17,0.0
20170109:2110,0.0,0.0,0.0,0.0,0.0,-17.7,1.17,0.0
20170109:2210,0.0,0.0,0.0,0.0,0.0,-17.86,1.1,0.0
20170109:2310,0.0,0.0,0.0,0.0,0.0,-18.21,1.03,0.0
20170110:0010,0.0,0.0,0.0,0.0,0.0,-18.52,0.9,0.0
20170110:0110,0.0,0.0,0.0,0.0,0.0,-18.56,0.97,0.0
20170110:0210,0.0,0.0,0.0,0.0,0.0,-18.5,1.03,0.0
20170110:0310,0.0,0.0,0.0,0.0,0.0,-18.52,1.1,0.0
20170110:0410,0.0,0.0,0.0,0.0,0.0,-18.38,1.24,0.0
20170110:0510,0.0,0.0,0.0,0.0,0.0,-18.1,1.31,0.0
20170110:0610,0.0,0.0,0.0,0.0,0.0,-18.08,1.38,0.0
20170110:0710,19382000.0,113.75,96.85,2.14,10.15,-16.87,1.52,0.0
20170110:0810,12064000.0,19.86,117.94,2.58,17.37,-15.75,1.66,0.0
20170110:0910,14939000.0,17.52,149.75,3.28,22.53,-14.61,1.79,0.0
20170110:1010,9195000.0,0.0,110.17,2.35,25.11,-13.41,1.93,0.0
20170110:1110,7152000.0,0.0,89.4,1.91,24.79,-12.69,1.93,0.0
20170110:1210,13089000.0,12.47,137.76,3.01,21.62,-12.15,1.93,0.0
20170110:1310,7820000.0,4.54,92.0,1.99,15.98,-12.06,1.86,0.0
20170110:1410,8529000.0,42.01,63.37,1.43,8.39,-12.33,1.59,0.0
20170110:1510,0.0,0.0,0.0,0.0,0.0,-12.85,1.31,0.0
20170110:1610,0.0,0.0,0.0,0.0,0.0,-13.42,1.31,0.0
20170110:1710,0.0,0.0,0.0,0.0,0.0,-13.89,1.17,0.0
20170110:1810,0.0,0.0,0.0,0.0,0.0,-14.18,0.97,0.0
20170110:1910,0.0,0.0,0.0,0.0,0.0,-14.82,0.9,0.0
20170110:2010,0.0,0.0,0.0,0.0,0.0,-14.93,0.83,0.0
20170110:2110,0.0,0.0,0.0,0.0,0.0,-14.95,0.62,0.0
20170110:2210,0.0,0.0,0.0,0.0,0.0,-14.83,0.41,0.0
20170110:2310,0.0,0.0,0.0,0.0,0.0,-14.7,0.41,0.0
20170111:0010,0.0,0.0,0.0,0.0,0.0,-14.71,0.28,0.0
20170111:0110,0.0,0.0,0.0,0.0,0.0,-14.57,0.48,0.0
20170111:0210,0.0,0.0,0.0,0.0,0.0,-14.68,0.83,0.0
20170111:0310,0.0,0.0,0.0,0.0,0.0,-15.54,0.9,0.0
20170111:0410,0.0,0.0,0.0,0.0,0.0,-16.36,1.1,0.0
20170111:0510,0.0,0.0,0.0,0.0,0.0,-17.54,1.31,0.0
20170111:0610,0.0,0.0,0.0,0.0,0.0,-18.11,1.24,0.0
20170111:0710,11801000.0,53.14,82.19,1.79,10.22,-16.25,1.24,0.0
20170111:0810,65918000.0,620.15,92.69,5.78,17.46,-14.34,0.97,0.0
20170111:0910,21344000.0,56.71,177.82,4.03,22.65,-11.9,0.83,0.0
20170111:1010,25553000.0,74.1,205.13,4.72,25.25,-10.65,0.83,0.0
20170111:1110,20726000.0,42.48,187.72,4.22,24.96,-10.05,0.83,0.0
20170111:1210,29524000.0,128.2,194.88,4.74,21.8,-8.88,0.76,0.0
20170111:1310,37125000.0,263.58,146.89,4.36,16.15,-7.07,0.48,0.0
20170111:1410,16329000.0,115.2,77.37,1.89,8.57,-6.92,0.28,0.0
20170111:1510,0.0,0.0,0.0,0.0,0.0,-7.43,0.28,0.0
20170111:1610,0.0,0.0,0.0,0.0,0.0,-8.07,0.28,0.0
20170111:1710,0.0,0.0,0.0,0.0,0.0,-8.68,0.41,0.0
20170111:1810,0.0,0.0,0.0,0.0,0.0,-9.4,0.62,0.0
20170111:1910,0.0,0.0,0.0,0.0,0.0,-11.15,0.9,0.0
20170111:2010,0.0,0.0,0.0,0.0,0.0,-12.26,1.17,0.0
20170111:2110,0.0,0.0,0.0,0.0,0.0,-13.63,1.38,0.0
20170111:2210,0.0,0.0,0.0,0.0,0.0,-14.96,1.52,0.0
20170111:2310,0.0,0.0,0.0,0.0,0.0,-16.52,1.72,0.0
20170112:0010,0.0,0.0,0.0,0.0,0.0,-17.87,1.79,0.0
20170112:0110,0.0,0.0,0.0,0.0,0.0,-18.64,1.86,0.0
20170112:0210,0.0,0.0,0.0,0.0,0.0,-19.2,1.93,0.0
20170112:0310,0.0,0.0,0.0,0.0,0.0,-19.62,1.93,0.0
20170112:0410,0.0,0.0,0.0,0.0,0.0,-20.02,2.0,0.0
20170112:0510,0.0,0.0,0.0,0.0,0.0,-20.32,2.07,0.0
20170112:0610,0.0,0.0,0.0,0.0,0.0,-20.55,2.14,0.0
20170112:0710,6010000.0,13.18,62.27,1.35,10.3,-19.62,2.07,0.0
20170112:0810,62119000.0,523.56,130.42,5.55,17.56,-16.68,1.86,0.0
20170112:0910,17512000.0,30.4,163.49,3.62,22.77,-13.28,1.86,0.0
20170112:1010,29278000.0,100.44,215.81,5.07,25.4,-10.37,2.0,0.0
20170112:1110,15342000.0,14.1,162.46,3.55,25.13,-7.12,2.14,0.0
20170112:1210,39694000.0,230.37,205.22,5.51,21.98,-4.62,2.28,0.0
20170112:1310,7827000.0,6.71,93.26,2.02,16.34,-3.17,2.21,0.0
20170112:1410,7332000.0,31.98,63.87,1.43,8.75,-3.1,2.14,0.0
20170112:1510,0.0,0.0,0.0,0.0,0.0,-4.03,1.93,0.0
20170112:1610,0.0,0.0,0.0,0.0,0.0,-5.62,1.93,0.0
20170112:1710,0.0,0.0,0.0,0.0,0.0,-6.66,1.86,0.0
20170112:1810,0.0,0.0,0.0,0.0,0.0,-8.07,1.86,0.0
20170112:1910,0.0,0.0,0.0,0.0,0.0,-9.55,2.0,0.0
20170112:2010,0.0,0.0,0.0,0.0,0.0,-10.56,1.93,0.0
20170112:2110,0.0,0.0,0.0,0.0,0.0,-11.01,1.86,0.0
20170112:2210,0.0,0.0,0.0,0.0,0.0,-11.19,1.79,0.0
20170112:2310,0.0,0.0,0.0,0.0,0.0,-11.53,1.79,0.0
20170113:0010,0.0,0.0,0.0,0.0,0.0,-12.05,1.79,0.0
20170113:0110,0.0,0.0,0.0,0.0,0.0,-12.5,1.79,0.0
20170113:0210,0.0,0.0,0.0,0.0,0.0,-12.65,1.79,0.0
20170113:0310,0.0,0.0,0.0,0.0,0.0,-12.48,1.79,0.0
20170113:0410,0.0,0.0,0.0,0.0,0.0,-12.2,1.79,0.0
20170113:0510,0.0,0.0,0.0,0.0,0.0,-12.23,1.79,0.0
20170113:0610,0.0,0.0,0.0,0.0,0.0,-12.3,1.86,0.0
20170113:0710,8412000.0,29.42,73.43,1.6,10.39,-11.68,1.79,0.0
20170113:0810,55066000.0,452.28,149.35,5.34,17.67,-8.21,1.59,0.0
20170113:0910,19344000.0,45.4,175.16,3.93,22.91,-4.28,1.52,0.0
20170113:1010,51206000.0,330.64,240.18,6.84,25.56,-3.36,1.52,0.0
20170113:1110,29598000.0,114.28,218.68,5.22,25.3,-1.44,1.59,0.0
20170113:1210,50993000.0,384.59,193.74,6.38,22.16,0.38,1.59,0.0
20170113:1310,44826000.0,379.37,130.53,4.95,16.52,0.72,1.52,0.0
20170113:1410,6448000.0,25.75,61.37,1.37,8.93,-0.07,1.38,0.0
20170113:1510,0.0,0.0,0.0,0.0,0.0,-1.15,1.66,0.0
20170113:1610,0.0,0.0,0.0,0.0,0.0,-2.45,1.79,0.0
20170113:1710,0.0,0.0,0.0,0.0,0.0,-3.19,1.86,0.0
20170113:1810,0.0,0.0,0.0,0.0,0.0,-3.71,1.93,0.0
20170113:1910,0.0,0.0,0.0,0.0,0.0,-2.86,1.93,0.0
20170113:2010,0.0,0.0,0.0,0.0,0.0,-2.61,1.93,0.0
20170113:2110,0.0,0.0,0.0,0.0,0.0,-2.59,2.0,0.0
20170113:2210,0.0,0.0,0.0,0.0,0.0,-3.23,2.07,0.0
20170113:2310,0.0,0.0,0.0,0.0,0.0,-3.85,2.0,0.0
20170114:0010,0.0,0.0,0.0,0.0,0.0,-4.58,2.14,0.0
20170114:0110,0.0,0.0,0.0,0.0,0.0,-5.18,2.28,0.0
20170114:0210,0.0,0.0,0.0,0.0,0.0,-5.27,2.28,0.0
20170114:0310,0.0,0.0,0.0,0.0,0.0,-5.51,2.21,0.0
20170114:0410,0.0,0.0,0.0,0.0,0.0,-5.27,2.0,0.0
20170114:0510,0.0,0.0,0.0,0.0,0.0,-4.15,1.72,0.0
20170114:0610,0.0,0.0,0.0,0.0,0.0,-3.58,1.59,0.0
20170114:0710,6753000.0,19.44,69.22,1.5,10.48,-2.83,1.17,0.0
20170114:0810,2547000.0,0.0,41.54,0.89,17.79,-1.23,0.97,0.0
20170114:0910,5260000.0,0.0,73.15,1.56,23.05,0.11,0.83,0.0
20170114:1010,15196000.0,14.22,167.03,3.64,25.73,0.66,1.24,0.0
20170114:1110,4271000.0,0.0,62.31,1.33,25.48,1.78,1.31,0.0
20170114:1210,3718000.0,0.0,55.99,1.2,22.35,2.22,1.52,0.0
20170114:1310,3578000.0,0.0,54.18,1.16,16.72,1.36,1.52,0.0
20170114:1410,370000.0,0.0,12.64,0.27,9.12,0.48,1.31,0.0
20170114:1510,0.0,0.0,0.0,0.0,0.0,-0.84,1.24,0.0
20170114:1610,0.0,0.0,0.0,0.0,0.0,-1.8,1.17,0.0
20170114:1710,0.0,0.0,0.0,0.0,0.0,-1.57,1.17,0.0
20170114:1810,0.0,0.0,0.0,0.0,0.0,-2.42,1.24,0.0
20170114:1910,0.0,0.0,0.0,0.0,0.0,-3.05,1.1,0.0
20170114:2010,0.0,0.0,0.0,0.0,0.0,-3.53,1.03,0.0
20170114:2110,0.0,0.0,0.0,0.0,0.0,-4.37,1.03,0.0
20170114:2210,0.0,0.0,0.0,0.0,0.0,-5.32,1.1,0.0
20170114:2310,0.0,0.0,0.0,0.0,0.0,-6.11,1.1,0.0
20170115:0010,0.0,0.0,0.0,0.0,0.0,-6.76,0.97,0.0
20170115:0110,0.0,0.0,0.0,0.0,0.0,-7.26,0.97,0.0
20170115:0210,0.0,0.0,0.0,0.0,0.0,-8.21,0.97,0.0
20170115:0310,0.0,0.0,0.0,0.0,0.0,-11.4,1.03,0.0
20170115:0410,0.0,0.0,0.0,0.0,0.0,-12.71,1.03,0.0
20170115:0510,0.0,0.0,0.0,0.0,0.0,-14.0,1.03,0.0
20170115:0610,0.0,0.0,0.0,0.0,0.0,-14.15,1.03,0.0
20170115:0710,16867000.0,93.12,95.48,2.12,10.58,-13.24,0.9,0.0
