rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/entropy_loss,train/std
35550.52860101001,336.0,280576,137,17,15699,3936834.4890625,0.06455078125,-0.006717338095768355,1360,5.960464477539063e-08,1936212.375,0.0003,0.0065893624,0.2,-2.6644622832536697,0.6050417423248291
35363.05358414,336.0,282624,138,17,15801,3594187.5578125,0.04697265625,-0.005740725087525789,1370,0.0,1825549.625,0.0003,0.005273649,0.2,-2.6657570295035837,0.6064233183860779
35239.09905193,336.0,284672,139,17,15903,2918355.4765625,0.056640625,-0.005941873975098133,1380,0.0,1616677.25,0.0003,0.0069343294,0.2,-2.664133546501398,0.6043562293052673
36056.488248,336.0,286720,140,17,16004,3155297.5640625,0.080029296875,-0.010194735576078529,1390,0.0,1577550.75,0.0003,0.008250281,0.2,-2.6573837704956533,0.6038519740104675
35819.81380329001,336.0,288768,141,17,16104,3867034.478125,0.044677734375,-0.004890797965344973,1400,5.960464477539063e-08,2326037.0,0.0003,0.0063950242,0.2,-2.6555150493979456,0.603963315486908
36302.330843749995,336.0,290816,142,17,16205,3298740.67890625,0.079541015625,-0.009231696961796843,1410,1.7881393432617188e-07,1526208.625,0.0003,0.008082876,0.2,-2.6399633705616,0.5968180298805237
36556.03924782999,336.0,292864,143,17,16307,3413405.2296875,0.03369140625,-0.0033136743535578717,1420,0.0,1581735.5,0.0003,0.005626661,0.2,-2.6151781655848025,0.5937872529029846
36363.475309459995,336.0,294912,144,17,16410,3848745.56796875,0.044140625,-0.004970992204471258,1430,0.0,1935256.375,0.0003,0.005096734,0.2,-2.6053386837244035,0.5919262170791626
36299.83505052,336.0,296960,145,17,16511,2943355.170703125,0.062939453125,-0.006612324220623122,1440,0.0,1491047.625,0.0003,0.006228962,0.2,-2.609016275405884,0.5937920212745667
36725.85972548,336.0,299008,146,17,16612,4051196.8796875,0.04169921875,-0.004576475385692902,1450,-2.384185791015625e-07,2242620.75,0.0003,0.0057513416,0.2,-2.61083105802536,0.5916664004325867
37410.231989989996,336.0,301056,147,18,16713,4141793.61171875,0.047021484375,-0.005326711697853171,1460,0.0,2241648.5,0.0003,0.006564101,0.2,-2.6010238282382487,0.589707612991333
37523.857357329995,336.0,303104,148,18,16814,4117222.72109375,0.02626953125,-0.005263977715367218,1470,5.960464477539063e-08,2187290.5,0.0003,0.0053636725,0.2,-2.5870981670916082,0.5857802033424377
37250.96403711,336.0,305152,149,18,16915,3819338.13671875,0.057568359375,-0.007129609299590811,1480,0.0,1746359.875,0.0003,0.0066210004,0.2,-2.5697105929255484,0.5825260281562805
37535.96387126,336.0,307200,150,18,17016,2919431.215625,0.05771484375,-0.006551625388965476,1490,0.0,1372901.875,0.0003,0.006469597,0.2,-2.5518084943294523,0.5782042741775513
38057.06728617,336.0,309248,151,18,17117,4251154.1359375,0.04765625,-0.006272794233518652,1500,0.0,2050495.125,0.0003,0.0063945614,0.2,-2.5401959963142873,0.576629638671875
38170.26452798,336.0,311296,152,18,17220,3840606.03828125,0.0330078125,-0.003799256827915087,1510,-1.1920928955078125e-07,1716635.0,0.0003,0.0053051384,0.2,-2.5319023355841637,0.5750885009765625
38009.032081469995,336.0,313344,153,18,17321,3291839.56875,0.051513671875,-0.005495886622520629,1520,-1.1920928955078125e-07,1263034.75,0.0003,0.007330863,0.2,-2.520577135682106,0.571730375289917
37860.65915002999,336.0,315392,154,18,17422,3582928.29921875,0.048779296875,-0.006064268290356267,1530,0.0,1639792.5,0.0003,0.0057168743,0.2,-2.508271422237158,0.5692002177238464
38406.54137729,336.0,317440,155,18,17525,3438520.0828125,0.0638671875,-0.006362892137258313,1540,5.960464477539063e-08,1599540.125,0.0003,0.0064569814,0.2,-2.4921227380633355,0.5658693313598633
38429.761946009996,336.0,319488,156,18,17628,3491253.83828125,0.048974609375,-0.005608439434581669,1550,-1.1920928955078125e-07,1744606.375,0.0003,0.0060402155,0.2,-2.486169344186783,0.5670728087425232
38584.89774907,336.0,321536,157,18,17729,4277902.67578125,0.047607421875,-0.004488104511983693,1560,0.0,2213493.75,0.0003,0.0053343712,0.2,-2.4860724560916423,0.5658749938011169
38424.550386749994,336.0,323584,158,18,17833,3750967.2453125,0.053955078125,-0.006305345532018692,1570,0.0,1607359.5,0.0003,0.00619498,0.2,-2.4751283578574657,0.5625380277633667
38310.02007078,336.0,325632,159,18,17937,2940313.12578125,0.11884765625,-0.009985096743912436,1580,-1.1920928955078125e-07,1546194.0,0.0003,0.009615454,0.2,-2.4588521175086497,0.5599103569984436
38298.212648990004,336.0,327680,160,18,18041,3572332.84453125,0.064306640625,-0.005786361284845043,1590,0.0,1628618.25,0.0003,0.007191099,0.2,-2.4487819880247117,0.558575451374054
38501.37638601999,336.0,329728,161,18,18145,3271336.85,0.072021484375,-0.006461652180587407,1600,0.0,1510259.0,0.0003,0.00718664,0.2,-2.4519337959587575,0.560804545879364
38706.0335297,336.0,331776,162,18,18247,4006058.44375,0.0736328125,-0.007317838082963135,1610,0.0,2192618.0,0.0003,0.007917367,0.2,-2.457739024609327,0.561225175857544
38265.96455896,336.0,333824,163,18,18351,4115099.1859375,0.03603515625,-0.004815476329531521,1620,1.1920928955078125e-07,2219745.75,0.0003,0.0056916075,0.2,-2.4459731452167035,0.5565060973167419
38452.00272805,336.0,335872,164,18,18455,3408464.08984375,0.061083984375,-0.006640332601091359,1630,-1.1920928955078125e-07,1897046.0,0.0003,0.0060902406,0.2,-2.4460661709308624,0.5606650710105896
38624.8974958,336.0,337920,165,18,18559,4218468.3125,0.054443359375,-0.0013387672588578425,1640,0.0,2301409.5,0.0003,0.006880995,0.2,-2.4560920886695383,0.5595411658287048
38541.65804732999,336.0,339968,166,18,18661,3064818.16328125,0.057470703125,-0.005639934204373276,1650,0.0,1576735.5,0.0003,0.0058772233,0.2,-2.443320392072201,0.5561450719833374
38716.49894458999,336.0,342016,167,18,18762,3946847.91953125,0.051953125,-0.006363417609827593,1660,-1.1920928955078125e-07,1770173.25,0.0003,0.00606275,0.2,-2.440452070534229,0.5584600567817688
38985.34792715,336.0,344064,168,18,18863,4280641.8640625,0.03857421875,-0.0053155740803049415,1670,0.0,2241518.0,0.0003,0.00477979,0.2,-2.440743273496628,0.557395339012146
39154.71124958,336.0,346112,169,18,18966,3912624.828125,0.0763671875,-0.006726510799489915,1680,0.0,1966865.125,0.0003,0.007563142,0.2,-2.4276833392679693,0.5541437268257141
39245.068219060006,336.0,348160,170,18,19070,3788410.60859375,0.04482421875,-0.00523743641533656,1690,0.0,1955339.375,0.0003,0.0054143993,0.2,-2.410020752996206,0.5509945750236511
39631.986528940004,336.0,350208,171,18,19172,3599242.81953125,0.02490234375,-0.002514698547020089,1700,5.960464477539063e-08,1999647.25,0.0003,0.004051355,0.2,-2.4001218892633913,0.5499941110610962
39573.15877455,336.0,352256,172,18,19276,4304663.94765625,0.06103515625,-0.005948565929429606,1710,5.960464477539063e-08,2151585.25,0.0003,0.007161024,0.2,-2.395946425199509,0.5499594807624817
39789.688524920006,336.0,354304,173,18,19378,3457534.5796875,0.053662109375,-0.005711913025879767,1720,5.960464477539063e-08,2099382.5,0.0003,0.006202923,0.2,-2.397053777426481,0.550687849521637
40094.38054646,336.0,356352,174,18,19481,4857489.93984375,0.074462890625,-0.0012475969837396407,1730,1.1920928955078125e-07,2103238.5,0.0003,0.008595828,0.2,-2.3915194146335126,0.5488191246986389
40550.651716830005,336.0,358400,175,18,19583,3977195.45234375,0.060302734375,-0.005640416726237163,1740,5.960464477539063e-08,1848533.25,0.0003,0.005472528,0.2,-2.382841284573078,0.5482657551765442
40532.23010032,336.0,360448,176,18,19690,4042089.2984375,0.06552734375,-0.00583596732467413,1750,0.0,2016949.75,0.0003,0.006602561,0.2,-2.3780609883368014,0.5475712418556213
40847.472208290004,336.0,362496,177,18,19790,3852845.50390625,0.036572265625,-0.004131058174243663,1760,1.1920928955078125e-07,1719339.625,0.0003,0.0050431592,0.2,-2.365070594102144,0.5447489619255066
40617.31867235,336.0,364544,178,18,19893,4025882.05859375,0.061474609375,-0.007070641536847689,1770,-1.1920928955078125e-07,2259723.0,0.0003,0.006510738,0.2,-2.354623457789421,0.5436102747917175
41131.11710418,336.0,366592,179,18,19994,3493808.48359375,0.05234375,-0.005040394591924268,1780,-1.1920928955078125e-07,1815623.375,0.0003,0.0057957163,0.2,-2.358560498803854,0.5464365482330322
40988.74073861001,336.0,368640,180,18,20095,4330056.815625,0.047314453125,-0.004980337382585276,1790,-1.1920928955078125e-07,2028543.5,0.0003,0.005770863,0.2,-2.358890313655138,0.5452621579170227
41083.813302669994,336.0,370688,181,18,20195,4100416.5578125,0.040478515625,-0.004996079530974385,1800,0.0,2219421.0,0.0003,0.0050955894,0.2,-2.3509013161063192,0.5443007349967957
41187.47114444,336.0,372736,182,18,20295,3549031.07578125,0.03515625,-0.004633922957873437,1810,0.0,1624150.375,0.0003,0.0053359494,0.2,-2.3517687045037747,0.5441385507583618
40842.75592832,336.0,374784,183,18,20397,3516749.309375,0.11806640625,0.007042938376253005,1820,-1.1920928955078125e-07,1934431.25,0.0003,0.015099373,0.2,-2.351097750663757,0.5432599186897278
40311.68119054,336.0,376832,184,18,20498,3685956.465625,0.0857421875,-0.007476333191152662,1830,0.0,1677337.875,0.0003,0.0076427027,0.2,-2.3476103596389293,0.5425860285758972
40365.8838907,336.0,378880,185,18,20599,3227127.271875,0.06748046875,-0.005597719150682678,1840,0.0,1480987.0,0.0003,0.007886254,0.2,-2.3394127905368807,0.5400514602661133
40336.93514783001,336.0,380928,186,18,20700,3185992.28125,0.0427734375,-0.003936089838680346,1850,0.0,1654826.0,0.0003,0.005153367,0.2,-2.330724178999662,0.5385341048240662
39709.82765072,336.0,382976,187,18,20801,3502053.8921875,0.05859375,-0.005343695252668113,1860,-1.1920928955078125e-07,1562329.75,0.0003,0.006606706,0.2,-2.3250928193330767,0.5374874472618103
39778.75021132999,336.0,385024,188,18,20900,2684334.808203125,0.067041015625,-0.008446139284933452,1870,-1.1920928955078125e-07,1576023.5,0.0003,0.006577106,0.2,-2.3210576087236405,0.536231279373169
39503.030813230005,336.0,387072,189,18,21001,3940885.7078125,0.064599609375,-0.007242808636510745,1880,0.0,1803701.75,0.0003,0.006828295,0.2,-2.3166721045970915,0.5347641110420227
39187.856723770004,336.0,389120,190,18,21102,3584316.15390625,0.047705078125,-0.0036285539266827983,1890,0.0,1991157.5,0.0003,0.0055483244,0.2,-2.317998243868351,0.5358295440673828
39049.152176760006,336.0,391168,191,18,21203,3260391.496875,0.061376953125,-0.0049340097408276055,1900,1.1920928955078125e-07,1637783.125,0.0003,0.006663561,0.2,-2.3155121482908725,0.5342238545417786
38749.28995807,336.0,393216,192,18,21313,3785542.209375,0.045703125,-0.005362877364677843,1910,0.0,1797439.125,0.0003,0.006282054,0.2,-2.3039160698652266,0.5323279500007629
38732.90418422,336.0,395264,193,18,21414,3378399.95859375,0.080517578125,-0.0057776240471866915,1920,-1.1920928955078125e-07,2013592.625,0.0003,0.007699937,0.2,-2.2944950267672537,0.5320050120353699
38867.263313519994,336.0,397312,194,18,21514,3536280.6609375,0.033740234375,-0.004018719384475844,1930,0.0,1908041.75,0.0003,0.0041247476,0.2,-2.2897535242140292,0.5313652157783508
38648.494789129996,336.0,399360,195,18,21616,3936943.68046875,0.081640625,-0.007890723369200714,1940,5.960464477539063e-08,1689618.25,0.0003,0.0070041837,0.2,-2.287512069195509,0.5314176678657532
38398.43923598,336.0,401408,196,18,21717,3174153.4390625,0.032666015625,-0.0031972791024600157,1950,-1.1920928955078125e-07,1418354.5,0.0003,0.0054500066,0.2,-2.289843720197678,0.5322183966636658
38240.64062471,336.0,403456,197,18,21818,3718795.67734375,0.0494140625,-0.004423259454051731,1960,5.960464477539063e-08,1908633.875,0.0003,0.0077349013,0.2,-2.292546917498112,0.5325360298156738
38201.78023392,336.0,405504,198,18,21923,3391045.40546875,0.03876953125,-0.005462994836852886,1970,1.1920928955078125e-07,1887947.0,0.0003,0.005315599,0.2,-2.2882165253162383,0.5304016470909119
38149.526262809995,336.0,407552,199,18,22024,3015023.743359375,0.0400390625,-0.003934820498398039,1980,5.960464477539063e-08,1407393.375,0.0003,0.0051134676,0.2,-2.27710117995739,0.5287824273109436
38356.61379991,336.0,409600,200,18,22124,3970041.43671875,0.051318359375,-0.005207812672597356,1990,0.0,1860739.25,0.0003,0.0066794106,0.2,-2.263385485857725,0.5258012413978577
38150.62074718,336.0,411648,201,18,22226,3267981.09375,0.039208984375,-0.0038807645192719064,2000,5.960464477539063e-08,1935417.0,0.0003,0.004450189,0.2,-2.244492304325104,0.5230477452278137
38139.56582411,336.0,413696,202,18,22330,3106685.81328125,0.075244140625,-0.006432165793376044,2010,1.1920928955078125e-07,1517002.625,0.0003,0.007734652,0.2,-2.232990374416113,0.5220987200737
38612.336236560004,336.0,415744,203,18,22431,3363154.39609375,0.06875,-0.006786562548950314,2020,0.0,1593142.375,0.0003,0.006081188,0.2,-2.2239202082157137,0.5200980305671692
38793.25494407,336.0,417792,204,18,22534,3782362.51171875,0.062451171875,-0.004786722404242027,2030,0.0,1659240.0,0.0003,0.0067036804,0.2,-2.217682834714651,0.5203059315681458
38718.959776129996,336.0,419840,205,18,22639,3643800.9546875,0.0455078125,-0.005536650127760367,2040,5.960464477539063e-08,2079764.125,0.0003,0.0051010572,0.2,-2.2148656390607355,0.5198933482170105
38974.71360705,336.0,421888,206,18,22742,4378873.26953125,0.056982421875,-0.005411860038293526,2050,1.1920928955078125e-07,1917957.625,0.0003,0.0069486424,0.2,-2.2174060590565206,0.5221091508865356
39205.005821540006,336.0,423936,207,18,22844,3685348.9984375,0.05068359375,-0.004494200578483288,2060,0.0,1861610.75,0.0003,0.0063354727,0.2,-2.218646800518036,0.5207400918006897
38954.51622612,336.0,425984,208,18,22945,3633889.17265625,0.043505859375,-0.0046602564500062725,2070,-1.1920928955078125e-07,1737606.375,0.0003,0.0052811513,0.2,-2.2209909103810785,0.5215228796005249
39346.6686517,336.0,428032,209,18,23052,3504970.69921875,0.06005859375,-0.0015333364681282546,2080,0.0,1539412.375,0.0003,0.009524139,0.2,-2.2184126414358616,0.5196425318717957
39273.664254639996,336.0,430080,210,18,23154,4650873.71015625,0.08671875,-0.007922252509160899,2090,2.384185791015625e-07,2899577.5,0.0003,0.008776361,0.2,-2.2083603233098983,0.5182114839553833
39618.29608631,336.0,432128,211,18,23255,3693598.30703125,0.064697265625,-0.006091534082952421,2100,5.960464477539063e-08,1775088.375,0.0003,0.006962962,0.2,-2.195604484528303,0.5153915286064148
39613.900200129996,336.0,434176,212,18,23361,3724762.55,0.075390625,-0.00704188448144123,2110,0.0,1619109.875,0.0003,0.007844411,0.2,-2.1887512274086474,0.5162845849990845
39568.52719761,336.0,436224,213,18,23465,3642181.50625,0.038427734375,-0.005734650408703601,2120,0.0,1625665.0,0.0003,0.0049837595,0.2,-2.1873579896986484,0.5147104859352112
39912.103199029996,336.0,438272,214,18,23567,3731669.2515625,0.067138671875,-0.006153296346747083,2130,5.960464477539063e-08,2052968.125,0.0003,0.0071415296,0.2,-2.1879393465816976,0.5168545842170715
40397.86434526,336.0,440320,215,18,23670,3603475.1328125,0.111572265625,-0.011429885249526706,2140,5.960464477539063e-08,1784684.125,0.0003,0.010842231,0.2,-2.1813304841518404,0.5127630233764648
39812.411442729994,336.0,442368,216,18,23773,4287373.4875,0.0552734375,-0.007461804813647177,2150,0.0,2116404.5,0.0003,0.0063501177,0.2,-2.1736616238951685,0.5140966773033142
39843.65160243001,336.0,444416,217,18,23875,2971703.119921875,0.066259765625,-0.00619183204107685,2160,0.0,1558492.625,0.0003,0.0068513965,0.2,-2.187934412062168,0.5184473991394043
40680.06590459999,336.0,446464,218,18,23978,3641860.69921875,0.050537109375,-0.004856288736482384,2170,1.7881393432617188e-07,1958699.5,0.0003,0.00556201,0.2,-2.1915823094546796,0.5165196061134338
41210.88033229,336.0,448512,219,18,24081,4474240.496875,0.05341796875,-0.005794041951594409,2180,5.960464477539063e-08,2368453.25,0.0003,0.0066392208,0.2,-2.181682204455137,0.515147864818573
41382.73728596,336.0,450560,220,18,24185,4326763.5546875,0.042822265625,-0.003911356793832965,2190,0.0,2220449.5,0.0003,0.005949947,0.2,-2.166115277260542,0.5120189785957336
41013.10379985,336.0,452608,221,18,24288,4655843.69453125,0.066845703125,-0.006054967197269434,2200,0.0,2342477.25,0.0003,0.007502068,0.2,-2.1523059219121934,0.5114012360572815
41167.69193249,336.0,454656,222,18,24392,3271341.1015625,0.066064453125,-0.005606249172706157,2210,1.1920928955078125e-07,1461062.125,0.0003,0.007099119,0.2,-2.1412602074444296,0.5092695355415344
41339.134676789996,336.0,456704,223,18,24494,3950985.0671875,0.052734375,-0.006380413059378043,2220,5.960464477539063e-08,1721622.0,0.0003,0.0057111643,0.2,-2.1246012352406978,0.5063056349754333
41852.6321432,336.0,458752,224,18,24596,4070811.91640625,0.035107421875,-0.00430712681991281,2230,0.0,2410660.5,0.0003,0.0028111043,0.2,-2.1069673977792265,0.5047264695167542
41825.76937455,336.0,460800,225,18,24697,4354416.56640625,0.075244140625,-0.006455629665288143,2240,5.960464477539063e-08,1822353.125,0.0003,0.0068843123,0.2,-2.0985465280711653,0.5041424632072449
41491.661277759995,336.0,462848,226,18,24799,3813482.07265625,0.05625,-0.005413788848090917,2250,1.1920928955078125e-07,2104191.5,0.0003,0.006757018,0.2,-2.0885126799345017,0.5015763640403748
41641.01712516,336.0,464896,227,18,24902,3543567.8578125,0.036962890625,-0.003536318310943898,2260,-1.1920928955078125e-07,2025642.75,0.0003,0.004683393,0.2,-2.067278245091438,0.4972725212574005
41326.58243922,336.0,466944,228,18,25004,4278528.24765625,0.041162109375,-0.004463222132471856,2270,0.0,2315032.75,0.0003,0.0042888513,0.2,-2.052785102277994,0.49621984362602234
40996.22602861,336.0,468992,229,18,25105,3483019.8078125,0.05205078125,-0.005027418029931141,2280,1.1920928955078125e-07,1901581.25,0.0003,0.0056772623,0.2,-2.0447437681257723,0.49411845207214355
41210.98687306001,336.0,471040,230,18,25206,3210621.63203125,0.059423828125,-0.004987655713921413,2290,1.1920928955078125e-07,1765850.0,0.0003,0.006893235,0.2,-2.0384337663650514,0.4945546090602875
40792.624516699994,336.0,473088,231,18,25308,3765880.7703125,0.074560546875,-0.007249312609201297,2300,0.0,1963264.25,0.0003,0.0069246446,0.2,-2.0395730912685393,0.4940691888332367
40911.25549673,336.0,475136,232,18,25410,3033043.8640625,0.04267578125,-0.003085028630448505,2310,0.0,1823090.75,0.0003,0.005399041,0.2,-2.0360853753983976,0.4932739734649658
40763.378786600006,336.0,477184,233,18,25511,3127562.608984375,0.067138671875,-0.006845739478012547,2320,0.0,1582889.25,0.0003,0.007469343,0.2,-2.028946317732334,0.49207019805908203
41029.19131515,336.0,479232,234,18,25612,3219886.96171875,0.033837890625,-0.0026954046719765757,2330,1.1920928955078125e-07,1411125.0,0.0003,0.0045517827,0.2,-2.0270296044647695,0.49237117171287537
40683.39258312,336.0,481280,235,18,25715,4390741.8234375,0.0474609375,-0.004466782400413649,2340,0.0,1815170.5,0.0003,0.0064508566,0.2,-2.024258352816105,0.4907923638820648
40480.608583140005,336.0,483328,236,18,25816,3612241.6703125,0.051123046875,-0.0049315659889543895,2350,-1.1920928955078125e-07,1726408.875,0.0003,0.0057757236,0.2,-2.014510025084019,0.4898025691509247
40654.15640197999,336.0,485376,237,18,25917,3729271.6734375,0.027197265625,-0.0018124773196177557,2360,0.0,1826205.75,0.0003,0.0046936646,0.2,-2.010691429674625,0.49025973677635193
40657.74965857,336.0,487424,238,18,26019,4192700.41953125,0.06044921875,-0.006520585174439475,2370,1.1920928955078125e-07,2144936.0,0.0003,0.006354139,0.2,-2.008993561565876,0.48933979868888855
40049.26187056001,336.0,489472,239,18,26120,3718061.734375,0.029833984375,-0.00201393237002776,2380,0.0,1994778.125,0.0003,0.0050140447,0.2,-2.0041841343045235,0.4878927171230316
39422.281332030005,336.0,491520,240,18,26222,2980791.393359375,0.0740234375,-0.007407546232570894,2390,-1.1920928955078125e-07,1615603.75,0.0003,0.008092567,0.2,-2.0010223377496006,0.4881363809108734
39511.92003756,336.0,493568,241,18,26327,2955747.759375,0.0560546875,-0.004090401873691007,2400,0.0,1316552.0,0.0003,0.005497245,0.2,-1.9935884956270455,0.4858381748199463
39928.31683234,336.0,495616,242,18,26428,4112324.04921875,0.032275390625,-0.0037547355226706714,2410,1.1920928955078125e-07,1848182.25,0.0003,0.005336886,0.2,-1.9768538113683463,0.48258176445961
39889.363069959996,336.0,497664,243,18,26529,4400757.421875,0.068310546875,-0.006245518963260111,2420,5.960464477539063e-08,2008477.0,0.0003,0.0063989013,0.2,-1.970148018375039,0.4839710295200348
40217.395275270006,336.0,499712,244,18,26636,3798267.840625,0.04765625,-0.004332742199767381,2430,0.0,1892635.0,0.0003,0.005874454,0.2,-1.975734382495284,0.48390403389930725
40186.374254220005,336.0,501760,245,18,26740,3512992.56796875,0.077685546875,-0.007559718206175603,2440,0.0,1821922.625,0.0003,0.007444094,0.2,-1.9761949960142373,0.48279842734336853
40286.850197199994,336.0,503808,246,18,26860,3781155.93515625,0.03427734375,-0.002202982737799175,2450,1.1920928955078125e-07,2050342.25,0.0003,0.004849836,0.2,-1.9737209249287844,0.4827359914779663
40421.01133700999,336.0,505856,247,18,26978,3633955.38203125,0.0509765625,-0.0040551620972109955,2460,0.0,1344052.625,0.0003,0.0059970533,0.2,-1.9729746133089066,0.48271703720092773
40550.19904631001,336.0,507904,248,18,27088,3098205.16171875,0.062548828125,-0.005284612182003911,2470,0.0,1783168.75,0.0003,0.0052401815,0.2,-1.9757525708526373,0.4839974641799927
41029.16926075999,336.0,509952,249,18,27219,3745948.44921875,0.081103515625,-0.005595426954096183,2480,0.0,2134967.75,0.0003,0.005740145,0.2,-1.9807397652417422,0.4840652644634247
41195.77446581,336.0,512000,250,18,27340,4132607.8109375,0.031298828125,-0.0039090498692530675,2490,1.1920928955078125e-07,1979242.125,0.0003,0.005447882,0.2,-1.9837313059717416,0.48454761505126953
41008.31431011,336.0,514048,251,18,27468,4070151.259375,0.035009765625,-0.002508259846945293,2500,0.0,2002184.375,0.0003,0.0047829505,0.2,-1.989367014914751,0.48583880066871643
40452.95439177999,336.0,516096,252,18,27581,3236460.0390625,0.081005859375,0.003313334546692204,2510,-1.1920928955078125e-07,1806453.25,0.0003,0.024822883,0.2,-1.9966838832944631,0.48694682121276855
40275.85741914,336.0,518144,253,18,27694,3320748.94375,0.037890625,-0.003687635505775688,2520,0.0,1192531.75,0.0003,0.0050615612,0.2,-2.004410073161125,0.4877730906009674
40570.69113572999,336.0,520192,254,18,27822,3591306.41171875,0.07578125,-0.006967564517981373,2530,5.960464477539063e-08,1939625.125,0.0003,0.007929957,0.2,-2.004792058467865,0.48746588826179504
40593.31927178,336.0,522240,255,18,27940,4174399.71875,0.054052734375,-0.003852546746202279,2540,5.960464477539063e-08,2418894.5,0.0003,0.005961797,0.2,-1.999807985126972,0.4868180453777313
40998.91091636,336.0,524288,256,18,28056,2951021.61015625,0.041064453125,-0.00414142383961007,2550,-2.384185791015625e-07,1387840.75,0.0003,0.0055117947,0.2,-1.9906549524515866,0.486101359128952
41035.89214283,336.0,526336,257,18,28166,4164341.64140625,0.06865234375,-0.0062055201036855575,2560,0.0,2655467.5,0.0003,0.0066208057,0.2,-1.9794366836547852,0.4835655391216278
40854.05861756,336.0,528384,258,18,28275,3889173.29375,0.081689453125,-0.006683689972851426,2570,5.960464477539063e-08,2026430.5,0.0003,0.007959729,0.2,-1.972285033762455,0.4829348623752594
40783.54629467,336.0,530432,259,18,28388,3619624.8203125,0.069482421875,-0.005084940580127295,2580,1.1920928955078125e-07,1951927.375,0.0003,0.0053698476,0.2,-1.971746862307191,0.48305225372314453
40796.8660724,336.0,532480,260,18,28517,3985895.15234375,0.0794921875,-0.005974398464604747,2590,-1.1920928955078125e-07,2108292.5,0.0003,0.008274099,0.2,-1.9644841928035022,0.4800347089767456
41071.002181100004,336.0,534528,261,18,28631,3672321.70546875,0.05947265625,-0.0042981185906683095,2600,0.0,1797426.375,0.0003,0.004847479,0.2,-1.9507109824568034,0.47792649269104004
40665.19941092,336.0,536576,262,18,28743,3769159.24609375,0.23623046875,0.02838778162986273,2610,0.0,1976047.0,0.0003,0.05434963,0.2,-1.9480552464723586,0.47925665974617004
40404.09851676,336.0,538624,263,18,28853,3091228.523828125,0.06259765625,-0.004347905910981354,2620,5.960464477539063e-08,1535855.75,0.0003,0.0041539003,0.2,-1.952510369569063,0.47936105728149414
40552.37748184,336.0,540672,264,18,28963,2870359.95703125,0.062158203125,-0.004978885055606952,2630,0.0,1300392.125,0.0003,0.007131534,0.2,-1.9489039845764637,0.47775569558143616
40207.69150598,336.0,542720,265,18,29081,3476769.125,0.04697265625,-0.0037120374909136444,2640,5.960464477539063e-08,1768404.25,0.0003,0.007196714,0.2,-1.9465325772762299,0.4781479835510254
40068.36121441,336.0,544768,266,18,29186,3262324.87890625,0.080126953125,-0.00782564188739343,2650,-1.1920928955078125e-07,1541369.5,0.0003,0.008031804,0.2,-1.9382511924952268,0.47506725788116455
40142.91614076,336.0,546816,267,18,29286,3771474.9765625,0.04912109375,-0.005194519276847132,2660,0.0,1914258.0,0.0003,0.004139198,0.2,-1.930219530686736,0.47460076212882996
40971.01490686,336.0,548864,268,18,29387,3922601.14609375,0.042529296875,-0.003375511398189701,2670,0.0,2442464.75,0.0003,0.0050839228,0.2,-1.9317497365176677,0.47507762908935547
40788.48742731001,336.0,550912,269,18,29503,3445501.55390625,0.051513671875,-0.00417644339177059,2680,0.0,2102133.0,0.0003,0.0057660937,0.2,-1.9307528100907803,0.4757673442363739
40727.10429632,336.0,552960,270,18,29616,3641145.50859375,0.10029296875,-0.00827256693810341,2690,-1.1920928955078125e-07,1956016.625,0.0003,0.0077565904,0.2,-1.9343688562512398,0.47758007049560547
40688.24179706999,336.0,555008,271,18,29729,3340362.07109375,0.054345703125,-0.004786865595087874,2700,5.960464477539063e-08,1695593.5,0.0003,0.005547417,0.2,-1.9365382298827172,0.47587600350379944
40275.970828749996,336.0,557056,272,18,29846,2835414.8828125,0.06748046875,-0.004683884957921691,2710,5.960464477539063e-08,1279124.75,0.0003,0.0072388407,0.2,-1.9286364421248436,0.474671334028244
40101.13958751,336.0,559104,273,18,29958,2828877.574609375,0.090966796875,-0.007794494966219645,2720,0.0,1512489.75,0.0003,0.008027409,0.2,-1.9229297254234552,0.4741939604282379
39931.39868206,336.0,561152,274,18,30066,3567586.6375,0.062939453125,-0.005591081905004102,2730,-1.1920928955078125e-07,1707827.0,0.0003,0.0066823554,0.2,-1.9202363174408674,0.47357186675071716
40142.47296494999,336.0,563200,275,18,30175,3564574.87890625,0.072314453125,-0.003521829545206856,2740,0.0,1795289.0,0.0003,0.008454409,0.2,-1.9170348972082139,0.4719858467578888
40145.71231228,336.0,565248,276,18,30286,4017743.0484375,0.051025390625,-0.0038845296527142636,2750,5.960464477539063e-08,2001280.25,0.0003,0.0063238395,0.2,-1.9172971546649933,0.4721262454986572
40113.49153303,336.0,567296,277,18,30394,4009863.309375,0.065087890625,-0.005596473673358559,2760,0.0,2254804.25,0.0003,0.00664361,0.2,-1.917611552029848,0.4718589782714844
40252.198314580004,336.0,569344,278,18,30502,3429612.2328125,0.07177734375,-0.006483651251619449,2770,-1.1920928955078125e-07,1463560.5,0.0003,0.0086437315,0.2,-1.9104531947523355,0.46999359130859375
