rollout/ep_len_mean,time/fps,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss
336.0,11,622,18527,-7812.84153324,208992,2415.0042898995534,208656,0.001,549690.7643229166
336.0,11,623,18555,-7885.08035958,209328,2466.1084314982095,208992,0.001,549424.6106422062
336.0,11,624,18586,-7894.299354760001,209664,2442.425770532517,209328,0.001,424006.77004278277
336.0,11,625,18617,-7867.072450510001,210000,2435.74005599249,209664,0.001,394550.40297154017
336.0,11,626,18647,-7811.570634450001,210336,2425.2451037452333,210000,0.001,585106.5336623419
336.0,11,627,18675,-7792.48923118,210672,2453.5655626569473,210336,0.001,556765.0787062872
336.0,11,628,18705,-7826.19488104,211008,2372.640166509719,210672,0.001,538713.9447021484
336.0,11,629,18735,-7808.550878880001,211344,2328.6434758504233,211008,0.001,595574.5640811012
336.0,11,630,18764,-7823.553172939999,211680,2382.6686603001185,211344,0.001,564410.1331380209
336.0,11,631,18792,-7802.57699288,212016,2339.144474574498,211680,0.001,489422.2966889881
336.0,11,632,18821,-7778.263907880001,212352,2393.149266197568,212016,0.001,514951.33469354536
336.0,11,633,18850,-7783.814170680001,212688,2390.9823915390743,212352,0.001,435526.39666457404
336.0,11,634,18879,-7783.342962930001,213024,2344.621290842692,212688,0.001,488299.41520182294
336.0,11,635,18908,-7740.936855540001,213360,2407.463884626116,213024,0.001,606858.0377952938
336.0,11,636,18937,-7706.47963397,213696,2373.6242713928223,213360,0.001,486783.57071940106
336.0,11,637,18966,-7676.350556340001,214032,2320.909946623303,213696,0.001,429967.006766183
336.0,11,638,18996,-7698.33052333,214368,2322.186062404088,214032,0.001,484844.739687965
336.0,11,639,19025,-7736.153403349999,214704,2281.3297155471073,214368,0.001,475245.1601329985
336.0,11,640,19053,-7792.19513461,215040,2388.079686301095,214704,0.001,734840.2007417225
336.0,11,641,19083,-7804.755090299999,215376,2449.135375613258,215040,0.001,444985.74697730655
336.0,11,642,19112,-7831.63914457,215712,2437.1465370541528,215376,0.001,539599.950764974
336.0,11,643,19141,-7791.21416207,216048,2438.204107557024,215712,0.001,722165.2430419922
336.0,11,644,19170,-7779.925503380001,216384,2397.8292883010135,216048,0.001,613349.0384405227
336.0,11,645,19198,-7819.28944964,216720,2429.232089451381,216384,0.001,557271.0303315662
336.0,11,646,19228,-7788.951322220001,217056,2362.9004614693777,216720,0.001,522770.94557989214
336.0,11,647,19257,-7828.9408135,217392,2364.1132525489443,217056,0.001,521114.7008114769
336.0,11,648,19285,-7807.03397833,217728,2351.623597644624,217392,0.001,497456.00413876487
336.0,11,649,19314,-7757.493145539999,218064,2403.1583004906065,217728,0.001,542458.0775204613
336.0,11,650,19343,-7739.86357708,218400,2329.5824025472007,218064,0.001,534186.5461658296
336.0,11,651,19372,-7786.040626539999,218736,2372.847446259998,218400,0.001,539679.7821916853
336.0,11,652,19405,-7781.1893815,219072,2432.451736631848,218736,0.001,540473.6553431919
336.0,11,653,19439,-7886.366302749999,219408,2422.0695630028135,219072,0.001,684712.8178478422
336.0,11,654,19469,-7863.846758989999,219744,2442.646361214774,219408,0.001,436084.2680547805
336.0,11,655,19497,-7946.93567356,220080,2410.79088810512,219744,0.001,504479.99534970237
336.0,11,656,19526,-7909.584498120001,220416,2438.7651261829196,220080,0.001,692460.0402599516
336.0,11,657,19555,-7938.89450759,220752,2422.988795507522,220416,0.001,445936.7783668155
336.0,11,658,19585,-7956.9052367,221088,2369.1968616303943,220752,0.001,465928.27215866814
336.0,11,659,19614,-8006.0817205,221424,2418.8162856329054,221088,0.001,511898.542015439
336.0,11,660,19643,-8084.68254066,221760,2435.0742770603724,221424,0.001,375925.9568801153
336.0,11,661,19671,-8084.09617475,222096,2374.4140928359257,221760,0.001,516946.30905877973
336.0,11,662,19701,-8090.57486225,222432,2413.2690767560684,222096,0.001,445632.80031622027
336.0,11,663,19730,-8034.909324640001,222768,2378.4890258425758,222432,0.001,621675.8094424293
336.0,11,664,19758,-8052.595026910001,223104,2389.7972128731863,222768,0.001,551888.8913109188
336.0,11,665,19787,-8063.26157345,223440,2475.6190532502674,223104,0.001,395490.07146344864
336.0,11,666,19816,-8005.340137519999,223776,2354.099063146682,223440,0.001,475499.32604399184
336.0,11,667,19846,-8027.1528050399975,224112,2386.7516564868747,223776,0.001,510154.6412062872
336.0,11,668,19875,-8024.064966349999,224448,2423.411744072324,224112,0.001,479969.33704194566
336.0,11,669,19904,-7975.227488719999,224784,2417.9575582231796,224448,0.001,464347.7654738653
336.0,11,670,19933,-7995.409911399998,225120,2389.551066807338,224784,0.001,566219.349109468
336.0,11,671,19963,-8016.4691958799995,225456,2422.0096568153017,225120,0.001,458819.3508765811
336.0,11,672,19992,-8048.356061039999,225792,2349.4300638834634,225456,0.001,628506.9288853237
336.0,11,673,20021,-8114.8934992800005,226128,2381.6597856794083,225792,0.001,596965.414109003
336.0,11,674,20051,-8063.80454705,226464,2375.4447717212497,226128,0.001,426555.7273879278
336.0,11,675,20081,-7972.53729056,226800,2456.9244991484143,226464,0.001,399070.08034551714
336.0,11,676,20110,-7940.924382529999,227136,2470.7658833095006,226800,0.001,444843.7355724516
336.0,11,677,20140,-7956.40609656,227472,2538.6674948192776,227136,0.001,536951.4435686384
336.0,11,678,20169,-7998.404819929998,227808,2481.634059361049,227472,0.001,750757.352562314
336.0,11,679,20198,-8021.814607149998,228144,2393.689314705985,227808,0.001,454445.98563058034
336.0,11,680,20228,-7992.007281609998,228480,2422.971660432361,228144,0.001,548955.3297526041
336.0,11,681,20257,-7975.663890659999,228816,2355.805896759033,228480,0.001,557686.6607956659
336.0,11,682,20287,-8018.7938425600005,229152,2300.1567956833615,228816,0.001,486644.36955915176
336.0,11,683,20318,-8036.316172069999,229488,2379.0845164344423,229152,0.001,507876.52913411456
336.0,11,684,20347,-8038.1565703999995,229824,2364.429944901239,229488,0.001,530085.0237978981
336.0,11,685,20377,-8009.275771879999,230160,2352.54512605213,229824,0.001,452348.0952264695
336.0,11,686,20408,-8000.352038010002,230496,2496.1777638026647,230160,0.001,501023.43054780504
336.0,11,687,20437,-7995.90165493,230832,2428.441618419829,230496,0.001,505995.891124907
336.0,11,688,20466,-8017.63170396,231168,2415.2858180091494,230832,0.001,485670.49339657737
336.0,11,689,20494,-7998.102316,231504,2392.124351501465,231168,0.001,503248.8620489211
336.0,11,690,20523,-8008.10273178,231840,2315.3899979364305,231504,0.001,515157.1223958333
336.0,11,691,20553,-8042.819986459999,232176,2389.0388753981815,231840,0.001,444592.5488630022
336.0,11,692,20581,-8024.477744839999,232512,2402.5693070547923,232176,0.001,544393.8851899647
336.0,11,693,20610,-8047.319601079998,232848,2397.7843431745255,232512,0.001,588753.288609096
336.0,11,694,20638,-8002.8151136199995,233184,2324.9879084995814,232848,0.001,375936.1873604911
336.0,11,695,20668,-7973.752524109999,233520,2418.250994546073,233184,0.001,501336.66980561754
336.0,11,696,20697,-7990.872754699999,233856,2352.5285522824242,233520,0.001,484080.3376348586
336.0,11,697,20725,-8039.104316849998,234192,2428.8805151439847,233856,0.001,493319.1061546689
336.0,11,698,20753,-8124.1560004699995,234528,2370.483054569789,234192,0.001,455861.74426850816
336.0,11,699,20783,-8105.16066786,234864,2361.135599408831,234528,0.001,591007.8819754465
336.0,11,700,20811,-8099.13030659,235200,2380.0337764195033,234864,0.001,478591.52031017485
336.0,11,701,20840,-8155.443831729999,235536,2353.092060452416,235200,0.001,522286.5847516741
336.0,11,702,20869,-8245.70752584,235872,2398.1453010922387,235536,0.001,630873.9226888021
336.0,11,703,20899,-8314.39255294,236208,2347.1250606718518,235872,0.001,564963.1686779204
336.0,11,704,20927,-8294.15823735,236544,2417.3422124953495,236208,0.001,481146.0108235677
336.0,11,705,20956,-8258.183157750002,236880,2361.0621405101956,236544,0.001,436963.9189918155
336.0,11,706,20985,-8269.3527544,237216,2391.3555103483654,236880,0.001,473609.7901785714
336.0,11,707,21014,-8297.76535482,237552,2440.0203655787877,237216,0.001,574745.818498884
336.0,11,708,21043,-8305.64330144,237888,2433.0664603823707,237552,0.001,515950.0296688988
336.0,11,709,21072,-8317.14634658,238224,2510.119439987909,237888,0.001,467064.5553501674
336.0,11,710,21100,-8400.281272279999,238560,2462.7452479771205,238224,0.001,392535.53173828125
336.0,11,711,21129,-8497.9998297,238896,2404.7543057032995,238560,0.001,445243.1829427083
336.0,11,712,21159,-8496.553067980001,239232,2458.636670975458,238896,0.001,561806.6931849888
336.0,11,713,21187,-8486.41080663,239568,2490.8876500810898,239232,0.001,446458.5653831845
336.0,11,714,21216,-8519.50584469,239904,2332.0349139258974,239568,0.001,522613.61757114955
336.0,11,715,21245,-8510.58307786,240240,2438.804492042178,239904,0.001,565702.4423014323
336.0,11,716,21275,-8410.6113818,240576,2374.4016739981516,240240,0.001,622894.9738420759
336.0,11,717,21303,-8430.85822917,240912,2423.2500208900087,240576,0.001,478044.99737258186
336.0,11,718,21332,-8418.736893539999,241248,2421.742467607771,240912,0.001,616567.3097330729
336.0,11,719,21360,-8433.07406071,241584,2427.8132943652927,241248,0.001,502431.6799316406
336.0,11,720,21390,-8490.3037264,241920,2325.6876148042224,241584,0.001,729750.1583310082
336.0,11,721,21418,-8426.896830259999,242256,2337.39148130871,241920,0.001,317728.5652611142
336.0,11,722,21447,-8417.428116149998,242592,2302.702947525751,242256,0.001,370622.45846121653
336.0,11,723,21475,-8359.38908582,242928,2360.1460389636813,242592,0.001,339784.34922572545
336.0,11,724,21505,-8358.05776248,243264,2342.617335364932,242928,0.001,400793.7462797619
336.0,11,725,21534,-8309.98667808,243600,2366.7430479867116,243264,0.001,456829.2121000744
336.0,11,726,21562,-8365.43296667,243936,2335.667226155599,243600,0.001,713508.573904855
336.0,11,727,21591,-8395.21797644,244272,2315.35377066476,243936,0.001,534878.1266508556
336.0,11,728,21620,-8307.89869285,244608,2308.2167380196706,244272,0.001,519170.97782389325
336.0,11,729,21649,-8346.12981745,244944,2263.762507665725,244608,0.001,494513.232421875
336.0,11,730,21678,-8363.18101113,245280,2351.8625528244747,244944,0.001,530875.2638578869
336.0,11,731,21706,-8359.904619640001,245616,2412.452199663435,245280,0.001,574240.8839634487
336.0,11,732,21736,-8384.26006517,245952,2373.780384971982,245616,0.001,727128.3568987165
336.0,11,733,21765,-8403.23718559,246288,2310.5593443371,245952,0.001,484124.4344656808
336.0,11,734,21794,-8381.64024309,246624,2389.8201591855004,246288,0.001,584569.6945917038
336.0,11,735,21823,-8345.360172749999,246960,2380.4421497526623,246624,0.001,507978.0144042969
336.0,11,736,21853,-8354.92795453,247296,2476.8919063749768,246960,0.001,370347.4443010603
336.0,11,737,21882,-8317.44075321,247632,2498.7480192638577,247296,0.001,427885.3750813802
336.0,11,738,21910,-8303.57600472,247968,2478.368795122419,247632,0.001,470367.78734188987
336.0,11,739,21939,-8319.08564924,248304,2494.640700204032,247968,0.001,667392.6858491444
336.0,11,740,21969,-8313.042778739999,248640,2487.193432399205,248304,0.001,473812.60671270464
336.0,11,741,21997,-8288.8878821,248976,2448.2545812697635,248640,0.001,407996.5489327567
336.0,11,742,22026,-8268.383625949997,249312,2491.1467274257116,248976,0.001,416927.56685965403
336.0,11,743,22055,-8345.387511889998,249648,2444.8361414954775,249312,0.001,511981.1006382533
336.0,11,744,22084,-8298.39830813,249984,2513.0765213739305,249648,0.001,415476.92551385786
336.0,11,745,22113,-8309.244950229999,250320,2475.570763724191,249984,0.001,508161.5629766555
336.0,11,746,22142,-8359.96958574,250656,2538.475998288109,250320,0.001,573269.5623372396
336.0,11,747,22171,-8428.058388270001,250992,2474.9990332467214,250656,0.001,581598.8640020462
336.0,11,748,22199,-8465.694662770002,251328,2519.7722207932247,250992,0.001,523614.87126813614
336.0,11,749,22231,-8465.081739629999,251664,2470.8323524111793,251328,0.001,492666.29992094496
336.0,11,750,22262,-8446.65569211,252000,2403.667705354236,251664,0.001,644272.4058547247
336.0,11,751,22291,-8472.71786961,252336,2391.5441033499583,252000,0.001,487344.81628999254
336.0,11,752,22321,-8473.04566762,252672,2411.6999442690894,252336,0.001,585943.1760253906
336.0,11,753,22350,-8385.268292429999,253008,2366.816571190244,252672,0.001,480554.5445963542
336.0,11,754,22379,-8410.94521731,253344,2406.372980208624,253008,0.001,579547.691313244
336.0,11,755,22407,-8385.717655019998,253680,2346.0397088187083,253344,0.001,603685.6414969309
336.0,11,756,22436,-8441.061326019999,254016,2483.408716110956,253680,0.001,563365.0374930246
336.0,11,757,22467,-8420.80983761,254352,2425.9038554600306,254016,0.001,546562.8896135603
336.0,11,758,22499,-8456.31880639,254688,2409.862862723214,254352,0.001,410575.0666620164
336.0,11,759,22528,-8403.45403538,255024,2471.826698666527,254688,0.001,411807.5207287016
336.0,11,760,22556,-8327.49440119,255360,2371.5973198300317,255024,0.001,425123.20350864955
336.0,11,761,22586,-8329.157647880003,255696,2397.861727396647,255360,0.001,409666.67560686386
336.0,11,762,22615,-8334.340008460002,256032,2399.4850053333103,255696,0.001,517008.3271484375
336.0,11,763,22643,-8332.273412440001,256368,2332.1380876813614,256032,0.001,510412.6671433222
336.0,11,764,22672,-8296.3800373,256704,2406.309258233933,256368,0.001,449343.34587751114
336.0,11,765,22701,-8320.99038557,257040,2386.1419045584544,256704,0.001,508989.21287899924
336.0,11,766,22730,-8341.252810209999,257376,2395.8056636991955,257040,0.001,474545.231375558
336.0,11,767,22759,-8359.67296041,257712,2309.1626341683523,257376,0.001,465683.3948916481
336.0,11,768,22787,-8343.01810947,258048,2410.4110579717726,257712,0.001,500326.12970842636
336.0,11,769,22816,-8430.36603342,258384,2377.1783149355933,258048,0.001,393194.5559547061
336.0,11,770,22845,-8432.679336129999,258720,2508.215831211635,258384,0.001,452379.2069498698
336.0,11,771,22874,-8463.74407424,259056,2511.4495231991723,258720,0.001,442122.08692568826
336.0,11,772,22902,-8387.34354857,259392,2434.257884979248,259056,0.001,644058.6984979538
336.0,11,773,22931,-8287.530296419998,259728,2430.4455788021996,259392,0.001,483232.4731910342
336.0,11,774,22961,-8368.871704160001,260064,2435.728550865537,259728,0.001,383863.029843285
336.0,11,775,22989,-8433.53385591,260400,2423.134336562384,260064,0.001,452729.3890322731
336.0,11,776,23018,-8420.67491454,260736,2424.614405677432,260400,0.001,444808.7820870536
336.0,11,777,23047,-8434.277196750001,261072,2373.6154534476145,260736,0.001,491546.2773204985
336.0,11,778,23077,-8359.27627199,261408,2378.954395475842,261072,0.001,482879.8765229725
336.0,11,779,23105,-8358.99083239,261744,2421.583422342936,261408,0.001,501474.62523251487
336.0,11,780,23134,-8390.861897210001,262080,2367.40926688058,261744,0.001,426460.1183035714
336.0,11,781,23163,-8459.23166616,262416,2312.2194544474282,262080,0.001,430641.73563058034
336.0,11,782,23194,-8471.37694344,262752,2304.0664231436594,262416,0.001,494296.4736793155
336.0,11,783,23227,-8492.44693715,263088,2361.500071207682,262752,0.001,395349.6756417411
336.0,11,784,23256,-8478.959319049998,263424,2361.5918146769204,263088,0.001,418667.58837890625
336.0,11,785,23286,-8533.30727,263760,2373.615753173828,263424,0.001,660040.1132231213
336.0,11,786,23315,-8494.40594371,264096,2340.590569450742,263760,0.001,478564.1723167783
336.0,11,787,23344,-8531.30231895,264432,2378.379950750442,264096,0.001,463626.7672642299
336.0,11,788,23372,-8474.423306220002,264768,2370.946473257882,264432,0.001,381794.9133765811
336.0,11,789,23401,-8454.04664991,265104,2257.616993858701,264768,0.001,337842.3714890253
336.0,11,790,23431,-8443.07057623,265440,2291.598223549979,265104,0.001,414881.4283156622
336.0,11,791,23459,-8432.97412854,265776,2287.3285796755836,265440,0.001,649379.1063639323
336.0,11,792,23488,-8378.548223139998,266112,2329.8295640491306,265776,0.001,405209.62567429314
336.0,11,793,23517,-8384.80199348,266448,2405.655548822312,266112,0.001,399794.0687313988
336.0,11,794,23546,-8381.92492141,266784,2423.046564374651,266448,0.001,510796.74173409597
336.0,11,795,23575,-8428.37076926,267120,2409.0144978477842,266784,0.001,337186.87132626487
336.0,11,796,23604,-8324.884852439998,267456,2370.9867408389136,267120,0.001,467982.4319545201
336.0,11,797,23633,-8283.25522828,267792,2264.6250203450522,267456,0.001,460625.6999860491
336.0,11,798,23662,-8201.35836442,268128,2308.2447226388113,267792,0.001,362185.13821847097
336.0,11,799,23691,-8192.15057167,268464,2344.1504334949313,268128,0.001,412662.38631184894
336.0,11,800,23720,-8179.4896303,268800,2387.928041003999,268464,0.001,485225.61940801714
336.0,11,801,23749,-8182.9986643,269136,2324.4157060895645,268800,0.001,359706.81905110675
336.0,11,802,23779,-8175.45769326,269472,2293.2305762881324,269136,0.001,336664.57239350816
336.0,11,803,23808,-8148.28538967,269808,2266.2356378464474,269472,0.001,544831.0523158482
336.0,11,804,23836,-8122.159590360001,270144,2285.130715869722,269808,0.001,518035.7592889695
336.0,11,805,23865,-8115.287666710001,270480,2293.3345028105236,270144,0.001,369448.8024088542
336.0,11,806,23896,-8129.96830628,270816,2325.2846396309988,270480,0.001,402486.7746698289
336.0,11,807,23925,-8115.58560717,271152,2306.979230608259,270816,0.001,519609.4518577939
336.0,11,808,23954,-8139.71203253,271488,2287.1751004173643,271152,0.001,463354.2994094122
336.0,11,809,23983,-8134.111609660001,271824,2257.4436876206173,271488,0.001,551065.4334309896
336.0,11,810,24012,-8105.093379330001,272160,2325.312700907389,271824,0.001,603660.9108770462
336.0,11,811,24041,-8089.634648890001,272496,2411.9874005998886,272160,0.001,481054.8127557664
336.0,11,812,24070,-8015.27975114,272832,2443.016593569801,272496,0.001,318518.01434616814
336.0,11,813,24099,-8025.087353370001,273168,2380.275154295422,272832,0.001,382458.2755417597
336.0,11,814,24128,-8051.536997700001,273504,2379.5138960338772,273168,0.001,414200.2259812128
336.0,11,815,24158,-8101.45502779,273840,2410.896828424363,273504,0.001,415587.34415690106
336.0,11,816,24186,-8165.13943714,274176,2370.972159249442,273840,0.001,530023.596795945
336.0,11,817,24215,-8138.982217939999,274512,2407.153562999907,274176,0.001,659903.4971051897
336.0,11,818,24244,-8120.69759844,274848,2311.656671069917,274512,0.001,327163.3444126674
336.0,11,819,24273,-8030.39681642,275184,2300.1574972243534,274848,0.001,460354.7021484375
336.0,11,820,24302,-8040.717496189999,275520,2316.074838002523,275184,0.001,416180.6172921317
336.0,11,821,24331,-8078.154012959998,275856,2332.9199727376304,275520,0.001,438686.6072358631
336.0,11,822,24359,-8071.307720919999,276192,2356.72587004162,275856,0.001,430664.5093703497
336.0,11,823,24390,-8160.205683649999,276528,2310.2324258713497,276192,0.001,383900.1157691592
336.0,11,824,24418,-8156.402794939999,276864,2279.7598677135647,276528,0.001,486549.24672154017
336.0,11,825,24447,-8190.829044329999,277200,2322.2938323248,276864,0.001,365786.7579985119
336.0,11,826,24476,-8167.66405804,277536,2328.773591722761,277200,0.001,324344.6499488467
336.0,11,827,24505,-8142.70432118,277872,2356.8230356488907,277536,0.001,361454.2251906622
336.0,11,828,24534,-8220.27035439,278208,2232.646224975586,277872,0.001,742229.2593703497
336.0,11,829,24563,-8214.29254312,278544,2285.975962684268,278208,0.001,378944.67732747394
336.0,11,830,24592,-8228.40422205,278880,2276.1743260338194,278544,0.001,357904.5983421689
336.0,11,831,24622,-8234.89039888,279216,2230.3184914361864,278880,0.001,498824.42706008186
336.0,11,832,24651,-8218.36703263,279552,2228.165090470087,279216,0.001,374371.2702636719
336.0,11,833,24679,-8242.16962804,279888,2272.5396454220727,279552,0.001,637734.9430803572
336.0,11,834,24710,-8310.47455132,280224,2167.93339683896,279888,0.001,336920.66292317706
336.0,11,835,24743,-8282.90169572,280560,2144.4417406717935,280224,0.001,405460.7492792039
336.0,11,836,24778,-8312.70608624,280896,2177.0725161234536,280560,0.001,467800.082531157
336.0,11,837,24810,-8349.127713670001,281232,2127.6637707664854,280896,0.001,482162.3923688616
336.0,11,838,24850,-8368.711037190002,281568,2186.469122568766,281232,0.001,395982.82393973216
336.0,11,839,24889,-8365.08083906,281904,2198.3281311761766,281568,0.001,377531.77238537016
336.0,11,840,24924,-8341.65196483,282240,2121.355230603899,281904,0.001,254552.21781994047
336.0,11,841,24953,-8310.15545703,282576,2111.657364073254,282240,0.001,397617.9628557478
336.0,11,842,24982,-8385.1080244,282912,2117.431934719994,282576,0.001,555655.87445359
336.0,11,843,25011,-8314.809019170001,283248,2042.5646894545782,282912,0.001,403778.19442894345
336.0,11,844,25039,-8355.653201800002,283584,2028.572984422956,283248,0.001,397275.6312895275
336.0,11,845,25068,-8335.32628784,283920,2057.060143062047,283584,0.001,443522.67714146205
336.0,11,846,25097,-8221.396842170001,284256,2083.2251550583615,283920,0.001,484718.926827567
336.0,11,847,25126,-8203.953804750001,284592,2186.4149862016952,284256,0.001,486066.6977422805
336.0,11,848,25155,-8157.477477190001,284928,2086.519221896217,284592,0.001,448178.5782296317
336.0,11,849,25183,-8133.319790040001,285264,2051.883920215425,284928,0.001,499348.51463681174
336.0,11,850,25213,-8157.679204759999,285600,2046.044699350993,285264,0.001,578788.4949428013
336.0,11,851,25242,-8101.61092095,285936,2113.051547822498,285600,0.001,347971.50508045015
336.0,11,852,25270,-8024.58049624,286272,2101.7261201767697,285936,0.001,380921.7407691592
336.0,11,853,25299,-8057.71004388,286608,2080.680816832043,286272,0.001,450947.9129464286
336.0,11,854,25329,-8079.72322489,286944,2067.281986963181,286608,0.001,333075.2082984561
336.0,11,855,25358,-8044.50714498,287280,2108.3811189560665,286944,0.001,526353.2582310268
336.0,11,856,25387,-7939.33983702,287616,2097.220746358236,287280,0.001,391866.23352632066
336.0,11,857,25416,-7967.827208169999,287952,2073.9405232384092,287616,0.001,361285.1427001953
336.0,11,858,25445,-7987.948817789999,288288,2064.308729989188,287952,0.001,386565.9925420852
336.0,11,859,25475,-8025.387797669999,288624,2078.3686102004276,288288,0.001,442602.868140811
336.0,11,860,25503,-8070.52315965,288960,2034.7385720752534,288624,0.001,637471.6643822079
336.0,11,861,25532,-8082.515280019999,289296,2044.8346266973585,288960,0.001,382970.0847749256
336.0,11,862,25560,-8064.0892324999995,289632,2017.480096362886,289296,0.001,313825.7420189267
336.0,11,863,25590,-8084.82035333,289968,2102.627570561,289632,0.001,370762.09420340403
336.0,11,864,25618,-8034.247760130001,290304,1945.1191219148182,289968,0.001,375620.13929966517
336.0,11,865,25647,-8025.88768354,290640,2074.9288922264464,290304,0.001,426870.06598772324
336.0,11,866,25676,-8076.2040247899995,290976,2042.0351936703637,290640,0.001,454782.8932001023
336.0,11,867,25705,-8070.362221279999,291312,2045.4532748631068,290976,0.001,392852.475835891
336.0,11,868,25734,-8021.200162219999,291648,2096.9231950669064,291312,0.001,341618.53361002606
336.0,11,869,25763,-7904.182339389999,291984,2011.260179428827,291648,0.001,293744.98195684527
336.0,11,870,25792,-7866.002056230001,292320,1964.04772404262,291984,0.001,397189.22121465777
336.0,11,871,25822,-7853.20039569,292656,2040.1411514282227,292320,0.001,424215.3073788597
336.0,11,872,25854,-7862.025558210002,292992,2026.4566792079381,292656,0.001,516975.9020066034
336.0,11,873,25883,-7954.472076480001,293328,2016.4316308157784,292992,0.001,417242.06895228795
336.0,11,874,25912,-7897.980595500001,293664,2013.839089711507,293328,0.001,307353.2562895275
336.0,11,875,25942,-7934.58108014,294000,2014.4402129763648,293664,0.001,408963.6785423642
336.0,11,876,25970,-7934.791771940001,294336,2011.9132343473889,294000,0.001,522701.28655133926
336.0,11,877,25999,-7947.168009250001,294672,1962.4502941313244,294336,0.001,367407.1270926339
336.0,11,878,26028,-8010.20737069,295008,2024.6667467753093,294672,0.001,499348.1601388114
336.0,11,879,26057,-8017.17179607,295344,2022.9339608691987,295008,0.001,464057.238008045
336.0,11,880,26086,-8036.78500419,295680,1996.233121054513,295344,0.001,412357.15751139325
336.0,11,881,26115,-8036.3454423,296016,1973.3552676609584,295680,0.001,386845.98681640625
336.0,11,882,26144,-8029.6161593,296352,1964.0668082464308,296016,0.001,404397.13978213357
336.0,11,883,26173,-8044.003513740001,296688,1989.3911456153505,296352,0.001,414118.39856538316
336.0,11,884,26202,-8019.237753680001,297024,1993.5722919645764,296688,0.001,460773.0339878627
336.0,11,885,26231,-7971.02608016,297360,2074.543953305199,297024,0.001,385636.24005998886
336.0,11,886,26259,-7984.696176270001,297696,2020.335221790132,297360,0.001,326133.7687988281
336.0,11,887,26289,-7964.17093033,298032,1979.6693551199776,297696,0.001,301303.71156529017
336.0,11,888,26318,-7964.005606420001,298368,2007.4485382806688,298032,0.001,309545.5105212984
336.0,11,889,26347,-8042.913896569999,298704,1983.2060986473448,298368,0.001,473724.58046177455
336.0,11,890,26376,-8069.881407219999,299040,1987.3448148454938,298704,0.001,312903.81475539436
336.0,11,891,26405,-8071.160970009998,299376,2010.8701595124744,299040,0.001,410593.62357003347
336.0,11,892,26435,-8059.7016888200005,299712,2016.777762458438,299376,0.001,332859.6222388858
336.0,11,893,26464,-8028.211554519999,300048,2022.2062548682802,299712,0.001,350145.24618675595
336.0,11,894,26492,-8031.088626589999,300384,2013.756242661249,300048,0.001,342623.5101202102
336.0,11,895,26521,-7941.817360339998,300720,1992.092617761521,300384,0.001,411918.34857468377
336.0,11,896,26551,-8040.10154988,301056,1942.8710385277159,300720,0.001,472082.8091343471
336.0,11,897,26580,-8048.794681869999,301392,2042.2745186941963,301056,0.001,353618.563953218
336.0,11,898,26609,-8079.06586364,301728,2036.6922865368072,301392,0.001,416739.74452427455
336.0,11,899,26638,-8102.5918120999995,302064,1999.8310792105538,301728,0.001,373477.7840983073
336.0,11,900,26669,-8147.4955311799995,302400,1962.1593322753906,302064,0.001,416268.78796968004
336.0,11,901,26698,-8095.72005119,302736,2004.5462010701497,302400,0.001,394623.73390997027
336.0,11,902,26727,-8093.43169058,303072,2036.679746173677,302736,0.001,541763.792654855
336.0,11,903,26757,-8070.305867809999,303408,1976.3781850905646,303072,0.001,278676.72040085564
336.0,11,904,26786,-8044.83742137,303744,2010.6087668282646,303408,0.001,331838.46732003347
336.0,11,905,26815,-7983.24440323,304080,1994.7911195300874,303744,0.001,494756.0602911086
336.0,11,906,26844,-7946.0270398600005,304416,2066.826168241955,304080,0.001,373128.7839355469
336.0,11,907,26873,-7931.721090840001,304752,1983.463097890218,304416,0.001,340050.33241489955
336.0,11,908,26908,-7885.88906702,305088,2056.8791302272252,304752,0.001,412935.9215494792
336.0,11,909,26938,-7862.30386176,305424,2068.6311943417504,305088,0.001,306739.2239060175
336.0,11,910,26968,-7852.6489629299995,305760,2048.910113561721,305424,0.001,449923.5354003906
336.0,11,911,26997,-7830.327295360001,306096,2024.6827586946033,305760,0.001,398787.79457310267
336.0,11,912,27027,-7911.485361079998,306432,1988.6401712326776,306096,0.001,503215.5955636161
336.0,11,913,27056,-7921.166148400001,306768,1990.915203457787,306432,0.001,383848.44517880393
336.0,11,914,27085,-7895.59731656,307104,2072.937347048805,306768,0.001,540874.3025658017
336.0,11,915,27113,-7902.9957912400005,307440,2022.2658578781854,307104,0.001,363314.8981003534
336.0,11,916,27143,-7889.15448955,307776,1969.8731179010301,307440,0.001,372781.37091355096
336.0,11,917,27172,-7876.66132462,308112,1955.4803706577845,307776,0.001,409430.7251906622
336.0,11,918,27202,-7940.0924561500005,308448,2016.3677251906622,308112,0.001,343950.67814127606
336.0,11,919,27232,-8011.685418750001,308784,2104.577698298863,308448,0.001,304943.21232096356
336.0,11,920,27262,-7963.10003526,309120,2073.9920507158554,308784,0.001,424300.2539760045
336.0,11,921,27292,-7932.773355410001,309456,2067.6193104698546,309120,0.001,383559.82359095983
336.0,11,922,27321,-7946.246789670001,309792,2113.611303420294,309456,0.001,361771.1934291295
336.0,11,923,27350,-7919.789097620001,310128,2094.355236053467,309792,0.001,526166.0577450707
