time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/entropy_loss,train/std,train/value_loss,train/n_updates,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/clip_range
573440,17,31969,39284.52811777,336.0,280,0.043798828125,0.0003,1874941.0,-2.195273070782423,0.5206067562103271,3872980.0359375,2790,0.00520967,0.0,-0.003297277886304073,0.2
575488,17,32133,39200.17985420999,336.0,281,0.0607421875,0.0003,1881195.625,-2.196102476865053,0.5236535668373108,3141428.4140625,2800,0.005021305,-1.1920928955078125e-07,-0.004735110166075173,0.2
577536,17,32304,39651.950616990005,336.0,282,0.022265625,0.0003,1568614.0,-2.197515057772398,0.5223238468170166,3375945.8359375,2810,0.003747915,0.0,-0.000889309162448626,0.2
579584,17,32466,39715.52801119,336.0,283,0.06513671875,0.0003,2123148.5,-2.185795956104994,0.5211508870124817,3777349.653125,2820,0.007484508,1.1920928955078125e-07,-0.005346294399350882,0.2
581632,17,32631,39881.623613,336.0,284,0.06875,0.0003,2104893.25,-2.183203964680433,0.5216326713562012,4093107.05234375,2830,0.00620917,0.0,-0.004537628040998243,0.2
583680,17,32791,39768.36332525001,336.0,285,0.049755859375,0.0003,1634857.875,-2.1892222099006178,0.523669958114624,3683841.45625,2840,0.004960735,-1.1920928955078125e-07,-0.004088909305573906,0.2
585728,17,32955,40240.87255419,336.0,286,0.044873046875,0.0003,1240598.5,-2.182040060311556,0.5195996165275574,2644060.35,2850,0.005161617,0.0,-0.0012341476569417865,0.2
587776,17,33114,40664.24918308,336.0,287,0.05029296875,0.0003,2173296.5,-2.168734376877546,0.5188239812850952,3873951.434375,2860,0.0054603387,0.0,-0.004002323365421034,0.2
589824,17,33282,40775.37871043999,336.0,288,0.05283203125,0.0003,1863120.0,-2.168910276144743,0.5193960666656494,3695811.35390625,2870,0.0066344654,0.0,-0.00470024959067814,0.2
591872,17,33442,41399.286724039994,336.0,289,0.08994140625,0.0003,1794247.125,-2.171396090090275,0.519549548625946,3366311.828125,2880,0.009324444,0.0,-0.006532362646976253,0.2
593920,17,33604,41283.36950636,336.0,290,0.05927734375,0.0003,1423418.375,-2.1637198716402053,0.5166822671890259,3583919.80625,2890,0.007268483,0.0,-0.00578387962304987,0.2
595968,17,33769,40902.905932589994,336.0,291,0.068115234375,0.0003,1617078.0,-2.1538433112204074,0.5164670944213867,3002562.3046875,2900,0.006242483,1.1920928955078125e-07,-0.004727666678081732,0.2
598016,17,33931,40441.96013934,336.0,292,0.08369140625,0.0003,1803099.75,-2.1592307291924953,0.5195426344871521,3191447.18515625,2910,0.007200217,0.0,-0.005085080274147913,0.2
600064,17,34092,40669.49429419001,336.0,293,0.069873046875,0.0003,1505438.25,-2.1659583948552608,0.518522322177887,3142476.215625,2920,0.007159178,-1.1920928955078125e-07,-0.0048796545073855665,0.2
602112,17,34259,40141.010155870004,336.0,294,0.050537109375,0.0003,1947952.125,-2.1720167331397535,0.5206020474433899,4050212.57578125,2930,0.0039912146,0.0,-0.006375907806796022,0.2
604160,17,34434,39617.67597166,336.0,295,0.109912109375,0.0003,1429767.125,-2.1773233480751513,0.5204446911811829,3085346.00234375,2940,0.045615353,1.1920928955078125e-07,0.003844044778452371,0.2
606208,17,34595,39730.28309826,336.0,296,0.069384765625,0.0003,1536508.5,-2.179373500496149,0.5215096473693848,2868678.558203125,2950,0.0062619913,1.1920928955078125e-07,-0.003964629472466186,0.2
608256,17,34754,39789.06012677,336.0,297,0.0318359375,0.0003,1853516.125,-2.1763210132718087,0.5204386115074158,3333041.68828125,2960,0.003993785,0.0,-0.001429409353295341,0.2
610304,17,34915,40134.44425216,336.0,298,0.0708984375,0.0003,1552166.625,-2.165440025925636,0.5186551213264465,3326974.15,2970,0.0063652014,-1.1920928955078125e-07,-0.005213768524117768,0.2
612352,17,35074,39957.50577415,336.0,299,0.07197265625,0.0003,2337764.0,-2.1569698974490166,0.5165644288063049,4345972.61484375,2980,0.007403952,0.0,-0.004717212049581576,0.2
614400,17,35234,40046.82190215,336.0,300,0.0623046875,0.0003,1718551.75,-2.1523901782929897,0.5158318877220154,3792948.26484375,2990,0.0058961655,1.1920928955078125e-07,-0.004917072400712641,0.2
616448,17,35395,40038.83619198,336.0,301,0.07001953125,0.0003,1699210.25,-2.151622959971428,0.5159308314323425,3752025.2671875,3000,0.0065443274,0.0,-0.005494827647635247,0.2
618496,17,35554,40188.487199560004,336.0,302,0.083203125,0.0003,1736732.0,-2.156952243298292,0.5171205997467041,3189941.971875,3010,0.008438934,-1.1920928955078125e-07,-0.005563084442110266,0.2
620544,17,35713,40193.85755842,336.0,303,0.05244140625,0.0003,1547538.25,-2.154670277237892,0.5147004127502441,3187897.22109375,3020,0.006302634,5.960464477539063e-08,-0.0029301168644451535,0.2
622592,17,35871,40292.52562995999,336.0,304,0.076611328125,0.0003,2039941.375,-2.1446752943098546,0.5129035115242004,3910195.0734375,3030,0.0070258137,1.1920928955078125e-07,-0.004739602742483839,0.2
624640,17,36029,39857.46681405001,336.0,305,0.085888671875,0.0003,1604685.0,-2.1435779720544814,0.5142073631286621,3240705.4375,3040,0.00751023,0.0,-0.006982410245109349,0.2
626688,17,36187,40194.629840300004,336.0,306,0.05693359375,0.0003,1443612.5,-2.138578747957945,0.5101583003997803,3083442.49375,3050,0.0061885305,0.0,-0.005926102663215716,0.2
628736,17,36344,40015.34604619,336.0,307,0.042724609375,0.0003,1954351.625,-2.1323496311903,0.5109220147132874,3579513.503125,3060,0.0042908704,0.0,-0.0033673133089905604,0.2
630784,17,36502,39834.36898993,336.0,308,0.1130859375,0.0003,1201165.25,-2.13522407412529,0.5115192532539368,2926750.1125,3070,0.045893364,5.960464477539063e-08,0.017162168584764003,0.2
632832,17,36661,39775.653965850004,336.0,309,0.11279296875,0.0003,1277158.0,-2.1368441440165045,0.5111634731292725,2742693.483203125,3080,0.008539254,-1.1920928955078125e-07,-0.008594059318420477,0.2
634880,17,36819,39622.26641992,336.0,310,0.09033203125,0.0003,1441418.375,-2.139523363858461,0.511928379535675,3463295.36484375,3090,0.008211222,-1.1920928955078125e-07,-0.007375285404850729,0.2
636928,17,36977,39779.7096015,336.0,311,0.0708984375,0.0003,1825151.0,-2.1350689828395844,0.5099270343780518,3633732.20078125,3100,0.0073691797,0.0,-0.006204876159608829,0.2
638976,17,37135,40237.52415394001,336.0,312,0.083203125,0.0003,1225414.0,-2.1185780599713326,0.5063064098358154,3076384.9359375,3110,0.006789899,1.1920928955078125e-07,-0.005977203445218038,0.2
641024,17,37292,40612.07014689001,336.0,313,0.0552734375,0.0003,1889697.75,-2.1095294088125227,0.5068439245223999,3325886.67265625,3120,0.0064179003,-1.1920928955078125e-07,-0.004823076099273749,0.2
643072,17,37452,40321.29303886,336.0,314,0.07314453125,0.0003,1914787.0,-2.1117879293859003,0.5067839026451111,4157429.1078125,3130,0.007053323,0.0,-0.004802752991963644,0.2
645120,17,37613,40163.64267737,336.0,315,0.06748046875,0.0003,1567623.5,-2.117450837790966,0.5087301135063171,3292258.7015625,3140,0.005337844,0.0,-0.0052612831161241045,0.2
647168,17,37773,39654.96431944,336.0,316,0.029443359375,0.0003,1708599.875,-2.125448790937662,0.5092130899429321,3626227.14296875,3150,0.0038678993,1.1920928955078125e-07,-0.0023932663621963,0.2
649216,17,37935,39525.33711344001,336.0,317,0.040283203125,0.0003,1257545.625,-2.118787357956171,0.5064857006072998,2742907.237890625,3160,0.00526213,-1.1920928955078125e-07,-0.003079417815024499,0.2
651264,17,38094,39908.05893035,336.0,318,0.065673828125,0.0003,1541174.25,-2.1058350995182993,0.5063323974609375,3235845.490625,3170,0.005913754,0.0,-0.006152007330092602,0.2
653312,17,38252,40012.62537923,336.0,319,0.061572265625,0.0003,2169638.25,-2.093481525033712,0.5027999877929688,4154619.82109375,3180,0.0069764783,0.0,-0.005691989089245908,0.2
655360,17,38412,39930.08625828999,336.0,320,0.082421875,0.0003,1852701.25,-2.0733707025647163,0.4989558160305023,3417041.7515625,3190,0.006548673,0.0,-0.0082186230662046,0.2
657408,17,38571,39800.77588203,336.0,321,0.073583984375,0.0003,1997079.5,-2.063054047524929,0.49905648827552795,3691131.796875,3200,0.006754712,5.960464477539063e-08,-0.0051866341498680415,0.2
659456,17,38729,40018.952785819994,336.0,322,0.049609375,0.0003,1842780.875,-2.0697037488222123,0.501376748085022,3072236.266796875,3210,0.006052167,0.0,-0.0025944998778868467,0.2
661504,17,38890,40220.102098209994,336.0,323,0.062744140625,0.0003,2080727.75,-2.069548737257719,0.4993840754032135,3454961.49921875,3220,0.0067484733,0.0,-0.005380793886433821,0.2
663552,16,39050,40528.86453696,336.0,324,0.059716796875,0.0003,1590703.125,-2.0649495720863342,0.4992593228816986,3754539.96015625,3230,0.006045956,0.0,-0.004826929201954044,0.2
665600,16,39208,41049.8140843,336.0,325,0.073876953125,0.0003,1756941.5,-2.0626195900142195,0.49865004420280457,3807939.62734375,3240,0.005952374,0.0,-0.005755395935557317,0.2
667648,16,39369,40594.84211246,336.0,326,0.0564453125,0.0003,2068596.0,-2.0620882757008077,0.4992688000202179,4325530.7140625,3250,0.005955112,0.0,-0.004506317082268651,0.2
669696,16,39530,40599.376754599994,336.0,327,0.072265625,0.0003,1509760.0,-2.059774202853441,0.5001495480537415,2645310.395703125,3260,0.0071727955,0.0,-0.0036464437987888234,0.2
671744,16,39692,40458.83003027,336.0,328,0.08876953125,0.0003,1261391.125,-2.0486553899943827,0.4972839057445526,2889894.89609375,3270,0.006843098,1.1920928955078125e-07,-0.006161755899665877,0.2
673792,16,39852,39868.7172897,336.0,329,0.050390625,0.0003,1501030.125,-2.0337138935923575,0.49549734592437744,2933067.296484375,3280,0.0044731535,0.0,-0.003942002310941462,0.2
675840,16,40013,39437.62681746,336.0,330,0.0541015625,0.0003,1126538.125,-2.024532262980938,0.4931471347808838,2650098.528125,3290,0.00694861,-1.1920928955078125e-07,-0.002700863797508646,0.2
677888,16,40174,39454.09786639001,336.0,331,0.061083984375,0.0003,1134082.625,-2.022436910122633,0.494286447763443,2595235.694140625,3300,0.0055142352,0.0,-0.004579668973019579,0.2
679936,16,40335,39453.64272440999,336.0,332,0.051416015625,0.0003,1841740.25,-2.023806582391262,0.4936887323856354,3139499.50078125,3310,0.0063866507,1.1920928955078125e-07,-0.003220482786127832,0.2
681984,16,40493,39664.34733963,336.0,333,0.03955078125,0.0003,1700073.875,-2.021671026945114,0.4933626651763916,3382453.68359375,3320,0.005706221,-1.1920928955078125e-07,-0.00367516249534674,0.2
684032,16,40654,39209.77292301,336.0,334,0.05546875,0.0003,1491440.25,-2.0068214971572162,0.48810967803001404,2793929.198046875,3330,0.006648955,-1.1920928955078125e-07,-0.0044587780168512834,0.2
686080,16,40815,38794.974823849996,336.0,335,0.067041015625,0.0003,1728165.5,-1.9920062661170959,0.4880469739437103,2968660.82578125,3340,0.005813583,0.0,-0.003829411285551032,0.2
688128,16,40975,38368.20668618,336.0,336,0.03818359375,0.0003,1240461.875,-1.9902571700513363,0.48770394921302795,2627895.995703125,3350,0.00480726,1.1920928955078125e-07,-0.002568367693311302,0.2
690176,16,41136,38893.05745218,336.0,337,0.0763671875,0.0003,1200369.5,-1.987801766395569,0.48672857880592346,2927158.86953125,3360,0.0071579833,5.960464477539063e-08,-0.005808737597544677,0.2
692224,16,41296,38611.9382004,336.0,338,0.090673828125,0.0003,1789717.25,-1.9802661377936601,0.48474612832069397,3769936.53515625,3370,0.005525279,0.0,-0.005084716879355256,0.2
694272,16,41454,38848.28839554999,336.0,339,0.047607421875,0.0003,1621533.0,-1.9717208951711656,0.4835582673549652,3161931.32734375,3380,0.0049458817,0.0,-0.003428590833209455,0.2
696320,16,41613,38138.63852313,336.0,340,0.021875,0.0003,1866182.625,-1.9714368477463722,0.4842401444911957,3582130.1171875,3390,0.0029546637,-1.1920928955078125e-07,-0.0016333858380676246,0.2
698368,16,41772,37927.07753838999,336.0,341,0.064501953125,0.0003,1386944.0,-1.9768526390194894,0.4854241609573364,2824990.65859375,3400,0.006538561,0.0,-0.004818651831010356,0.2
700416,16,41932,38223.49772133999,336.0,342,0.08623046875,0.0003,1982036.75,-1.9783612336963414,0.484216570854187,3459476.30625,3410,0.008764319,1.1920928955078125e-07,-0.005719946775934659,0.2
702464,16,42093,38157.856339540005,336.0,343,0.079248046875,0.0003,1628705.75,-1.9823656935244798,0.48596397042274475,3813848.6984375,3420,0.008384682,0.0,-0.005428218167071464,0.2
704512,16,42253,38252.49928766999,336.0,344,0.068798828125,0.0003,1430644.5,-1.9853343039751052,0.48542341589927673,3163323.6296875,3430,0.0063777235,0.0,-0.005115113368083258,0.2
706560,16,42413,38819.4658687,336.0,345,0.05966796875,0.0003,1420395.375,-1.9780327942222358,0.4853575527667999,2685184.102734375,3440,0.0049423235,0.0,-0.005492363570374437,0.2
708608,16,42576,39310.62186691,336.0,346,0.095166015625,0.0003,1862811.125,-1.9667501028627157,0.4828238785266876,3165059.7125,3450,0.009477446,0.0,-0.007983700172917451,0.2
710656,16,42738,39412.79117975,336.0,347,0.0451171875,0.0003,1805427.5,-1.9605229742825032,0.4823729693889618,3879984.68203125,3460,0.006299871,0.0,-0.0031498112832196055,0.2
712704,16,42898,38850.86052036,336.0,348,0.06142578125,0.0003,1792274.25,-1.9548606671392919,0.4804471731185913,3292532.84296875,3470,0.0063420516,0.0,-0.0045658268747502005,0.2
714752,16,43061,38994.9791309,336.0,349,0.082080078125,0.0003,1263983.5,-1.9421306438744068,0.4784363806247711,2378612.15546875,3480,0.008794215,0.0,-0.0034879611179349014,0.2
716800,16,43223,39822.25287165,336.0,350,0.077490234375,0.0003,1725790.5,-1.9355755548924207,0.47807690501213074,3607755.83515625,3490,0.008548372,0.0,-0.006623068944463739,0.2
718848,16,43384,39760.01011491,336.0,351,0.07060546875,0.0003,2106059.0,-1.934419457986951,0.4779137670993805,4172531.39296875,3500,0.0068624765,5.960464477539063e-08,-0.004697803742601536,0.2
720896,16,43544,39836.98505276001,336.0,352,0.057080078125,0.0003,1694511.0,-1.9279748149216176,0.4759511947631836,2826515.290234375,3510,0.007405673,0.0,-0.0038482405281683894,0.2
722944,16,43706,40082.272274630006,336.0,353,0.07685546875,0.0003,1907563.75,-1.9253653474152088,0.4766169488430023,3149087.65546875,3520,0.007763305,1.1920928955078125e-07,-0.004394786467310041,0.2
724992,16,43869,39953.35253642,336.0,354,0.047509765625,0.0003,1575464.0,-1.929444793984294,0.4781382083892822,3456960.015625,3530,0.005478247,0.0,-0.0038221879251068456,0.2
727040,16,44030,39816.894425670005,336.0,355,0.04423828125,0.0003,1232169.75,-1.9315647590905427,0.47826120257377625,2854479.4890625,3540,0.005060355,0.0,-0.0023298828178667462,0.2
729088,16,44192,39406.88142647,336.0,356,0.083056640625,0.0003,1342878.25,-1.9278537571430205,0.47781291604042053,3046953.380078125,3550,0.008411415,0.0,-0.006241710795438849,0.2
731136,16,44354,39910.737858960005,336.0,357,0.06474609375,0.0003,1509664.625,-1.9282423958182335,0.47761717438697815,2844075.24921875,3560,0.006673347,0.0,-0.006667202469543554,0.2
733184,16,44516,39553.7019793,336.0,358,0.100830078125,0.0003,1664664.25,-1.9268039528280496,0.4770890176296234,3003012.98359375,3570,0.0073994854,0.0,-0.0074035301935509775,0.2
735232,16,44677,39730.9614993,336.0,359,0.04033203125,0.0003,2000535.75,-1.9232572127133607,0.47632917761802673,3230552.178125,3580,0.0046715736,1.1920928955078125e-07,-0.002448304885183461,0.2
737280,16,44839,39710.248068099994,336.0,360,0.039453125,0.0003,1477257.125,-1.9260810919106006,0.47669824957847595,3299987.30703125,3590,0.004381984,0.0,-0.002397721122542862,0.2
739328,16,44999,39749.53509297,336.0,361,0.028564453125,0.0003,1399029.75,-1.9259478986263274,0.4754903316497803,3247404.21484375,3600,0.0045374753,5.960464477539063e-08,-0.002840249575092457,0.2
741376,16,45161,39400.350778809996,336.0,362,0.060595703125,0.0003,1292816.5,-1.922590820863843,0.47519877552986145,2705756.8640625,3610,0.006511617,0.0,-0.0031183296116068958,0.2
743424,16,45321,38967.63375378,336.0,363,0.059765625,0.0003,1826251.75,-1.9235666498541832,0.4764666259288788,3003868.884375,3620,0.007138149,0.0,-0.005499997505103238,0.2
745472,16,45481,39181.586867260005,336.0,364,0.044873046875,0.0003,1549885.875,-1.929430228471756,0.47797679901123047,3032532.75703125,3630,0.0049699713,0.0,-0.0022882208591909147,0.2
747520,16,45642,39659.42393691,336.0,365,0.03603515625,0.0003,1173482.0,-1.9287864949554205,0.4753924310207367,2317646.589453125,3640,0.005852939,0.0,-0.002176976679766085,0.2
749568,16,45802,39650.21740796,336.0,366,0.0744140625,0.0003,2016432.25,-1.9137456484138966,0.47236737608909607,3938656.20859375,3650,0.0068591954,0.0,-0.007170121287344955,0.2
751616,16,45962,39716.39116604,336.0,367,0.064794921875,0.0003,1527933.75,-1.9035611920058728,0.47198987007141113,3442941.44296875,3660,0.008461196,5.960464477539063e-08,-0.003972616858663969,0.2
753664,16,46123,39568.409662239996,336.0,368,0.064208984375,0.0003,1668269.0,-1.9026744425296784,0.4721728265285492,3549291.909375,3670,0.0054863077,0.0,-0.00468724925085553,0.2
755712,16,46284,39502.724215940005,336.0,369,0.050244140625,0.0003,1227099.375,-1.8925218056887387,0.469168096780777,2570060.779296875,3680,0.0053676153,0.0,-0.002749372688413132,0.2
757760,16,46444,39806.852882850006,336.0,370,0.045361328125,0.0003,1551894.125,-1.8791429325938225,0.4678024351596832,3084237.259375,3690,0.0058361557,0.0,-0.003630985919153318,0.2
759808,16,46605,39539.362625860005,336.0,371,0.051025390625,0.0003,1644865.875,-1.8666808102279902,0.46487581729888916,3322286.72890625,3700,0.006225594,5.960464477539063e-08,-0.0032286335859680547,0.2
761856,16,46766,40023.67253943,336.0,372,0.06982421875,0.0003,1569776.625,-1.8557989280670881,0.46416082978248596,2981189.70625,3710,0.0077758026,0.0,-0.0044925633177626875,0.2
763904,16,46923,39960.93883064001,336.0,373,0.0609375,0.0003,2180233.25,-1.8471351508051157,0.46200132369995117,3703603.98203125,3720,0.006204001,1.1920928955078125e-07,-0.0044557683926541355,0.2
765952,16,47084,40136.23930841,336.0,374,0.061279296875,0.0003,1653344.625,-1.8454689893871545,0.4638198912143707,2973677.933203125,3730,0.005752313,2.384185791015625e-07,-0.0036321234685601665,0.2
768000,16,47244,40155.014822139994,336.0,375,0.06767578125,0.0003,1632221.5,-1.8509982127696276,0.4638272225856781,3373212.19609375,3740,0.0075206487,0.0,-0.004609255355899222,0.2
770048,16,47404,40049.433135759995,336.0,376,0.046435546875,0.0003,1753337.125,-1.8510490234941244,0.46379753947257996,3367589.9984375,3750,0.0058286907,0.0,-0.0018775626391288824,0.2
772096,16,47564,40129.06265667001,336.0,377,0.100390625,0.0003,1247641.75,-1.852472085878253,0.4648010730743408,2950617.694921875,3760,0.009076837,0.0,-0.007417419557168614,0.2
774144,16,47723,40366.47503375,336.0,378,0.074658203125,0.0003,2076484.375,-1.8478510521352292,0.46266674995422363,3521686.93828125,3770,0.008543789,5.960464477539063e-08,-0.004573985672323033,0.2
776192,16,47884,40774.15617265001,336.0,379,0.045458984375,0.0003,1593464.875,-1.8385500345379113,0.4615279734134674,2900159.238671875,3780,0.0055985088,1.1920928955078125e-07,-0.0024548727640649306,0.2
778240,16,48045,41031.13524843999,336.0,380,0.07412109375,0.0003,2093688.125,-1.8346053298562766,0.46144309639930725,3793827.8828125,3790,0.007616682,1.1920928955078125e-07,-0.006834396277554333,0.2
780288,16,48204,41048.01376425,336.0,381,0.09765625,0.0003,1352024.375,-1.8346242748200894,0.4628666937351227,3117225.728125,3800,0.008834137,0.0,-0.0075731918783276345,0.2
782336,16,48368,40865.62145868,336.0,382,0.073974609375,0.0003,1741058.25,-1.82581916898489,0.4596070945262909,3499019.3296875,3810,0.007074587,5.960464477539063e-08,-0.006293283688137308,0.2
784384,16,48529,40592.79711166,336.0,383,0.066943359375,0.0003,1432426.625,-1.817355989664793,0.45973682403564453,3190324.8921875,3820,0.0071919058,0.0,-0.005416028878244106,0.2
786432,16,48692,40684.9828652,336.0,384,0.040283203125,0.0003,1229293.875,-1.8230748191475867,0.46319779753685,2899068.3484375,3830,0.00542429,1.1920928955078125e-07,-0.0032341756261303088,0.2
788480,16,48852,40833.66631734001,336.0,385,0.0548828125,0.0003,1551584.875,-1.8301972310990096,0.4643773138523102,3029059.4828125,3840,0.0069529917,5.960464477539063e-08,-0.0037910216531599874,0.2
790528,16,49013,40749.06375293,336.0,386,0.061962890625,0.0003,1430526.75,-1.8294152662158012,0.4626317024230957,3089551.08046875,3850,0.0055916426,0.0,-0.004668598575517535,0.2
792576,16,49173,40983.998472240004,336.0,387,0.067138671875,0.0003,1584988.0,-1.8264696881175042,0.46387800574302673,3420742.59921875,3860,0.006350208,1.1920928955078125e-07,-0.004621350578963757,0.2
794624,16,49336,40866.80175706,336.0,388,0.04912109375,0.0003,1876912.625,-1.8216247666627168,0.4610082805156708,3798248.05,3870,0.006009157,5.960464477539063e-08,-0.003884913641377352,0.2
796672,16,49495,41245.119282199994,336.0,389,0.0791015625,0.0003,1477012.625,-1.8176166873425246,0.4616076946258545,2783765.10546875,3880,0.006151229,1.1920928955078125e-07,-0.007349721010541543,0.2
798720,16,49656,40971.66512934,336.0,390,0.082958984375,0.0003,1484992.875,-1.8185605868697166,0.46105730533599854,3491111.8453125,3890,0.007730125,5.960464477539063e-08,-0.005913946917280555,0.2
800768,16,49820,40779.12873354,336.0,391,0.058642578125,0.0003,1495669.25,-1.8183977466076613,0.4609503746032715,2999651.16796875,3900,0.0050722687,0.0,-0.0036176887268084103,0.2
802816,16,49981,41222.631661370004,336.0,392,0.068994140625,0.0003,1501624.125,-1.8248808689415454,0.4625205993652344,3163026.11171875,3910,0.005629913,-1.1920928955078125e-07,-0.0036623769527068363,0.2
804864,16,50142,41786.51037425,336.0,393,0.074072265625,0.0003,2354309.0,-1.8321834426373242,0.46352648735046387,4488666.05078125,3920,0.007098372,0.0,-0.0056996117258677256,0.2
806912,16,50304,42017.91837202,336.0,394,0.064990234375,0.0003,2098683.0,-1.8380956057459117,0.46489572525024414,4338387.74921875,3930,0.006340935,5.960464477539063e-08,-0.004160667055111844,0.2
808960,16,50466,41572.29564113,336.0,395,0.07880859375,0.0003,1550085.375,-1.849212111532688,0.46659383177757263,3323192.30546875,3940,0.0065532154,1.1920928955078125e-07,-0.006686900091881398,0.2
811008,16,50627,41277.71039439,336.0,396,0.0833984375,0.0003,1323763.5,-1.859334908798337,0.4672323763370514,2541820.460546875,3950,0.010944195,1.1920928955078125e-07,-0.006241938378661871,0.2
813056,16,50788,40974.12242168,336.0,397,0.06494140625,0.0003,1302060.0,-1.863795791938901,0.46795573830604553,3006928.60078125,3960,0.0050828974,0.0,-0.003922321027494036,0.2
815104,15,50949,41081.22391770001,336.0,398,0.075439453125,0.0003,1604408.5,-1.8664318449795245,0.4675775468349457,2978382.38046875,3970,0.006718697,0.0,-0.005918697548622731,0.2
817152,15,51111,41538.03779581,336.0,399,0.0517578125,0.0003,1947801.5,-1.870830101519823,0.468740314245224,4148097.03359375,3980,0.00504388,0.0,-0.005556114595674444,0.2
819200,15,51273,41935.17418113,336.0,400,0.058984375,0.0003,1728036.125,-1.864730754867196,0.4660510718822479,3331465.8953125,3990,0.0063573522,0.0,-0.003743798498180695,0.2
821248,15,51434,41628.25109364,336.0,401,0.089501953125,0.0003,1783084.625,-1.850532914698124,0.4643503725528717,3420729.69765625,4000,0.006830318,5.960464477539063e-08,-0.006882237143145176,0.2
823296,15,51595,41848.66797364,336.0,402,0.05966796875,0.0003,1511240.75,-1.8415936656296252,0.4626832902431488,3001671.730859375,4010,0.007118629,0.0,-0.0054401811765274035,0.2
825344,15,51757,41793.92783971,336.0,403,0.086376953125,0.0003,1777688.625,-1.8295715026557446,0.4603569507598877,3753198.803125,4020,0.008244462,0.0,-0.0064950381420203485,0.2
827392,15,51918,41789.83719826,336.0,404,0.09736328125,0.0003,1544328.5,-1.8167109947651625,0.45756611227989197,3090471.01328125,4030,0.008158236,5.960464477539063e-08,-0.006439350132131949,0.2
829440,15,52081,41479.3794464,336.0,405,0.058251953125,0.0003,1658901.0,-1.8138299990445375,0.4584260880947113,2884473.3875,4040,0.0058976132,5.960464477539063e-08,-0.00392161085474072,0.2
831488,15,52242,41269.42642418,336.0,406,0.06357421875,0.0003,1352928.25,-1.8033193625509738,0.45481812953948975,2452886.657421875,4050,0.00655894,0.0,-0.0038081588994828054,0.2
833536,15,52403,41523.89156895,336.0,407,0.056982421875,0.0003,1408017.75,-1.797066542506218,0.45703935623168945,3287801.0890625,4060,0.007427631,0.0,-0.004049874180054758,0.2
835584,15,52564,41444.37482353,336.0,408,0.056005859375,0.0003,2084620.25,-1.799005414918065,0.4548846185207367,3602990.38125,4070,0.005715265,0.0,-0.005453249478887301,0.2
837632,15,52725,40920.2667843,336.0,409,0.044921875,0.0003,1462101.5,-1.7979048710316419,0.45686736702919006,2988870.51015625,4080,0.0064653736,5.960464477539063e-08,-0.002454066157224588,0.2
839680,15,52886,40745.58352441001,336.0,410,0.0740234375,0.0003,1510539.0,-1.8032323013991118,0.4570416510105133,3187234.2203125,4090,0.0075700665,1.1920928955078125e-07,-0.006498252459277864,0.2
841728,15,53047,41108.76075994,336.0,411,0.066796875,0.0003,1884037.5,-1.7931924659758807,0.45440495014190674,3498600.14375,4100,0.00767798,0.0,-0.005684311356162652,0.2
843776,15,53208,41501.27698471,336.0,412,0.051171875,0.0003,1820796.25,-1.778751763701439,0.45278647541999817,3169476.5890625,4110,0.006756761,0.0,-0.004460353682225105,0.2
845824,15,53367,41344.69683329,336.0,413,0.0509765625,0.0003,1403940.0,-1.771546385064721,0.45182958245277405,3009366.803125,4120,0.005786361,5.960464477539063e-08,-0.003843446741666412,0.2
847872,15,53529,41168.38191431,336.0,414,0.059228515625,0.0003,1627434.75,-1.7802047852426768,0.45525792241096497,3249208.7453125,4130,0.0050700847,5.960464477539063e-08,-0.004357513433205895,0.2
849920,15,53691,40828.72402417,336.0,415,0.0580078125,0.0003,1275211.875,-1.7858148623257875,0.45336833596229553,2760693.4203125,4140,0.0060546966,5.960464477539063e-08,-0.002746646324521862,0.2
851968,15,53852,40603.29141209999,336.0,416,0.06259765625,0.0003,1313430.375,-1.7730729270726442,0.45099183917045593,2484955.492578125,4150,0.005938867,5.960464477539063e-08,-0.004027086906717159,0.2
854016,15,54014,40763.259768380005,336.0,417,0.059814453125,0.0003,1681340.5,-1.7599157772958278,0.44973111152648926,3247067.74453125,4160,0.007038541,0.0,-0.005094297684263438,0.2
856064,15,54175,40907.696137670006,336.0,418,0.062353515625,0.0003,1688549.5,-1.7490542933344841,0.44815996289253235,2930964.9984375,4170,0.0072687226,0.0,-0.00254463541568839,0.2
858112,15,54337,40769.1663961,336.0,419,0.0537109375,0.0003,1547176.375,-1.736019366979599,0.44623255729675293,3300794.94140625,4180,0.005750536,0.0,-0.004654852004023269,0.2
860160,15,54502,40212.70676334,336.0,420,0.064697265625,0.0003,1559956.25,-1.7252785459160804,0.445444792509079,3249771.99296875,4190,0.0062897773,0.0,-0.0043118246190715585,0.2
862208,15,54662,40409.69812566,336.0,421,0.079638671875,0.0003,1751930.875,-1.7316407069563866,0.44790494441986084,2790642.146875,4200,0.0062654354,0.0,-0.004420525514433393,0.2
864256,15,54823,40866.00104941,336.0,422,0.064599609375,0.0003,1286147.25,-1.740039560198784,0.4476374685764313,3219076.67421875,4210,0.0065590646,5.960464477539063e-08,-0.003867741336580366,0.2
