time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,train/clip_fraction,train/entropy_loss,train/std,train/approx_kl,train/n_updates,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_range,train/learning_rate
21,43008,40840.92818826,2399,336.0,17,0.118115234375,-1.6156484812498093,0.4323359727859497,0.009263221,5090,1507806.25,0.0,2954362.1703125,-0.009204694586514961,0.2,0.0003
22,45056,40921.21541844,2510,336.0,17,0.0908203125,-1.6245976954698562,0.4340148866176605,0.007912649,5100,1734504.5,-1.1920928955078125e-07,3571497.8359375,-0.005008752593130339,0.2,0.0003
23,47104,40941.240568839996,2621,336.0,17,0.075537109375,-1.6246236320585012,0.43247857689857483,0.0063491417,5110,1826262.25,0.0,3301858.515625,-0.00616503382625524,0.2,0.0003
24,49152,41089.23908939,2734,336.0,17,0.11005859375,-1.6190265629440546,0.4323682487010956,0.008309523,5120,1626725.375,0.0,2860380.449609375,-0.007917536927561742,0.2,0.0003
25,51200,41477.68821317,2845,336.0,17,0.07890625,-1.6240577924996615,0.4337768852710724,0.0072842864,5130,1397646.5,0.0,2830323.546875,-0.0037170679417613426,0.2,0.0003
26,53248,41675.72764246,2953,336.0,18,0.061767578125,-1.6270435970276593,0.4335986077785492,0.006830806,5140,1886469.375,0.0,3058987.3015625,-0.0018821803736500443,0.2,0.0003
27,55296,41460.45212262,3063,336.0,18,0.059912109375,-1.6199055153876543,0.4317759573459625,0.007383274,5150,1567807.5,-1.1920928955078125e-07,2997302.584375,-0.0030940966247726466,0.2,0.0003
28,57344,41420.62130246999,3174,336.0,18,0.048486328125,-1.6203223571181298,0.43320992588996887,0.0051171817,5160,1580099.125,-1.1920928955078125e-07,3188130.33359375,-0.003703255217988044,0.2,0.0003
29,59392,42137.83895223,3283,336.0,18,0.076953125,-1.61211963519454,0.4298115670681,0.007589696,5170,1312449.375,1.1920928955078125e-07,2854460.313671875,-0.004173752311908174,0.2,0.0003
30,61440,41792.437248329996,3392,336.0,18,0.04189453125,-1.6019411258399487,0.42956289649009705,0.005282459,5180,1583634.5,0.0,3167736.265625,-0.0016646565811242909,0.2,0.0003
31,63488,41743.8807819,3508,336.0,18,0.05830078125,-1.5885946035385132,0.426151305437088,0.0060226703,5190,1629952.875,0.0,2745896.1203125,-0.0031975323530787137,0.2,0.0003
32,65536,41329.19753701,3618,336.0,18,0.06015625,-1.575814101099968,0.42559897899627686,0.004777367,5200,1745791.25,0.0,2932953.825,-0.004226356938306708,0.2,0.0003
33,67584,41477.45335697001,3729,336.0,18,0.068359375,-1.575734082236886,0.4254623353481293,0.0057464344,5210,1412635.875,-1.1920928955078125e-07,2971093.438671875,-0.004232940661313478,0.2,0.0003
34,69632,41539.84326531,3840,336.0,18,0.094677734375,-1.5691413927823306,0.423971563577652,0.0073809624,5220,1163825.25,0.0,2838718.0328125,-0.004791716932231793,0.2,0.0003
35,71680,41804.65780004,3952,336.0,18,0.0748046875,-1.554546570405364,0.42184916138648987,0.0063791983,5230,1689019.125,0.0,3053858.39296875,-0.005196603799413424,0.2,0.0003
36,73728,41915.33791097,4078,336.0,18,0.04169921875,-1.5406345665454864,0.4202723503112793,0.0054038223,5240,1572525.375,0.0,3527459.9328125,-0.0022837292970507407,0.2,0.0003
37,75776,42104.23313582,4187,336.0,18,0.038818359375,-1.5268017292022704,0.41684040427207947,0.0052646403,5250,1263308.0,0.0,2771694.721484375,-0.0020950786485627758,0.2,0.0003
38,77824,41486.23400642999,4297,336.0,18,0.081982421875,-1.514460724964738,0.416352778673172,0.0068998323,5260,1573252.5,0.0,3115272.5859375,-0.004595714602328371,0.2,0.0003
39,79872,41922.47505165,4412,336.0,18,0.08564453125,-1.5064735382795333,0.4144309461116791,0.007850198,5270,1384278.875,0.0,2923780.944921875,-0.005088102557056118,0.2,0.0003
40,81920,41862.195794499996,4543,336.0,18,0.04130859375,-1.5049472589045763,0.41645023226737976,0.005775983,5280,1766524.875,0.0,3484814.32890625,-0.002207309712684946,0.2,0.0003
41,83968,41578.061132639996,4660,336.0,18,0.08701171875,-1.4915968932211399,0.4118548333644867,0.008102322,5290,1367668.375,0.0,2840239.208984375,-0.005990968416153919,0.2,0.0003
42,86016,41128.41895092,4771,336.0,18,0.092236328125,-1.4810430608689784,0.4129939079284668,0.007831806,5300,1205007.0,0.0,2466240.19296875,-0.004544784169411287,0.2,0.0003
43,88064,41097.14326726,4882,336.0,18,0.080224609375,-1.4868203345686197,0.4129597842693329,0.006875934,5310,1484599.5,0.0,2549297.608984375,-0.004144490350154228,0.2,0.0003
44,90112,41266.021156949995,5010,336.0,17,0.100390625,-1.4891840040683746,0.41318532824516296,0.008850021,5320,1165266.25,0.0,2472988.837109375,-0.005370327264245134,0.2,0.0003
45,92160,40932.870221469995,5116,336.0,18,0.0484375,-1.4921247217804194,0.4128224551677704,0.0060561225,5330,1514927.25,0.0,3771269.6921875,-0.00509939429757651,0.2,0.0003
46,94208,40797.488025310005,5246,336.0,17,0.06396484375,-1.4833255641162395,0.4093913733959198,0.0075742863,5340,1080135.5,0.0,2453826.4296875,-0.0036076683914870954,0.2,0.0003
47,96256,41015.91104778,5380,336.0,17,0.0654296875,-1.4775251045823097,0.41050586104393005,0.005863301,5350,1293458.5,5.960464477539063e-08,2672141.153125,-0.005236378859262913,0.2,0.0003
48,98304,40746.89101999,5495,336.0,17,0.05673828125,-1.4803805328905582,0.40986910462379456,0.0063748965,5360,1148567.625,0.0,3143671.2671875,-0.002495550032472238,0.2,0.0003
49,100352,40802.23920967,5604,336.0,17,0.0849609375,-1.4670249663293362,0.4072383940219879,0.008367643,5370,1278414.5,0.0,2052622.21328125,-0.0032093981906655246,0.2,0.0003
50,102400,40430.78894541001,5715,336.0,17,0.076416015625,-1.4583518885076046,0.40724483132362366,0.0064450554,5380,1780459.625,0.0,2940524.6203125,-0.0031719446255010554,0.2,0.0003
51,104448,40339.36020453,5842,336.0,17,0.05693359375,-1.4646703828126193,0.4091237485408783,0.006488412,5390,1158671.875,0.0,2247703.137109375,-0.0019536637271812653,0.2,0.0003
52,106496,40028.024129870006,5966,336.0,17,0.055078125,-1.4657868195325137,0.40773001313209534,0.00620595,5400,1752638.375,0.0,3052926.675,-0.003121531721262727,0.2,0.0003
53,108544,39955.3418206,6081,336.0,17,0.07890625,-1.4642919417470694,0.4079684913158417,0.006628438,5410,1405367.5,5.960464477539063e-08,3181524.38984375,-0.003872355350176804,0.2,0.0003
54,110592,40110.81608422,6198,336.0,17,0.052783203125,-1.4646133687347174,0.40713366866111755,0.00621096,5420,1175423.375,0.0,2519841.96953125,-0.0016593590793490876,0.2,0.0003
55,112640,39919.92089644,6301,336.0,17,0.073583984375,-1.466820614784956,0.4081341326236725,0.0057306844,5430,1446666.0,0.0,2996880.3125,-0.004806859390373575,0.2,0.0003
56,114688,39640.64653285,6425,336.0,17,0.05244140625,-1.464060365408659,0.4058258831501007,0.004627701,5440,1593419.0,-1.1920928955078125e-07,2814976.195703125,-0.0036232118429325054,0.2,0.0003
57,116736,39584.954980090006,6542,336.0,17,0.089208984375,-1.4524449594318867,0.4047251045703888,0.0080632605,5450,941596.75,1.1920928955078125e-07,2406966.3921875,-0.0036717651921208015,0.2,0.0003
58,118784,39630.57448109,6655,336.0,17,0.08837890625,-1.4537095446139574,0.40632113814353943,0.0062438403,5460,983816.9375,0.0,2537449.595703125,-0.0036340503793326207,0.2,0.0003
59,120832,40013.67341961,6767,336.0,17,0.07158203125,-1.4636763107031583,0.40745866298675537,0.006563987,5470,1183629.125,1.1920928955078125e-07,2633009.602734375,-0.004729819372005295,0.2,0.0003
60,122880,40283.16471456,6877,336.0,17,0.06298828125,-1.4590076878666878,0.4054403603076935,0.007132681,5480,1801640.25,1.1920928955078125e-07,3084395.6921875,-0.005093516107444884,0.2,0.0003
61,124928,39594.28824352,6995,336.0,17,0.062548828125,-1.439708399027586,0.4023268222808838,0.006150595,5490,1343087.875,1.1920928955078125e-07,2901300.01171875,-0.006686128504225053,0.2,0.0003
62,126976,40349.725802370005,7124,336.0,17,0.054296875,-1.430862182751298,0.40251854062080383,0.006952568,5500,1252001.375,0.0,2786551.966796875,-0.0028075550151697827,0.2,0.0003
63,129024,39813.36804961,7236,336.0,17,0.027734375,-1.4319427508860827,0.40249696373939514,0.0038494873,5510,1520053.5,0.0,3437109.21484375,-0.002089108046493493,0.2,0.0003
64,131072,40174.73940058999,7350,336.0,17,0.06796875,-1.4313096206635236,0.4025224447250366,0.0058910022,5520,975095.0625,0.0,2122253.159375,-0.0010849002690520137,0.2,0.0003
65,133120,39967.759241440006,7472,336.0,17,0.070556640625,-1.4272174134850502,0.40101587772369385,0.0077294055,5530,1558649.375,1.1920928955078125e-07,2751473.408984375,-0.00563507504411973,0.2,0.0003
66,135168,39675.1482537,7576,336.0,17,0.062548828125,-1.419513973593712,0.3999727666378021,0.007075548,5540,1108669.5,0.0,2352940.80390625,-0.0009352011780720204,0.2,0.0003
67,137216,39831.8452557,7678,336.0,17,0.10322265625,-1.4152454882860184,0.39994657039642334,0.009092391,5550,1440689.875,-1.1920928955078125e-07,2379245.073828125,-0.005996595886244904,0.2,0.0003
68,139264,39525.96873394,7789,336.0,17,0.0697265625,-1.424744101986289,0.4023355543613434,0.0067900904,5560,1706979.25,-1.1920928955078125e-07,2871492.58984375,-0.0036773413230548613,0.2,0.0003
69,141312,39649.291463550006,7908,336.0,17,0.0634765625,-1.4274446841329336,0.39996322989463806,0.0075488896,5570,1438550.5,0.0,2462289.567578125,-0.0033755923264834563,0.2,0.0003
70,143360,39602.3438116,8020,336.0,17,0.064892578125,-1.4197143163532018,0.39936795830726624,0.006894747,5580,1409090.25,0.0,2714720.848046875,-0.004037587365019135,0.2,0.0003
71,145408,39309.929880330004,8133,336.0,17,0.059033203125,-1.4131448872387409,0.3984096944332123,0.0046099545,5590,1263813.0,-1.1920928955078125e-07,2566356.73046875,-0.00262520590913482,0.2,0.0003
72,147456,39388.30492338,8250,336.0,17,0.09921875,-1.4051488991826773,0.39712846279144287,0.008548405,5600,1419763.125,0.0,2238926.38828125,-0.00393198149104137,0.2,0.0003
73,149504,39735.15094571,8360,336.0,17,0.0693359375,-1.4040766187012195,0.3973117768764496,0.0066397707,5610,1478851.875,0.0,3211967.9234375,-0.004330038187617902,0.2,0.0003
74,151552,39771.77675899999,8471,336.0,17,0.089111328125,-1.4060663655400276,0.39784204959869385,0.008994582,5620,1254415.5,0.0,2647309.357421875,-0.004167377561680041,0.2,0.0003
75,153600,39925.034490160004,8602,336.0,17,0.060888671875,-1.3965632617473602,0.39518681168556213,0.0057130926,5630,1640203.25,0.0,2946105.884375,-0.00301342519451282,0.2,0.0003
76,155648,40179.0662875,8720,336.0,17,0.09130859375,-1.3813009951263666,0.394559770822525,0.007972641,5640,1695223.25,0.0,3162987.81796875,-0.005823082716960926,0.2,0.0003
77,157696,40093.03271985,8839,336.0,17,0.070166015625,-1.3772036354988813,0.3945746123790741,0.0065043764,5650,1789508.875,0.0,3407748.08671875,-0.0040799715381581335,0.2,0.0003
78,159744,40130.118789889995,8971,336.0,17,0.08671875,-1.380400300770998,0.3954859673976898,0.0071891686,5660,1320080.125,1.1920928955078125e-07,2728320.969921875,-0.0029229501626105046,0.2,0.0003
79,161792,40286.608618670005,9087,336.0,17,0.10810546875,-1.3729132279753684,0.3932039439678192,0.009748604,5670,1420333.0,0.0,2583579.848828125,-0.00620111065072706,0.2,0.0003
80,163840,40640.72855661999,9198,336.0,17,0.11513671875,-1.3727823201566935,0.3956282436847687,0.009658977,5680,1491877.5,0.0,2998873.208203125,-0.007161964652914321,0.2,0.0003
81,165888,40685.09003779,9308,336.0,17,0.05693359375,-1.37510510571301,0.393020361661911,0.006098252,5690,1453770.625,0.0,2947481.56640625,-0.002420456154504791,0.2,0.0003
82,167936,40953.30618197,9420,336.0,17,0.039013671875,-1.3683944918215274,0.3936043679714203,0.004936373,5700,1341472.375,0.0,2819094.063671875,-0.0006024008223903365,0.2,0.0003
83,169984,41215.84006253,9529,336.0,17,0.053271484375,-1.3591291394084692,0.391539603471756,0.005151967,5710,1579900.5,1.7881393432617188e-07,3111641.27421875,-0.0034837713326851373,0.2,0.0003
84,172032,41703.258747399996,9639,336.0,17,0.10205078125,-1.3446823082864285,0.38964900374412537,0.009838914,5720,1717075.625,0.0,3214794.2203125,-0.007243694517819676,0.2,0.0003
85,174080,41572.870239109994,9750,336.0,17,0.08515625,-1.3366010803729296,0.3898898661136627,0.008455442,5730,1366552.5,0.0,2968590.23203125,-0.005261570202128496,0.2,0.0003
86,176128,41884.970886029994,9862,336.0,17,0.096728515625,-1.3201293177902698,0.38646066188812256,0.0070957053,5740,1523102.375,0.0,2746081.60625,-0.005392626984394156,0.2,0.0003
87,178176,42109.405979380004,9971,336.0,17,0.070068359375,-1.3106062714010478,0.3865375816822052,0.0073715476,5750,1640717.875,1.1920928955078125e-07,3312708.52109375,-0.003830870566889644,0.2,0.0003
88,180224,42185.23700805,10080,336.0,17,0.0669921875,-1.3068585891276598,0.3854656219482422,0.0072430586,5760,1051295.0,0.0,2827761.28515625,-0.003942854855267797,0.2,0.0003
89,182272,42251.08726106,10191,336.0,17,0.05361328125,-1.2946346815675498,0.38397201895713806,0.0061890986,5770,1404809.0,0.0,2880935.87734375,-0.0020484773966018112,0.2,0.0003
90,184320,42164.27533685,10314,336.0,17,0.08994140625,-1.2838174413889647,0.38213932514190674,0.007741563,5780,1405156.75,0.0,2842084.9515625,-0.004523989258450456,0.2,0.0003
91,186368,42163.37054057,10436,336.0,17,0.082177734375,-1.275916438549757,0.38035669922828674,0.0063750036,5790,1387748.375,0.0,2631474.06796875,-0.0053670145709475035,0.2,0.0003
92,188416,42307.69900177999,10552,336.0,17,0.087841796875,-1.2697908096015453,0.3797997534275055,0.007550954,5800,2001488.5,-1.1920928955078125e-07,3415082.66328125,-0.005983596327132546,0.2,0.0003
93,190464,42002.05321735,10681,336.0,17,0.07685546875,-1.260093580186367,0.37815308570861816,0.007166637,5810,1494843.0,0.0,3249732.58515625,-0.003769418348383624,0.2,0.0003
94,192512,41556.45122594,10797,336.0,17,0.085888671875,-1.2616566639393567,0.3802925646305084,0.009603117,5820,945765.875,0.0,2460408.7109375,-0.0030406482765101828,0.2,0.0003
95,194560,41403.89069842,10906,336.0,17,0.087158203125,-1.2660550236701966,0.37981271743774414,0.0075003356,5830,1277788.5,1.1920928955078125e-07,2376354.141796875,-0.004126622359763132,0.2,0.0003
96,196608,40993.80272129,11017,336.0,17,0.09365234375,-1.2591477163136005,0.3783329725265503,0.005624965,5840,1346236.375,0.0,2804573.951171875,-0.0037764396358397788,0.2,0.0003
97,198656,40728.80058742999,11129,336.0,17,0.106591796875,-1.2521425332874059,0.3783465325832367,0.009414022,5850,1193449.25,0.0,2163004.797265625,-0.0071674641025310844,0.2,0.0003
98,200704,40980.10470024,11245,336.0,17,0.07734375,-1.2608064644038677,0.38064679503440857,0.0070596673,5860,1070076.75,0.0,2126880.2734375,-0.004173867315694224,0.2,0.0003
99,202752,40776.62429910001,11364,336.0,17,0.067578125,-1.2695380825549365,0.3801961839199066,0.0067645535,5870,1373641.5,0.0,2988837.44765625,-0.004008354821417015,0.2,0.0003
100,204800,40352.52845079,11476,336.0,17,0.075830078125,-1.2655161172151566,0.3801504373550415,0.008030937,5880,1467366.25,-1.1920928955078125e-07,2799586.6296875,-0.004779991980467457,0.2,0.0003
101,206848,40435.7532082,11585,336.0,17,0.074951171875,-1.2555795766413211,0.37875351309776306,0.0078773005,5890,954514.9375,0.0,2296552.18046875,-0.0035071766687906347,0.2,0.0003
102,208896,40489.13872521001,11695,336.0,17,0.067138671875,-1.2504352293908596,0.3788563907146454,0.006643554,5900,1155028.0,0.0,2807458.9453125,-0.0038376087468350306,0.2,0.0003
103,210944,40607.28930739,11829,336.0,17,0.069091796875,-1.2504461973905563,0.37790146470069885,0.006429312,5910,1508611.125,0.0,3381100.7203125,-0.002897965558804572,0.2,0.0003
104,212992,40857.224817149996,11956,336.0,17,0.07177734375,-1.247380593419075,0.37813201546669006,0.0055441307,5920,1438444.5,0.0,3131515.68125,-0.004263909060682636,0.2,0.0003
105,215040,40980.04670656999,12072,336.0,17,0.07060546875,-1.2522484038025141,0.37880411744117737,0.006497537,5930,1728441.0,1.1920928955078125e-07,3283220.79609375,-0.0042810380778973926,0.2,0.0003
106,217088,41263.56166304999,12183,336.0,17,0.054931640625,-1.2472008634358644,0.376708060503006,0.005863038,5940,1760334.625,0.0,3053248.880078125,-0.002446065057301894,0.2,0.0003
107,219136,41286.254213500004,12307,336.0,17,0.0841796875,-1.2414092756807804,0.3770471513271332,0.0075384146,5950,1437852.25,0.0,2974341.23984375,-0.004333377403236227,0.2,0.0003
108,221184,41436.66117506,12416,336.0,17,0.075634765625,-1.243420059978962,0.3774099051952362,0.007432984,5960,1153909.0,0.0,3072271.19453125,-0.004017186806595419,0.2,0.0003
109,223232,41710.36856898,12536,336.0,17,0.0490234375,-1.2419217959046365,0.37801066040992737,0.0053572506,5970,1704164.5,0.0,3463982.2390625,-0.0009296830365201458,0.2,0.0003
110,225280,42212.25091008001,12670,336.0,17,0.04169921875,-1.248370859771967,0.379473477602005,0.0046475297,5980,1634144.125,0.0,3089985.321875,-0.002201467612758279,0.2,0.0003
111,227328,41994.90333187,12815,336.0,17,0.08154296875,-1.2592347610741854,0.38065025210380554,0.008047766,5990,1512388.125,0.0,2929788.092578125,-0.0035878322218195536,0.2,0.0003
112,229376,42469.28793716001,12962,336.0,17,0.0900390625,-1.264421195909381,0.3806338608264923,0.007507088,6000,1274748.0,1.1920928955078125e-07,2605762.3546875,-0.003995655936887488,0.2,0.0003
113,231424,42508.16676264,13108,336.0,17,0.06884765625,-1.263752156123519,0.380903959274292,0.0065217144,6010,1709634.0,-1.1920928955078125e-07,2958095.56484375,-0.0033471516100689767,0.2,0.0003
114,233472,42900.336867800004,13253,336.0,17,0.081884765625,-1.242236315086484,0.37675467133522034,0.0077426936,6020,1454863.25,0.0,2661590.4734375,-0.003469017783936579,0.2,0.0003
115,235520,43077.336162750005,13369,336.0,17,0.05947265625,-1.2164048537611962,0.3742917776107788,0.0068421448,6030,1370201.5,0.0,3116728.50390625,-0.00282460981834447,0.2,0.0003
116,237568,43095.77899046,13494,336.0,17,0.0908203125,-1.201463759690523,0.3731067180633545,0.00761275,6040,1274876.125,0.0,2965137.115625,-0.005340501826140098,0.2,0.0003
117,239616,42835.90530173,13619,336.0,17,0.08681640625,-1.1922157783061267,0.37277624011039734,0.009965738,6050,1282473.75,0.0,2415470.454296875,-0.0033873295891680756,0.2,0.0003
118,241664,42891.33742608,13732,336.0,17,0.108544921875,-1.1894937578588725,0.37269869446754456,0.009060119,6060,1079957.0,0.0,2210240.862890625,-0.004977120507101062,0.2,0.0003
119,243712,42522.755344599995,13846,336.0,17,0.070263671875,-1.1930794533342124,0.37289050221443176,0.007753429,6070,1747822.5,0.0,2883288.598828125,-0.004939144342642976,0.2,0.0003
120,245760,41779.670865320004,13958,336.0,17,0.081689453125,-1.192736553773284,0.3729192912578583,0.0065351846,6080,1165526.75,0.0,2713879.312890625,-0.0032873297946935053,0.2,0.0003
121,247808,41662.669783,14070,336.0,17,0.08623046875,-1.192673347145319,0.3729347288608551,0.007450998,6090,1000489.0625,0.0,2211222.814453125,-0.003161615079443436,0.2,0.0003
122,249856,41575.18803414999,14188,336.0,17,0.079833984375,-1.198379062861204,0.37391576170921326,0.0071648285,6100,1369563.25,1.1920928955078125e-07,2804408.253515625,-0.004229554683479364,0.2,0.0003
123,251904,41614.08529376,14292,336.0,17,0.070263671875,-1.1995538502931595,0.373117059469223,0.005970081,6110,1237892.75,0.0,2695878.479296875,-0.0026282372476998717,0.2,0.0003
124,253952,41361.35187709,14395,336.0,17,0.134765625,-1.202074898034334,0.3740198314189911,0.009421836,6120,1226548.375,-1.1920928955078125e-07,2817728.991015625,-0.009654164926905651,0.2,0.0003
125,256000,40899.46981437,14497,336.0,17,0.085009765625,-1.2137601293623448,0.3758406639099121,0.006400084,6130,1451829.75,1.1920928955078125e-07,2803409.596484375,-0.004688617910142056,0.2,0.0003
126,258048,40474.08273739999,14598,336.0,17,0.0564453125,-1.2104664366692304,0.37329885363578796,0.0059102727,6140,1196427.75,0.0,2408993.332421875,-0.0029595533254905605,0.2,0.0003
127,260096,40629.173335709995,14699,336.0,17,0.066015625,-1.178922313824296,0.36808323860168457,0.007969029,6150,1163709.0,0.0,2455817.79765625,-0.0035701013141078873,0.2,0.0003
128,262144,40801.93647224,14800,336.0,17,0.0744140625,-1.1572087809443474,0.36773404479026794,0.009541227,6160,1526735.25,-1.1920928955078125e-07,2791868.990625,-0.002260907183517702,0.2,0.0003
129,264192,41028.0332404,14902,336.0,17,0.079541015625,-1.1569136805832385,0.3683260381221771,0.0077260844,6170,1412300.625,0.0,2861697.13359375,-0.0019996574643300845,0.2,0.0003
130,266240,41080.22227979,15003,336.0,17,0.0669921875,-1.1599270697683095,0.368498831987381,0.005633595,6180,1586591.5,0.0,3442228.9109375,-0.002823195478413254,0.2,0.0003
131,268288,41165.13566776,15105,336.0,17,0.095263671875,-1.1700197793543339,0.37109532952308655,0.009603415,6190,1371733.375,0.0,2754220.0390625,-0.00755852971051354,0.2,0.0003
132,270336,41347.143605360005,15206,336.0,17,0.080126953125,-1.1788683582097292,0.37217795848846436,0.0065689622,6200,1901609.125,0.0,3299547.52890625,-0.0059383422529208476,0.2,0.0003
133,272384,41027.179201110004,15307,336.0,17,0.083251953125,-1.176689387485385,0.3703659474849701,0.0077210683,6210,1604946.375,-1.1920928955078125e-07,2629198.60859375,-0.003411249593773391,0.2,0.0003
134,274432,41359.371877410005,15409,336.0,17,0.10595703125,-1.160753571987152,0.3678673803806305,0.008897977,6220,1063756.75,0.0,2266143.53046875,-0.005687175480125007,0.2,0.0003
135,276480,41464.82040536,15513,336.0,17,0.066796875,-1.1440572310239077,0.3666951358318329,0.0063252333,6230,1214703.0,0.0,2637159.801171875,-0.0016114801095682197,0.2,0.0003
136,278528,41665.238018879994,15614,336.0,17,0.073095703125,-1.1389864519238473,0.36750611662864685,0.007525499,6240,1450386.75,0.0,2984212.4203125,-0.0025845382289844563,0.2,0.0003
137,280576,41949.70766076,15716,336.0,17,0.0998046875,-1.1378854855895042,0.3668630123138428,0.009914265,6250,1085462.125,0.0,2812186.29375,-0.006340808016830124,0.2,0.0003
138,282624,41607.37767226,15819,336.0,17,0.0908203125,-1.1332825932651758,0.36634960770606995,0.0092147365,6260,1344186.0,1.1920928955078125e-07,2463169.464453125,-0.004862126636726316,0.2,0.0003
139,284672,41392.847023910006,15920,336.0,17,0.098388671875,-1.1322577383369208,0.3662458658218384,0.008305546,6270,1061704.25,5.960464477539063e-08,2391146.48203125,-0.004395561887940857,0.2,0.0003
140,286720,41181.28506448,16022,336.0,17,0.109765625,-1.126566741988063,0.36533960700035095,0.008758713,6280,1256987.625,0.0,2364215.399609375,-0.007253138411033433,0.2,0.0003
141,288768,41375.3531836,16122,336.0,17,0.090771484375,-1.120807261019945,0.36410781741142273,0.008329917,6290,1267340.5,0.0,2598922.423828125,-0.005484055250417441,0.2,0.0003
142,290816,41790.499468660004,16224,336.0,17,0.089453125,-1.116038141772151,0.3639843165874481,0.009274434,6300,1415583.0,0.0,3139431.48359375,-0.004597280114103342,0.2,0.0003
143,292864,41883.26168389,16326,336.0,17,0.071142578125,-1.1158275458961726,0.36449161171913147,0.008051673,6310,1274009.0,0.0,2523805.1546875,-0.0022512139359605497,0.2,0.0003
144,294912,42014.65856495,16429,336.0,17,0.03984375,-1.1196426555514336,0.364170104265213,0.004229258,6320,1538734.625,-1.1920928955078125e-07,3313341.946875,-0.0017494465893832967,0.2,0.0003
