time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/std,train/clip_range,train/n_updates,train/learning_rate,train/explained_variance,train/clip_fraction,train/entropy_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/value_loss
4637,21,336.0,12558.97205596,100352,49,0.798390805721283,0.2,480,0.0003,0.03879702091217041,0.02548828125,-3.5510633081197738,4997680.5,-0.003728449712798465,0.007431021,10264527.02734375
4717,21,336.0,11819.879167369998,102400,50,0.7968451380729675,0.2,490,0.0003,0.02928227186203003,0.032568359375,-3.547795280814171,6309471.0,-0.005488802374020452,0.0044816323,16640147.2875
4798,21,336.0,10726.855739739998,104448,51,0.7942569851875305,0.2,500,0.0003,0.028340518474578857,0.024658203125,-3.5393047191202642,13693165.0,-0.004525558336172253,0.0047661318,16705014.9390625
4882,21,336.0,10727.46083883,106496,52,0.7913491129875183,0.2,510,0.0003,0.03934675455093384,0.025244140625,-3.529362989217043,4450207.0,-0.006913228289340623,0.00412446,13225075.01875
4963,21,336.0,10384.998723300001,108544,53,0.7944839000701904,0.2,520,0.0003,0.05667304992675781,0.020849609375,-3.530140745639801,1910442.25,-0.004248338226170744,0.0046713175,5985298.73359375
5041,21,336.0,10175.47690181,110592,54,0.7906561493873596,0.2,530,0.0003,0.03515499830245972,0.022705078125,-3.528514014184475,9615953.0,-0.0052671710895083376,0.0040711677,13236106.10703125
5120,21,336.0,10019.86899827,112640,55,0.7896259427070618,0.2,540,0.0003,0.03768718242645264,0.026611328125,-3.517290523648262,8898879.0,-0.004526528544374742,0.004824846,12721704.975
5199,22,336.0,9379.57305211,114688,56,0.7899232506752014,0.2,550,0.0003,0.06904876232147217,0.051025390625,-3.5147578112781046,1874847.875,-0.007089152486150852,0.006668632,3787099.240625
5278,22,336.0,8576.05066722,116736,57,0.7898314595222473,0.2,560,0.0003,0.04174172878265381,0.023388671875,-3.515466346591711,5744811.0,-0.004735121432167944,0.005325173,12692693.4078125
5356,22,336.0,7902.5193000300005,118784,58,0.79420405626297,0.2,570,0.0003,0.04907351732254028,0.037841796875,-3.525233409553766,5583933.5,-0.00731773365259869,0.00499113,10541121.10546875
5435,22,336.0,5575.586383260002,120832,59,0.7908676266670227,0.2,580,0.0003,0.05130237340927124,0.033544921875,-3.5255611963570117,6088117.0,-0.008301950969325844,0.005894887,14433758.76953125
5531,22,336.0,5007.33386287,122880,60,0.7904456257820129,0.2,590,0.0003,0.03510957956314087,0.023291015625,-3.519590461999178,19814000.0,-0.0041798054939135906,0.0060769236,31731592.7078125
5625,22,336.0,5198.01559415,124928,61,0.7923173308372498,0.2,600,0.0003,0.040101051330566406,0.012109375,-3.5213473521173,12814180.0,-0.003954380789946299,0.004605271,24349062.696875
5722,22,336.0,6302.3139527700005,126976,62,0.7913454174995422,0.2,610,0.0003,0.040112316608428955,0.0248046875,-3.5239696756005285,16683762.0,-0.004576205697958358,0.004434757,23413903.334375
5821,22,336.0,6865.798365570002,129024,63,0.7918192744255066,0.2,620,0.0003,0.032496631145477295,0.021875,-3.5241922557353975,29971476.0,-0.005351117013196927,0.0054597678,39669678.4046875
5910,22,336.0,6759.9661923700005,131072,64,0.7896466255187988,0.2,630,0.0003,0.04609560966491699,0.008642578125,-3.5204548269510267,7708151.0,-0.003423523175297305,0.0033473428,21335514.8203125
5995,22,336.0,7578.591044610001,133120,65,0.7895914912223816,0.2,640,0.0003,0.037947237491607666,0.01982421875,-3.5155194774270058,13507476.0,-0.004208398659829982,0.004298742,26149924.7453125
6084,22,336.0,7633.828001200001,135168,66,0.7889959216117859,0.2,650,0.0003,0.0638500452041626,0.029833984375,-3.513613934069872,1836387.75,-0.007001225289423018,0.0064767604,5251335.31953125
6180,22,336.0,8967.74650531,137216,67,0.791703999042511,0.2,660,0.0003,0.05979841947555542,0.03720703125,-3.518741373717785,6216589.5,-0.007273158437601524,0.0053667966,10144831.621875
6266,22,336.0,10007.02550519,139264,68,0.7899602055549622,0.2,670,0.0003,0.05915367603302002,0.02666015625,-3.5211687117815016,5716081.0,-0.005888880046404666,0.0048587704,8424500.65625
6356,22,336.0,10421.44990395,141312,69,0.7886845469474792,0.2,680,0.0003,0.091438889503479,0.02822265625,-3.5171134233474732,1681804.25,-0.005762566778139444,0.0053860974,3434063.47578125
6442,22,336.0,10483.475617279999,143360,70,0.7855486273765564,0.2,690,0.0003,0.09179919958114624,0.02099609375,-3.5083451122045517,1837995.625,-0.00355922734743217,0.004268476,3677552.4453125
6530,22,336.0,10656.475098590001,145408,71,0.7849094271659851,0.2,700,0.0003,0.07397472858428955,0.06875,-3.500645749270916,2712931.0,-0.008574292485718615,0.007212702,4580775.09453125
6618,22,336.0,11340.359393010001,147456,72,0.7859976887702942,0.2,710,0.0003,0.07598811388015747,0.036767578125,-3.5032568417489527,2192521.75,-0.004229660552664427,0.005641411,5007996.55703125
6706,22,336.0,12807.906556159998,149504,73,0.7817527651786804,0.2,720,0.0003,0.06481397151947021,0.03525390625,-3.496918421238661,2948189.5,-0.004680990879569436,0.0060658194,5397361.53203125
6794,22,336.0,14479.869988259998,151552,74,0.7795869708061218,0.2,730,0.0003,0.06294691562652588,0.0435546875,-3.4834949769079686,2105240.5,-0.006575633742613718,0.0060625495,4017950.13359375
6878,22,336.0,16121.739958349996,153600,75,0.7791381478309631,0.2,740,0.0003,0.0594673752784729,0.0376953125,-3.476585054397583,7318938.5,-0.004506341798696667,0.004944738,6943997.584375
6966,22,336.0,18438.32660749,155648,76,0.777766227722168,0.2,750,0.0003,0.06829959154129028,0.035205078125,-3.4731572538614275,1415404.375,-0.0044355306519719305,0.005785031,6895118.24453125
7052,22,336.0,19614.671234800004,157696,77,0.7770740389823914,0.2,760,0.0003,0.10081231594085693,0.027880859375,-3.467590457201004,1849829.25,-0.003907080566568766,0.0048190514,3344050.509375
7150,22,336.0,22659.401128669997,159744,78,0.7740300297737122,0.2,770,0.0003,0.07587814331054688,0.044873046875,-3.458582625538111,1873227.625,-0.005862068862188608,0.00634644,4340375.76328125
7251,22,336.0,24956.72690983,161792,79,0.7730348706245422,0.2,780,0.0003,0.08200907707214355,0.0353515625,-3.449741590768099,2019028.625,-0.005488885431259405,0.006390509,4057491.02734375
