rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates
336.0,11,264096,23358,-136435.17849062997,786,0.001,45929.89020647322,26652113.870535713,263760
336.0,11,264432,23388,-135124.68433596,787,0.001,46024.641276041664,25401380.770833332,264096
336.0,11,264768,23417,-135421.93937267998,788,0.001,46032.46265811012,24028262.12797619,264432
336.0,11,265104,23445,-135734.43934095997,789,0.001,45913.89215959822,24570439.520833332,264768
336.0,11,265440,23474,-135677.3017053,790,0.001,46056.79906063988,25695348.02232143,265104
336.0,11,265776,23504,-133914.975305,791,0.001,45685.078520275296,29548070.83184524,265440
336.0,11,266112,23533,-134194.80192115,792,0.001,45850.05164155506,24790230.39285714,265776
336.0,11,266448,23562,-132689.61185205,793,0.001,45770.43401227678,23874909.11309524,266112
336.0,11,266784,23590,-133012.07325162002,794,0.001,45616.17638578869,26574325.59375,266448
336.0,11,267120,23622,-132745.94839897,795,0.001,45551.2841796875,27187715.177083332,266784
336.0,11,267456,23650,-132699.81931541,796,0.001,45363.548432849704,27356022.89136905,267120
336.0,11,267792,23679,-133216.48000155998,797,0.001,45192.582798549105,26065864.44047619,267456
336.0,11,268128,23708,-133558.22975738,798,0.001,45146.90443638393,26764752.75297619,267792
336.0,11,268464,23737,-133511.79059914002,799,0.001,45084.90497116816,23153819.645833332,268128
336.0,11,268800,23767,-133032.98128182002,800,0.001,44690.57328869047,24848529.26636905,268464
336.0,11,269136,23796,-133824.78905075998,801,0.001,45119.43243117559,23170865.15625,268800
336.0,11,269472,23824,-133823.10490775,802,0.001,44693.98686290922,27398258.46875,269136
336.0,11,269808,23854,-136770.94493592,803,0.001,44706.262486049105,24882174.8125,269472
336.0,11,270144,23883,-135490.42731343,804,0.001,44529.83444940476,25301193.57440476,269808
336.0,11,270480,23912,-136048.81837838,805,0.001,44510.05461774553,23016349.14434524,270144
336.0,11,270816,23940,-137504.25781164,806,0.001,44375.765718005954,22699271.99702381,270480
336.0,11,271152,23969,-137500.21805529002,807,0.001,44552.142182849704,25621275.69047619,270816
336.0,11,271488,23999,-137093.11065553,808,0.001,44149.291713169645,26466983.104166668,271152
336.0,11,271824,24027,-136871.63181937,809,0.001,44194.528599330355,22715525.72470238,271488
336.0,11,272160,24056,-135953.90171464998,810,0.001,44151.43224516369,24470673.71875,271824
336.0,11,272496,24085,-134784.43677556,811,0.001,43742.01976376488,27423138.251488097,272160
336.0,11,272832,24115,-135700.43937971996,812,0.001,44075.51567150297,26565181.88839286,272496
336.0,11,273168,24144,-137687.41950137,813,0.001,44135.545619419645,26031597.220238097,272832
336.0,11,273504,24172,-136221.3766879,814,0.001,43647.317057291664,21820806.91517857,273168
336.0,11,273840,24201,-138394.51922388,815,0.001,43794.11428106399,25198717.35714286,273504
336.0,11,274176,24231,-138142.32036331,816,0.001,43686.94798642113,25174224.145833332,273840
336.0,11,274512,24260,-139596.59943623,817,0.001,43678.617838541664,22071581.538690478,274176
336.0,11,274848,24288,-141422.74273386,818,0.001,43328.79668898809,22607913.08482143,274512
336.0,11,275184,24317,-141251.00997679002,819,0.001,43666.71277436756,21874939.38839286,274848
336.0,11,275520,24347,-143314.30199816,820,0.001,43459.48688616072,23979362.561011903,275184
336.0,11,275856,24376,-145398.26081816002,821,0.001,43412.93617466518,25645293.46875,275520
336.0,11,276192,24405,-144964.45504941,822,0.001,43414.37502325149,21813303.30059524,275856
336.0,11,276528,24435,-146121.12930615002,823,0.001,43339.26304408482,23156672.21577381,276192
336.0,11,276864,24468,-144658.12038766,824,0.001,43183.41452752976,22867565.291666668,276528
336.0,11,277200,24503,-144003.99436264002,825,0.001,42799.381510416664,23290152.395833332,276864
336.0,11,277536,24536,-142615.37284523,826,0.001,43062.30845424107,21635983.29464286,277200
336.0,11,277872,24575,-143130.36937124998,827,0.001,43088.24232700893,23926055.995535713,277536
336.0,11,278208,24614,-141973.26387164,828,0.001,42947.250581287204,22016547.748511903,277872
336.0,11,278544,24649,-141247.98842739,829,0.001,42845.33391462053,21631991.20982143,278208
336.0,11,278880,24678,-141575.25377069,830,0.001,42878.75818452381,24732143.023809522,278544
336.0,11,279216,24707,-139327.73728455,831,0.001,42915.35656156994,21509868.45982143,278880
336.0,11,279552,24736,-139151.05492830998,832,0.001,42591.230259486605,23663628.104166668,279216
336.0,11,279888,24765,-140927.03486880998,833,0.001,42689.68443080357,22521855.739583332,279552
336.0,11,280224,24793,-141518.74776292,834,0.001,42291.32684616816,21713740.53720238,279888
336.0,11,280560,24823,-143028.94262592998,835,0.001,42611.79259672619,23788522.85863095,280224
336.0,11,280896,24851,-143118.9745398,836,0.001,42377.92924572172,22009744.06845238,280560
336.0,11,281232,24880,-143560.86044259998,837,0.001,42362.18843005953,23778101.311011903,280896
336.0,11,281568,24909,-143420.39285285998,838,0.001,42309.44854445684,23072735.00297619,281232
336.0,11,281904,24938,-141014.19401569,839,0.001,42273.37437220982,18193106.40029762,281568
336.0,11,282240,24967,-140480.43873824,840,0.001,42177.42778087797,22939487.395833332,281904
336.0,11,282576,24996,-139607.01428226999,841,0.001,42193.29431733631,22727785.07886905,282240
336.0,11,282912,25025,-140488.01189341,842,0.001,42083.56870814732,28619732.21875,282576
336.0,11,283248,25054,-138596.04304204,843,0.001,41957.15125093006,24699986.67261905,282912
336.0,11,283584,25084,-139479.68287741998,844,0.001,41800.85305059524,21264017.72172619,283248
336.0,11,283920,25113,-139965.52244662002,845,0.001,41886.02708798363,20497859.723214287,283584
336.0,11,284256,25141,-138926.54825127,846,0.001,41822.10256231399,21718954.63095238,283920
336.0,11,284592,25171,-136960.72593374,847,0.001,41915.96579706101,20739642.13690476,284256
336.0,11,284928,25200,-136240.09398017003,848,0.001,41725.89213634672,22194046.154761903,284592
336.0,11,285264,25229,-136171.13547611,849,0.001,41696.267973400296,22520090.904761903,284928
336.0,11,285600,25257,-135444.42615582,850,0.001,41648.019135974704,21441942.60714286,285264
336.0,11,285936,25286,-136501.98518418998,851,0.001,41467.57289341518,21909596.9375,285600
336.0,11,286272,25315,-136443.9514763,852,0.001,41465.50718470982,21287596.51190476,285936
336.0,11,286608,25344,-134149.92080785,853,0.001,41364.14155505953,21037245.623511903,286272
336.0,11,286944,25372,-134663.61822586,854,0.001,41497.72523716518,22168379.01934524,286608
336.0,11,287280,25401,-134657.93881099002,855,0.001,41337.00372023809,22086902.79315476,286944
336.0,11,287616,25431,-134643.25642344,856,0.001,41215.77662295387,22792561.08035714,287280
336.0,11,287952,25460,-136002.23759520001,857,0.001,41180.52685546875,20687827.816964287,287616
336.0,11,288288,25488,-136275.64890635002,858,0.001,41127.83844866072,21863054.59375,287952
336.0,11,288624,25517,-137357.60650413,859,0.001,41290.746977306546,22330786.08779762,288288
336.0,11,288960,25547,-138429.13966555,860,0.001,41133.15271577381,24298026.08035714,288624
336.0,11,289296,25579,-138854.16100254,861,0.001,41002.91713169643,22898984.64136905,288960
336.0,11,289632,25608,-137733.32608864002,862,0.001,41116.84740048363,20221196.80059524,289296
336.0,11,289968,25638,-136631.02032152002,863,0.001,40785.41745721726,21628842.11160714,289632
336.0,11,290304,25667,-137199.90692056002,864,0.001,41167.10370163691,21468949.083333332,289968
336.0,11,290640,25696,-137807.72250032003,865,0.001,40976.27492559524,21813920.038690478,290304
336.0,11,290976,25724,-138495.87115625,866,0.001,40861.915736607145,22007738.279761903,290640
336.0,11,291312,25753,-135910.6386495,867,0.001,40855.50146484375,21862408.010416668,290976
336.0,11,291648,25783,-136711.03774613,868,0.001,40950.87702287947,20758293.33035714,291312
336.0,11,291984,25812,-136489.31139438,869,0.001,40781.55405970982,21469908.38839286,291648
336.0,11,292320,25841,-135666.23451777,870,0.001,40904.66820126488,20094473.63839286,291984
336.0,11,292656,25869,-135924.12911295003,871,0.001,40555.529134114586,20108475.69047619,292320
336.0,11,292992,25898,-134833.13146905004,872,0.001,40624.923735119046,19892294.48660714,292656
336.0,11,293328,25927,-134145.37224466001,873,0.001,40608.52569289434,19475196.59672619,292992
336.0,11,293664,25956,-131896.29164688,874,0.001,40794.157807849704,22238564.291666668,293328
336.0,11,294000,25985,-132153.18873016,875,0.001,40867.09930710566,21203843.92113095,293664
336.0,11,294336,26014,-131753.10439502998,876,0.001,40533.95847284226,22646166.126488097,294000
336.0,11,294672,26044,-133081.82687371,877,0.001,40760.70624069941,22329785.48065476,294336
336.0,11,295008,26072,-130968.19893210001,878,0.001,40570.74086216518,19256677.06845238,294672
336.0,11,295344,26101,-127448.40412467999,879,0.001,40319.048735119046,22843372.06845238,295008
336.0,11,295680,26130,-129605.02698035,880,0.001,40282.38295200893,21777414.279761903,295344
336.0,11,296016,26160,-130656.90204292002,881,0.001,40416.62920851934,21133566.12425595,295680
336.0,11,296352,26189,-133453.99874044998,882,0.001,40565.73411923363,19935921.132440478,296016
336.0,11,296688,26218,-133970.17343834,883,0.001,40128.28822544643,20343544.572916668,296352
336.0,11,297024,26247,-133834.63451173,884,0.001,40420.857212611605,22055012.54315476,296688
336.0,11,297360,26277,-132133.00330106,885,0.001,40184.65887741816,20681396.74702381,297024
336.0,11,297696,26306,-132740.32234674,886,0.001,40033.192964099704,19510937.48065476,297360
336.0,11,298032,26335,-132019.9161831,887,0.001,40361.490629650296,19049968.56547619,297696
336.0,11,298368,26364,-133526.27990339,888,0.001,40180.74135044643,20068514.40922619,298032
336.0,11,298704,26394,-133008.86854362,889,0.001,40165.875581287204,21232477.42113095,298368
336.0,11,299040,26423,-131875.21579157,890,0.001,40109.73070126488,20194369.84747024,298704
336.0,11,299376,26453,-133854.38285604,891,0.001,39999.15534319197,21262289.34672619,299040
336.0,11,299712,26482,-134343.19995088,892,0.001,40146.73442150297,23571147.339285713,299376
336.0,11,300048,26511,-133451.35449018,893,0.001,40016.494047619046,22618426.967261903,299712
336.0,11,300384,26541,-134548.73853702,894,0.001,39892.512300037204,21350479.208333332,300048
336.0,11,300720,26569,-134198.22614198,895,0.001,39913.64667038691,22011597.666666668,300384
336.0,11,301056,26598,-134022.82119572,896,0.001,39904.43340773809,18541260.839285713,300720
336.0,11,301392,26634,-132382.22156542997,897,0.001,39788.471400669645,20405012.182291668,301056
336.0,11,301728,26663,-131520.42892877,898,0.001,39910.223911830355,20958836.25892857,301392
336.0,11,302064,26693,-130356.66355171999,899,0.001,39737.82001023066,22745105.42559524,301728
336.0,11,302400,26722,-130379.02759961001,900,0.001,39742.85588727678,21179250.66964286,302064
336.0,11,302736,26752,-128922.98170224001,901,0.001,39636.841471354164,23343792.188988097,302400
336.0,11,303072,26781,-129095.50596609,902,0.001,39793.64674014137,19683140.629464287,302736
336.0,11,303408,26810,-127227.4957705,903,0.001,39513.15122767857,19531128.82440476,303072
336.0,11,303744,26839,-129244.7347933,904,0.001,39468.563755580355,21513943.964285713,303408
336.0,11,304080,26869,-129012.35466029998,905,0.001,39716.95233444941,20152664.24107143,303744
336.0,11,304416,26898,-129165.77579012,906,0.001,39775.619419642855,20248134.995535713,304080
336.0,11,304752,26927,-128709.11390329998,907,0.001,39427.95542689732,19114096.54464286,304416
336.0,11,305088,26958,-128355.98663186001,908,0.001,39458.12058221726,22295574.13988095,304752
336.0,11,305424,26988,-126912.64062609,909,0.001,39511.44038318453,23002013.604166668,305088
336.0,11,305760,27017,-126260.85089873002,910,0.001,39322.691685267855,21021475.770833332,305424
336.0,11,306096,27046,-125994.60342454,911,0.001,39521.251627604164,22329960.279761903,305760
336.0,11,306432,27075,-126405.10425799,912,0.001,39310.535063244046,19747276.308035713,306096
336.0,11,306768,27105,-125281.67272385002,913,0.001,39340.128999255954,22169820.31845238,306432
336.0,11,307104,27134,-126519.49799921,914,0.001,39348.85981677828,18520721.833333332,306768
336.0,11,307440,27163,-125568.92801042002,915,0.001,39374.14109002976,22110680.74702381,307104
336.0,11,307776,27193,-125787.27558714003,916,0.001,39323.688267299105,22108813.839285713,307440
336.0,11,308112,27222,-126507.91169928001,917,0.001,39287.88427734375,22264013.24404762,307776
336.0,11,308448,27252,-125556.01702715,918,0.001,39125.205171130954,23119713.06845238,308112
336.0,11,308784,27281,-124973.95399728,919,0.001,39131.160319010414,19278095.313988097,308448
336.0,11,309120,27310,-123295.36881193,920,0.001,39026.38495163691,19139056.589285713,308784
336.0,11,309456,27340,-122257.02980514002,921,0.001,39129.248046875,19653402.648065478,309120
336.0,11,309792,27369,-121567.94779777002,922,0.001,38919.364420572914,19771998.13392857,309456
336.0,11,310128,27398,-121028.16157313003,923,0.001,38895.08814639137,21582514.42113095,309792
336.0,11,310464,27427,-124440.69667345,924,0.001,38849.90053013393,21870665.007440478,310128
336.0,11,310800,27457,-123681.91915108003,925,0.001,39085.75925409226,19587315.802083332,310464
336.0,11,311136,27487,-125224.83003863003,926,0.001,39080.00481305803,20874499.125,310800
336.0,11,311472,27516,-125332.26394492002,927,0.001,38858.08635602678,22217337.395833332,311136
336.0,11,311808,27545,-126115.34049988998,928,0.001,38863.201381138395,18893037.11309524,311472
336.0,11,312144,27574,-125190.86441831,929,0.001,38755.42632765997,18707725.73511905,311808
336.0,11,312480,27604,-125238.79919819,930,0.001,38975.38292875744,20193401.41517857,312144
336.0,11,312816,27633,-126276.05747349,931,0.001,38798.42631603422,21982408.410714287,312480
336.0,11,313152,27662,-126379.05745708998,932,0.001,38754.827845982145,18107808.904761903,312816
336.0,11,313488,27692,-126436.6931291,933,0.001,38705.13581194197,20291594.06547619,313152
336.0,11,313824,27721,-125855.66333971001,934,0.001,38930.93157087053,20727513.53125,313488
336.0,11,314160,27750,-124081.50891334,935,0.001,38897.40106491816,18871095.73214286,313824
336.0,11,314496,27779,-124109.24343308002,936,0.001,38816.76220703125,20812796.29613095,314160
336.0,11,314832,27809,-123981.63396965002,937,0.001,38760.91566685268,18051048.191964287,314496
336.0,11,315168,27838,-123750.3019121,938,0.001,38562.80724516369,21937433.45535714,314832
336.0,11,315504,27867,-126115.75857492,939,0.001,38569.04064360119,17765639.895833332,315168
336.0,11,315840,27896,-126490.13480805999,940,0.001,38724.21772693453,20363192.927083332,315504
336.0,11,316176,27926,-126716.40666493,941,0.001,38510.513462611605,19567423.91220238,315840
336.0,11,316512,27955,-125660.27908414997,942,0.001,38703.50962611607,18484344.947916668,316176
336.0,11,316848,27985,-125852.28628647,943,0.001,38618.050385974704,18638896.84077381,316512
336.0,11,317184,28014,-124762.54299895,944,0.001,38626.43064081101,24026204.73809524,316848
336.0,11,317520,28043,-122842.09763601002,945,0.001,38481.147670200895,19153297.58035714,317184
336.0,11,317856,28072,-122270.91872501,946,0.001,38560.04045758928,19742942.382440478,317520
336.0,11,318192,28101,-121773.24484725,947,0.001,38676.24302455357,19042207.95535714,317856
336.0,11,318528,28130,-124032.06778688003,948,0.001,38580.32582310268,20120419.64434524,318192
336.0,11,318864,28159,-125062.20766908002,949,0.001,38298.48767671131,20689179.813988097,318528
336.0,11,319200,28188,-125493.61863935001,950,0.001,38384.35609654018,22022461.27232143,318864
336.0,11,319536,28218,-123945.7925661,951,0.001,38130.49855840774,22701915.217261903,319200
336.0,11,319872,28247,-123772.14844464003,952,0.001,38517.79601469494,17980968.54613095,319536
336.0,11,320208,28276,-124123.82339891,953,0.001,38422.46458798363,18985622.958333332,319872
336.0,11,320544,28306,-124157.71328914001,954,0.001,38239.142182849704,19083242.53125,320208
336.0,11,320880,28335,-124779.02636310001,955,0.001,38183.148042224704,19842924.66517857,320544
336.0,11,321216,28365,-123736.72268482001,956,0.001,38066.50718470982,19302786.714285713,320880
336.0,11,321552,28394,-123738.14589431002,957,0.001,38253.75590587797,18664276.507440478,321216
336.0,11,321888,28423,-123860.29216046001,958,0.001,38049.35386439732,19316730.526785713,321552
336.0,11,322224,28452,-122908.55740429001,959,0.001,38342.05773344494,18908871.760416668,321888
336.0,11,322560,28481,-121037.18930381002,960,0.001,38075.59291294643,20561851.57440476,322224
336.0,11,322896,28510,-121045.61383415,961,0.001,38216.55615234375,22157107.34077381,322560
336.0,11,323232,28540,-121329.50824818,962,0.001,38137.84014601934,21067235.208333332,322896
336.0,11,323568,28569,-121347.12891848001,963,0.001,37961.51922898066,17924586.82886905,323232
336.0,11,323904,28599,-121672.00366596998,964,0.001,38181.76146298363,21329576.904761903,323568
336.0,11,324240,28628,-122390.00736223001,965,0.001,38252.80043247768,20600342.4375,323904
336.0,11,324576,28658,-123588.55741261,966,0.001,38137.54966517857,19790697.13839286,324240
336.0,11,324912,28688,-125086.64321337,967,0.001,38169.884974888395,19366102.86904762,324576
336.0,11,325248,28717,-125794.05220391999,968,0.001,38202.60377139137,18025857.748511903,324912
336.0,11,325584,28746,-125635.48728041,969,0.001,37991.979771205355,19310115.88988095,325248
336.0,11,325920,28775,-126304.85998781996,970,0.001,38002.40708705357,20562918.311011903,325584
336.0,11,326256,28805,-127744.10611861998,971,0.001,38211.22533017113,21148894.42857143,325920
336.0,11,326592,28834,-129485.91651060998,972,0.001,37943.13202194941,18489754.09077381,326256
336.0,11,326928,28863,-129138.05492341999,973,0.001,38158.58251953125,20054498.35267857,326592
336.0,11,327264,28893,-130592.59903131999,974,0.001,37999.616303943454,19815148.604166668,326928
336.0,11,327600,28922,-131083.4568045,975,0.001,37724.02329799107,20846242.177083332,327264
336.0,11,327936,28952,-131249.48933653,976,0.001,37785.32613699777,21223338.31547619,327600
336.0,11,328272,28981,-131073.12220222,977,0.001,38044.27101934524,19782850.17261905,327936
336.0,11,328608,29010,-130346.66131475,978,0.001,37998.71686662947,19823326.538690478,328272
336.0,11,328944,29040,-130134.18477215998,979,0.001,37837.108270554316,19543298.29017857,328608
336.0,11,329280,29069,-127870.09088696,980,0.001,38168.795317150296,18948678.86011905,328944
336.0,11,329616,29098,-128138.83203792998,981,0.001,37894.903227306546,22397216.038690478,329280
336.0,11,329952,29127,-126585.89904397,982,0.001,37729.55217633928,20563285.566964287,329616
336.0,11,330288,29159,-126032.00939655,983,0.001,37847.56580171131,18288798.354910713,329952
336.0,11,330624,29190,-125268.85950014,984,0.001,37615.17799014137,20210912.461309522,330288
336.0,11,330960,29220,-126053.92151631,985,0.001,37730.97038922991,19481858.83482143,330624
336.0,11,331296,29249,-125505.49344681,986,0.001,37707.11521112351,20779735.31547619,330960
336.0,11,331632,29279,-125764.92126085,987,0.001,38025.495279947914,17835349.05654762,331296
336.0,11,331968,29308,-123646.4621122,988,0.001,37611.27579752604,23105492.84077381,331632
336.0,11,332304,29337,-123635.77265029002,989,0.001,37832.68254743303,19787428.398809522,331968
336.0,11,332640,29367,-124333.67182911,990,0.001,37827.65387834822,21640092.305059522,332304
336.0,11,332976,29397,-123495.78386955001,991,0.001,37822.10407366072,19900807.220238097,332640
336.0,11,333312,29426,-122812.09971955999,992,0.001,37697.98823474703,19486246.563988097,332976
336.0,11,333648,29455,-125207.87579990001,993,0.001,37876.55666387649,19239976.34375,333312
336.0,11,333984,29484,-125882.25743701,994,0.001,37694.467494419645,22160547.251488097,333648
336.0,11,334320,29514,-126457.4785536,995,0.001,37647.16358584449,19891445.13988095,333984
336.0,11,334656,29542,-127124.53013211003,996,0.001,37804.1357421875,22565343.72767857,334320
336.0,11,334992,29571,-127974.59418619004,997,0.001,37777.214750744046,19440094.30059524,334656
336.0,11,335328,29600,-128755.24972654002,998,0.001,37676.29341052828,19504834.89732143,334992
336.0,11,335664,29631,-130992.14151828003,999,0.001,37540.51078869047,19039723.14434524,335328
336.0,11,336000,29660,-131032.36432078002,1000,0.001,37737.271577380954,18830680.254464287,335664
336.0,11,336336,29688,-131863.45736716,1001,0.001,37581.198149181546,19011782.26264881,336000
336.0,11,336672,29717,-132171.99702635,1002,0.001,37641.620698474704,20895114.14285714,336336
336.0,11,337008,29747,-132090.78729875002,1003,0.001,37592.16782924107,22095801.686011903,336672
336.0,11,337344,29776,-131378.65196977,1004,0.001,37599.12593005953,21625970.501488097,337008
336.0,11,337680,29805,-130131.49638114,1005,0.001,37431.12450009301,19385805.11904762,337344
336.0,11,338016,29833,-129875.02527742,1006,0.001,37500.579427083336,20054024.45238095,337680
336.0,11,338352,29863,-128916.7494722,1007,0.001,37580.71247209822,18964021.126488097,338016
336.0,11,338688,29892,-129740.50868582001,1008,0.001,37481.822544642855,18014308.782738097,338352
336.0,11,339024,29921,-129775.66205404,1009,0.001,37421.04737490699,17784716.748511903,338688
336.0,11,339360,29950,-131123.26328927002,1010,0.001,37387.02520461309,20655668.66220238,339024
336.0,11,339696,29979,-132418.25783783002,1011,0.001,37540.92971075149,19703747.76934524,339360
336.0,11,340032,30009,-131426.40553305,1012,0.001,37480.469145275296,18729624.85863095,339696
336.0,11,340368,30038,-133713.57624334,1013,0.001,37511.74146670387,19216876.55357143,340032
336.0,11,340704,30067,-133304.58994616,1014,0.001,37375.608189174105,21391961.066964287,340368
336.0,11,341040,30096,-132720.91837817,1015,0.001,37330.77679734003,19300512.345238097,340704
336.0,11,341376,30125,-133569.09503736,1016,0.001,37130.20944940476,19814861.180059522,341040
336.0,11,341712,30154,-132505.04520378,1017,0.001,37336.342192150296,18577690.85863095,341376
336.0,11,342048,30183,-132678.35269914,1018,0.001,37560.79883975074,19903012.73660714,341712
336.0,11,342384,30213,-133902.71382948,1019,0.001,37621.70056733631,20612202.041666668,342048
336.0,11,342720,30243,-134884.89233081,1020,0.001,37183.741943359375,21635320.57142857,342384
336.0,11,343056,30271,-133147.88938426,1021,0.001,37398.16023763021,20333867.57589286,342720
336.0,11,343392,30301,-133201.04006624,1022,0.001,37260.13206845238,18757963.67782738,343056
336.0,11,343728,30330,-133744.06845748,1023,0.001,37360.64878627232,21540090.864583332,343392
336.0,11,344064,30359,-131995.77831914998,1024,0.001,37119.80066499256,19847663.85714286,343728
336.0,11,344400,30388,-131860.59685641996,1025,0.001,37135.12884812128,20536543.16220238,344064
336.0,11,344736,30417,-131253.26612115998,1026,0.001,37532.547979445684,21141074.101190478,344400
336.0,11,345072,30447,-131660.81228600998,1027,0.001,37240.724400111605,18873041.37797619,344736
336.0,11,345408,30476,-130319.11653212998,1028,0.001,37165.716064453125,20019955.76636905,345072
336.0,11,345744,30506,-131097.62746028,1029,0.001,37288.78187779018,20653449.98214286,345408
336.0,11,346080,30535,-130425.37820607,1030,0.001,37267.17629278274,18243233.757440478,345744
336.0,11,346416,30566,-127948.62702163,1031,0.001,37098.44344075521,22556966.677083332,346080
336.0,11,346752,30596,-128401.20360986002,1032,0.001,36982.680873325895,21217654.01488095,346416
336.0,11,347088,30625,-128075.63185774001,1033,0.001,37000.79889787947,19401509.21875,346752
336.0,11,347424,30654,-127539.93125994,1034,0.001,37141.53901599703,20444991.89732143,347088
336.0,11,347760,30684,-128390.33576527998,1035,0.001,37164.29168991816,18716170.01190476,347424
336.0,11,348096,30714,-128964.55654068998,1036,0.001,36918.82719494047,19292359.75297619,347760
336.0,11,348432,30743,-128320.26548629999,1037,0.001,37050.73224748884,19847106.26934524,348096
336.0,11,348768,30773,-128830.20697055997,1038,0.001,37003.097981770836,21915287.10863095,348432
336.0,11,349104,30802,-128748.59214213997,1039,0.001,36977.13718377976,20943045.34672619,348768
336.0,11,349440,30832,-127807.48678613,1040,0.001,36914.50222051711,90743404.32738096,349104
336.0,11,349776,30862,-130340.72827816996,1041,0.001,36964.96537853422,20682938.48660714,349440
336.0,11,350112,30891,-130429.54705048,1042,0.001,37147.37072172619,22338301.51934524,349776
336.0,11,350448,30920,-130059.79379538,1043,0.001,36911.46823846726,20368212.726190478,350112
336.0,11,350784,30950,-130398.34552547001,1044,0.001,37112.62823195684,17517454.1875,350448
336.0,11,351120,30980,-131553.17399321997,1045,0.001,37034.424525669645,18645129.42113095,350784
336.0,11,351456,31009,-132422.37084713,1046,0.001,37263.42025902158,20342212.01190476,351120
336.0,11,351792,31038,-132602.92589093998,1047,0.001,37208.40089053199,19782727.552083332,351456
336.0,11,352128,31069,-131278.95606384997,1048,0.001,37210.28685360863,17021832.333333332,351792
336.0,11,352464,31098,-131046.42302178997,1049,0.001,37432.70521763393,19855056.03348214,352128
336.0,11,352800,31128,-130970.67667772998,1050,0.001,37494.27980840774,20432403.32886905,352464
336.0,11,353136,31156,-133620.93751128,1051,0.001,37087.91713169643,20566481.410714287,352800
336.0,11,353472,31186,-134167.85875910998,1052,0.001,37257.56866164434,20834926.976190478,353136
336.0,11,353808,31216,-135763.77119283,1053,0.001,37330.27769252232,18947434.61011905,353472
336.0,11,354144,31245,-134447.54021232,1054,0.001,37340.152134486605,18552409.85267857,353808
336.0,11,354480,31274,-134292.74440766,1055,0.001,37382.65425037203,19283329.964285713,354144
336.0,11,354816,31304,-135342.940451,1056,0.001,37445.27966889881,18211793.52827381,354480
336.0,11,355152,31334,-133061.87579979,1057,0.001,37621.72260974703,17791074.916666668,354816
336.0,11,355488,31363,-132394.73001759,1058,0.001,37361.48272414434,20241578.70535714,355152
336.0,11,355824,31392,-133496.67518619,1059,0.001,37450.353841145836,18205959.91220238,355488
336.0,11,356160,31422,-133735.97393902997,1060,0.001,37295.85239955357,19418099.336309522,355824
336.0,11,356496,31451,-133688.56025484,1061,0.001,37611.23581659226,19189912.41815476,356160
336.0,11,356832,31480,-135470.90108677998,1062,0.001,37522.86669921875,16757114.177083334,356496
336.0,11,357168,31510,-137005.03766126,1063,0.001,37430.93085007441,19042292.07589286,356832
336.0,11,357504,31540,-136168.05899743998,1064,0.001,37638.20747302828,18471542.038690478,357168
336.0,11,357840,31569,-134825.11154622998,1065,0.001,37515.88374255953,19074995.14136905,357504
336.0,11,358176,31599,-133185.40549212,1066,0.001,37511.84037853422,20560921.680059522,357840
336.0,11,358512,31628,-133598.07595557004,1067,0.001,37536.61216517857,18336836.648809522,358176
336.0,11,358848,31658,-133450.90219277,1068,0.001,37473.5234375,18889495.0625,358512
336.0,11,359184,31687,-134356.52385082,1069,0.001,37676.93054780506,17310553.6875,358848
336.0,11,359520,31716,-134067.21708638,1070,0.001,37740.25639415922,18485474.429315478,359184
336.0,11,359856,31746,-133177.281822,1071,0.001,37409.16575985863,21419915.76934524,359520
336.0,11,360192,31775,-131778.71497161,1072,0.001,37578.7958984375,17340804.229166668,359856
336.0,11,360528,31805,-131519.4344728,1073,0.001,37616.47088913691,20183864.29613095,360192
336.0,11,360864,31834,-130824.94990616999,1074,0.001,37639.636555989586,17950030.23660714,360528
336.0,11,361200,31863,-129334.04781919,1075,0.001,37798.533784412204,18823795.52827381,360864
336.0,11,361536,31892,-128056.43819723003,1076,0.001,37528.498697916664,20005847.96279762,361200
336.0,11,361872,31922,-126766.35539451001,1077,0.001,37611.74793061756,18419853.89434524,361536
336.0,11,362208,31951,-127954.97550732002,1078,0.001,37504.40545944941,19726767.10863095,361872
336.0,11,362544,31980,-129253.82630759,1079,0.001,37632.61574590774,19133322.476190478,362208
336.0,11,362880,32010,-130728.07313432,1080,0.001,37580.566127232145,17837113.70535714,362544
336.0,11,363216,32040,-131072.49562623,1081,0.001,37468.96379743303,17572407.42857143,362880
336.0,11,363552,32069,-131504.08593156,1082,0.001,37624.027064732145,18301267.904761903,363216
336.0,11,363888,32098,-132028.83281053999,1083,0.001,37489.02912248884,19451166.91517857,363552
336.0,11,364224,32128,-132218.35757393,1084,0.001,37715.48072451637,19191450.46577381,363888
336.0,11,364560,32158,-131473.93567649,1085,0.001,37481.24183872768,19751521.94642857,364224
336.0,11,364896,32187,-133055.35019178,1086,0.001,37655.027018229164,20136678.38690476,364560
336.0,11,365232,32216,-133692.57319295,1087,0.001,37632.48299153646,20245704.93452381,364896
336.0,11,365568,32246,-133874.70340432998,1088,0.001,37444.53078497024,16876920.34375,365232
336.0,11,365904,32276,-132802.79842463997,1089,0.001,37544.15118117559,18866913.91517857,365568
